source_row,statement,evidence,label_name,predicted_label,is_correct,error_type,gold_label_explanation,baseline_failure_reason,suggested_adjustment
1281,Trường ĐH Ngoại ngữ -Tin học TPHCM đã trao đổi với phóng viên Dân trí rằng chương trình hội thảo về khởi nghiệp này nằm trong chuỗi hoạt động về chủ đề khởi nghiệp do Đoàn hội các trường phối hợp với Hội sinh viên và Nhà Văn hóa sinh viên TPHCM tổ chức vào tháng 2/2023.,"Trao đổi với PV Dân trí về sự việc gây xôn xao, đại diện Trường ĐH Ngoại ngữ -Tin học TPHCM cho biết, chương trình hội thảo về khởi nghiệp này nằm trong chuỗi hoạt động về chủ đề khởi nghiệp do Đoàn hội các trường phối hợp với Hội sinh viên và Nhà Văn hóa sinh viên TPHCM tổ chức.",NEI,Supported,False,,,,
1086,Weploy - mô hình cung ứng nhân sự thời vụ trên nền tảng số gây sốt khi xuất hiện tại thị trường Việt Nam hỗ trợ cho doanh nghiệp tuyển dụng.,chính thức có mặt tại Việt Nam sau khi thành công ở vòng gọi vốn đầu tiên với 5 triệu USD từ Skymind Global Ventures. Weploy - mô hình cung ứng nhân sự thời vụ trên nền tảng số,NEI,Supported,False,,,,
255,"Học sinh Nguyễn Anh Dũng đạt thành tích cao nhất của một học sinh ở tỉnh Đắk Nông kể từ khi thành lập tỉnh đó là giải nhì, năm trước tình cũng có một em đạt giải 3 môn toán.",Học sinh Nguyễn Anh Dũng đạt thành tích cao nhất của một học sinh ở tỉnh Đắk Nông kể từ khi thành lập tỉnh,NEI,Supported,False,,,,
953,"Việc chuyển đổi cũng đi đôi với những thử thách khó khăn về công tác chuyên môn, tổ chức và truyền thông khi mùa giải đang đến gần và khoảng thời gian chuẩn bị đang đị rút ngắn đi.","Việc chuyển đổi cũng đi đôi với những thử thách khó khăn về công tác chuyên môn, tổ chức và truyền thông... nên cần có những phương án, giải pháp đối phó kịp thời, hiệu quả",NEI,Supported,False,,,,
969,"Một Lương Kỳ Duyên mà khán giả đã quen với hình ảnh nhí nhảnh, ngọt ngào nay đã trong một vai trò hoàn toàn mới mà theo cô, đây là lần đầu tiên cô nắm giữ, đó chính là MC của VITM 2023.","Lương Kỳ Duyên trong một vai trò hoàn toàn mới - MC của VITM 2023 khán giả đã quá quen với một Lương Kỳ Duyên nhí nhảnh, ngọt ngào",NEI,Supported,False,,,,
942,Dự án chậm tiến độ do vướng giải phóng mặt bằng và không thỏa thuận được với chủ đầu tư về việc bồi thường GPMB.,dự án chậm tiến độ do vướng giải phóng mặt bằng.,NEI,Supported,False,,,,
1301,"Thanh tra Sở Xây dựng TP Hải Phòng có công văn đề nghị UBND quận Kiến An chỉ đạo UBND phường Quán Trữ và các phòng ban chuyên môn xác định nguồn gốc đất, kiểm tra trật tự xây dựng, đồng thời lập hồ sơ và đình chỉ thi công xây dựng trong 2 tháng với 9 căn nhà liền kề.","Ngày 15/2, Thanh tra Sở Xây dựng TP Hải Phòng có công văn đề nghị UBND quận Kiến An chỉ đạo UBND phường Quán Trữ và các phòng ban chuyên môn xác minh nguồn gốc đất, kiểm tra trật tự xây dựng, lập hồ sơ xử lý với 9 căn nhà liền kề nêu trên. đề nghị quận Kiến An đình chỉ thi công xây dựng.",NEI,Supported,False,,,,
1198,"Trong tổng số nợ lên tới hơn 300 tỉ USD, bước đi được đánh giá mở đường cho tập đoàn địa ốc nợ nhiều nhất thế giới này tái cơ cấu khoản nợ nước ngoài 52,7 tỉ USD.","Bước đi được đánh giá mở đường cho tập đoàn địa ốc nợ nhiều nhất thế giới này tái cơ cấu khoản nợ nước ngoài 22,7 tỉ USD trong tổng số nợ lên tới hơn 300 tỉ USD",Refuted,NEI,False,,,,
498,"Lốc xoáy cũng đã được ghi nhận tại các bang lân cận như Tennessee, Illinois và California.","Cơ quan dự báo thời tiết Mỹ cho biết cảnh báo lốc xoáy đã công bố tại các bang lân cận Tennessee, Illinois và Iowa.",Refuted,NEI,False,,,,
1364,"Cơ quan cảnh sát điều tra Công an TPHCM đã ra quyết định trả tự do cho 5 nữ tiếp viên hàng không ngày 22/3 và khởi tố vụ án ""vận chuyển trái phép chất ma tuý"" để điều tra, làm rõ bản chất vụ việc, xử lý nghiêm các đối tượng có liên quan theo quy định.","ngày 22/3, Cơ quan cảnh sát điều tra Công an TPHCM đã ra quyết định trả tự do cho 4 nữ tiếp viên hàng không và khởi tố vụ án ""vận chuyển trái phép chất ma tuý"" để điều tra, làm rõ bản chất vụ việc, xử lý nghiêm các đối tượng có liên quan theo quy định.",Refuted,NEI,False,,,,
131,Hạ nghị sĩ thuộc đảng Cộng hòa nói TikTok mặc dù thiết kế giảm thiểu tác hại cho trẻ em nhưng lại gây nghiện cho trẻ để kiếm lợi nhuận.,"Hạ nghị sĩ Kathy Castor thuộc đảng Dân chủ nói: “TikTok có thể thiết kế để giảm thiểu tác hại đối với trẻ em, nhưng công ty lại chọn gây nghiện cho trẻ em vì lợi nhuận”.",Refuted,NEI,False,,,,
976,"Cô đi công tác hơn 25 quốc gia trong nhiệm kỳ của mình, Karolina Bielawska được ban tổ chức cuộc thi Hoa hậu Thế giới ở nhiều quốc gia yêu mến.",Cô cũng là một trong những hoa hậu đi công tác nhiều nhất trong nhiệm kỳ khi đặt chân tới hơn 20 quốc gia. Karolina Bielawska được ban tổ chức cuộc thi Hoa hậu Thế giới ở nhiều quốc gia yêu mến,Refuted,NEI,False,,,,
88,Các ngân hàng đối thủ của Deutsche Bank đều có giá cổ phiếu tăng.,"Cổ phiếu của ngân hàng Đức Commerzbank, đối thủ của Deutsche Bank, giảm 9% trong khi cổ phiếu của Credit Suisse, Societe Generale và UBS sụt hơn 7%. Cổ phiếu của Barclays và BNP Paribas cũng mất 6% trong phiên cuối tuần.",Refuted,NEI,False,,,,
693,"Giám đốc Ban quản lý dự án giao thông Khánh Hoà lên tiếng về việc mái tôn, vật liệu xây dựng có thể gây tai nạn mặc dù một số khu vực đã được rào lưới, trải nhựa.",". Mái tôn, vật liệu xây dựng nằm sát khu vực đi lại của người dân. Một số đoạn đường chưa được trải nhựa dễ trơn trượt và tai nạn. Một số khu vực tại công trình nút giao chưa được rào lưới. Ông Đặng Hữu Tài, Giám đốc Ban quản lý dự án giao thông Khánh Hoà, cho biết đã nhiều lần kiểm tra và gửi văn bản nhắc nhở và chấn chỉnh chủ đầu tư đảm bảo an toàn khi thi công.",Refuted,NEI,False,,,,
307,"Viện Nghiên cứu nông nghiệp xác nhận vaccine NAVET-ASFVAC không đảm bảo an toàn, không nên thử nghiệm trên diện rộng.","Sau nhiều lần thử nghiệm trong phòng thí nghiệm và được đánh giá kỹ lưỡng bởi các hội đồng khoa học, tháng 5/2022, Viện Nghiên cứu nông nghiệp thuộc Bộ Nông nghiệp Hoa Kỳ đã có thư chính thức gửi Cục Thú y Việt Nam xác nhận vaccine NAVET-ASFVAC bảo đảm an toàn, hiệu lực. Hiện nay, Việt Nam đang thử nghiệm trên diện rộng, làm cơ sở chuẩn bị cho các bước hoàn thiện cuối cùng để đưa vaccine vào thương mại hóa.",Refuted,NEI,False,,,,
721,"Uy tín và vị thế của Việt Nam ngày càng cao trên trường quốc tế, tuy nhiên vẫn chưa đủ để thu hút các nhà đầu tư.","""Hơn bao giờ hết Việt Nam đang là điểm đến hấp dẫn của các nhà đầu tư. Chúng ta đã tham gia vào nhiều cơ chế quan trọng của Liên Hợp Quốc, các diễn đàn đa phương. Uy tín, vị thế của đất nước ngày càng cao trên trường quốc tế. Việt Nam cũng là cầu nối, cửa ngõ tiếp cận với các thị trường lớn trên thế giới thông qua các hiệp định thương mại tự do thế hệ mới"",",Refuted,NEI,False,,,,
53,Điều phối viên Truyền thông Chiến lược của Hội đồng An ninh Quốc gia Nhà Trắng John Kirby nói rằng Washington hiện đã có chứng cứ về việc vũ khí hạt nhân của Nga được triển khai ở Belarus.,"Điều phối viên Truyền thông Chiến lược của Hội đồng An ninh Quốc gia Nhà Trắng John Kirby trước đó cũng nói rằng, Washington hiện chưa thấy bằng chứng nào về việc vũ khí hạt nhân của Nga được triển khai ở Belarus.",Refuted,NEI,False,,,,
163,"Nhiều ngôi sao Hoa ngữ cũng gặp trường hợp như Đô Mỹ Trúc, ảnh khác xa đời thật ví dụ như Lưu Diệc Phi bị chê quá gầy, thô khác với hình ảnh thon thả, dịu dàng đã đăng tải.","Không chỉ Đô Mỹ Trúc, nhiều ngôi sao Hoa ngữ cũng bị “bóc” nhan sắc khác xa một trời một vực vì chỉnh sửa quá đà. Gần đây, Lưu Diệc Phi bị chê béo, thô khác với hình ảnh thon thả do phòng làm việc đăng tải.",Refuted,Supported,False,,,,
387,Khoản tài trợ mới không đủ thể hiện rõ cam kết của Hoa Kỳ với Việt Nam khi hai nước đang hướng tới kỷ niệm 10 năm thiết lập quan hệ đối tác toàn diện.,"Theo USAID, khoản tài trợ mới này, thể hiện rõ cam kết của Hoa Kỳ với Việt Nam khi hai nước đang hướng tới kỷ niệm 10 năm thiết lập quan hệ đối tác toàn diện trong năm 2023.",Refuted,Supported,False,,,,
1287,"Việc thi công cầu đã dừng từ năm 2019 đến nay khi đã đạt hơn 40% khối lượng do không được bố trí vốn, hiện công trình đã cơ bản hoàn thành phần cầu dẫn, trụ tháp, Tổng công ty đầu tư phát triển đường cao tốc Việt Nam (VEC) đề nghị Bộ Giao thông Vận tải làm việc với nhà tài trợ JICA về kế hoạch lựa chọn nhà thầu mới để tái khởi động công trình này.","Do không được bố trí vốn, việc thi công cầu đã dừng từ năm 2019 đến nay, khi đã đạt hơn 80% khối lượng. Hiện, công trình đã cơ bản hoàn thành phần cầu dẫn, trụ tháp Tổng công ty đầu tư phát triển đường cao tốc Việt Nam (VEC) đề nghị Bộ Giao thông Vận tải làm việc với nhà tài trợ JICA về kế hoạch lựa chọn nhà thầu mới để tái khởi động công trình này.",Refuted,Supported,False,,,,
680,Sau khi gây án 3 đối tượng đã ra công an đầu thú.,"Gây án xong, nhóm đối tượng gồm 3 nam thanh niên đã bỏ trốn bằng xe máy đi về hướng tỉnh Thái Nguyên.",Refuted,Supported,False,,,,
1201,"Đạo luật có tên AB2596, do nghị viên Evan Low, một người gốc Việt Nam thuộc đảng Dân chủ bảo trợ, được công nhận Tết Âm lịch là một ngày lễ của tiểu bang miền Tây này.","Đạo luật có tên AB2596, do nghị viên Evan Low, một người gốc Hoa thuộc đảng Dân chủ bảo trợ, công nhận Tết Âm lịch là một ngày lễ của tiểu bang miền Tây này.",Refuted,Supported,False,,,,
148,"Ngày 25/3, Công an đã triệu tập người đàn ông là chồng của cô giáo chủ nhiệm của một học lớp 6 trên địa bàn để làm rõ hành vi dâm ô với em, theo thông tin trước đó em được ba mẹ tin tưởng cho ngủ lại nhà cô giáo, nhưng sau đó lại xảy ra sự việc này.","Do bận việc, cha mẹ một nữ sinh lớp 5 tin tưởng gửi con tại nhà cô giáo chủ nhiệm nhưng em đã bị chồng của cô giáo có hành vi dâm ô. Ngày 25-3, Công an đã triệu tập người đàn ông là chồng của nữ giáo viên một trường tiểu học trên địa bàn để làm rõ hành vi dâm ô",Refuted,Supported,False,,,,
198,"Một phụ huynh có con học tại trường Việt Úc nhận cuộc gọi trong nagy 3-3 tự xưng thầy giáo và lừa chuyển khoản 100 triệu đồng vì ""con bị chấn thương sọ não cần mổ gấp""","một phụ huynh có con học tại trường Việt Úc nhận cuộc gọi tự xưng thầy giáo và lừa chuyển khoản 70 triệu đồng vì ""con bị chấn thương sọ não cần mổ gấp"". ngày 3-3,",Refuted,Supported,False,,,,
609,Liz là thành viên của IVE sinh vào năm 2005.,"Liz tên thật là Kim Ji Won, sinh năm 2004. Liz - giọng ca chính của nhóm.",Refuted,Supported,False,,,,
972,"Với điều kiện lãi suất tăng và thị trường vốn ổn định, Masan sẽ thực thi các chiến lược nhằm tiếp tục tối ưu hóa bẳng cân đối kế toán, giải chi phí lãi vay và giảm nợ.","Khi lãi suất giảm và thị trường vốn ổn định, ban điều hành Masan sẽ tiếp tục tối ưu hóa bảng cân đối kế toán, giảm chi phí lãi vay và giảm nợ thông qua các bước thực thi chiến lược trong thời gian sắp tới.",Refuted,Supported,False,,,,
1026,"Công ty Khang Minh bất ngờ tuyên bố lại thông điệp Công ty Sen Vàng vi phạm sở hữu trí tuệ, trước đó cuối năm 2022, công ty này đã đổi tên cuộc thi hoa hậu do mình tổ chức vào phút cuối.","Công ty Minh Khang bất ngờ tuyên bố lại thông điệp Công ty Sen Vàng vi phạm sở hữu trí tuệ Cuối năm 2022, Công ty Minh Khang đổi tên cuộc thi hoa hậu do mình tổ chức vào phút cuối,",Refuted,Supported,False,,,,
1389,"Chiếc Porsche tiếp tục va chạm với hai xe máy khác khiến họ bị thương nhẹ, tài xế không bị thương.","Chiếc Porsche tiếp tục va chạm với hai xe máy khiến hai người bị thương nhẹ, Tài xế không bị thương",Supported,NEI,False,,,,
698,Mạng di động 4G chuẩn bị ra mắt trên Mặt trăng trong năm 2023 do Nokia thực hiện.,"Hãng viễn thông Phần Lan Nokia cho biết đang chuẩn bị ra mắt mạng di động 4G trên Mặt trăng, một bước tiến nữa cho sự hiện diện của con người bên 'chị Hằng'.",Supported,NEI,False,,,,
1101,Hệ thống kho hàng của nhà máy được quản trị thông mình bằng phần mềm WMS và hàng hóa được vận chuyển bằng robot AGV.,"robot AGV vận chuyển hàng hóa Ứng dụng phần mềm WMS hệ thống kho hàng của nhà máy được đồng bộ với quy trình quản trị thông minh,",Supported,NEI,False,,,,
231,Nhân viên trường Đại học Công nghiệp TP HCM cứ vào khoảng 14h mỗi ngày sẽ dùng vòi phun nước từ hệ thống phòng cháy chữa cháy (PCCC) để làm mát bãi xe máy sinh viên.,"Khoảng 14h mỗi ngày, nhân viên trường Đại học Công nghiệp TP HCM dùng vòi phun nước từ hệ thống phòng cháy chữa cháy (PCCC) để làm mát bãi xe máy sinh viên.",Supported,NEI,False,,,,
385,Meta kiến nghị Việt Nam có chính sách thu hút đầu tư công nghệ nước ngoài và tạo điều kiện giúp các DN bước ra thế giới.,"vào thời điểm này, Chính phủ Việt Nam không chỉ cần đưa ra các chính sách thu hút đầu tư công nghệ nước ngoài mà còn phải tạo được môi trường tốt nhất có thể, giúp các DN vừa và nhỏ, DN siêu nhỏ bước ra thế giới. ông có đưa ra những kiến nghị nào liên quan đến chính sách của Việt Nam cho các dịch vụ nội dung số xuyên biên giới?",Supported,NEI,False,,,,
606,HLV Troussier cũng thấy rằng U23 Việt Nam hiện tại vô cùng thất thế về mặt thể hình vì dàn cầu thủ ít người cao trên 1m80.,"HLV Troussier cũng thấy rằng U23 Việt Nam hiện tại vô cùng thất thế về mặt thể hình Dàn cầu thủ, nhất là các hậu vệ ít người cao trên 1m80",Supported,NEI,False,,,,
178,"Người dự tuyển phải trải qua tập huấn tối thiểu 12 tháng, đồng thời đối với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.","Người dự tuyển phải trải qua tập huấn tối thiếu 12 tháng, Với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.",Supported,NEI,False,,,,
1181,"Sự kéo dài của cuộc đình công tại Pháp đã khiến cho nhiều nhà máy lọc dầu gặp gián đoạn, dẫn đến một số trạm xăng thiếu nhiên liệu trầm trọng.","Diễn biến trong cuộc đình công tại Pháp kéo dài đến ngày thứ 16, trong đó, nhiều nhà máy lọc dầu gặp gián đoạn, khiến một số trạm xăng thiếu nhiên liệu trầm trọng.",Supported,NEI,False,,,,
1065,Trấn Thành bị nhận xét là còn quá trẻ nên tạo hình và diễn xuất vào vai Ba Phi không được bằng nghệ sĩ Mạc Can từng thể hiện trong bản truyền hình.,"Nhiều người nhận xét rằng chồng Hari Won khó có thể toát lên hình ảnh ông già chất phác, hóm hỉnh mà nghệ sĩ Mạc Can từng thể hiện thành công trong phiên bản phim truyền hình. Chưa dừng lại ở đó, có ý kiến cho rằng Trấn Thành còn khá trẻ nên về tạo hình cũng khó có thể thuyết phục được người xem.",Supported,NEI,False,,,,
1081,"Trong tháng 5/2023 tại Indonesia, nước Chủ tịch ASEAN, Hội nghị Cấp cao ASEAN lần thứ 42 và các Hội nghị Bộ trưởng Ngoại giao sẽ được diễn ra.","Hội nghị Cấp cao ASEAN lần thứ 42 và các Hội nghị Bộ trưởng Ngoại giao diễn ra trong tháng 5/2023 tại Indonesia, nước Chủ tịch ASEAN",Supported,NEI,False,,,,
308,"Chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ với tỉ lệ án bị hủy, sửa do nguyên nhân chủ quan chỉ còn 1,5%.","chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ Tỉ lệ các bản án bị hủy, sửa do nguyên nhân chủ quan được hạn chế ở mức thấp, dưới 1,5%.",Supported,Refuted,False,,,,
1289,Cuba tuyên bố quốc tang để tri ân những người đã hy sinh trong vụ hoả hoạn tại kho chứa nhiên liệu bên vịnh Matanzas.,"Cuba đã tuyên bố quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa nói trên. hơn 15.000 người dân Cuba đã tới Bảo tàng Lính cứu hỏa tỉnh Matanzas để đặt nến, hoa và ảnh tưởng nhớ 16 người đã hy sinh trong vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu lớn nhất cả nước. vụ hỏa hoạn xảy ra tại kho chứa nhiên liệu bên vịnh Matanzas Cuba đã tuyên bố quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa cháy kho kho nhiên liệu bên vịnh Matanzas",Supported,Refuted,False,,,,
986,"Bà Vũ Thu Hà, Giám đốc Sở Nội vụ được bầu làm Phó Chủ tịch UBND Thành phố nhiệm kỳ 2021-2026 vào ngày 10/3.","Sáng 10/3, tại kỳ họp thứ 11 (kỳ họp chuyên đề), HĐND TP. Hà Nội đã bầu bà Vũ Thu Hà, Giám đốc Sở Nội vụ làm Phó Chủ tịch UBND Thành phố nhiệm kỳ 2021-2026",Supported,Refuted,False,,,,
638,"Ukraine nói Nga đã dần đuối sức trong cuộc chiến tranh do thiếu hụt về nhân lực và vật lực, trong khi Ukraine được Mỹ tiếp tục viện trợ cho cuộc chiến này.","Ukraine nói Nga đã phải hứng chịu những tổn thất đáng kể về nhân lực lẫn khí tài nên dù hiện có tấn công liên tục nhưng đang dần mất đi khả năng tiếp tục nỗ lực này. Phát ngôn viên Hội đồng An ninh Quốc gia Mỹ John Kirby cho biết Washington ủng hộ Tổng thống Ukraine - ông Volodymyr Zelensky trong việc ưu tiên cho cuộc chiến cam go ở TP Bakhmut (tỉnh Donetsk), theo đài CNN. Theo ông Kirby, Mỹ vẫn sẽ tiếp tục đảm bảo nhà lãnh đạo Ukraine có được “những gì ông ấy cần ở bất cứ nơi nào ông ấy chọn chiến đấu”, gồm tin tình báo, vũ khí,...",Supported,Refuted,False,,,,
561,"Sau thời gian dài chờ đợi, cuối cùng vào ngày 2-3 Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer.","Sau thời gian dài chờ đợi, Lật mặt 6: Tấm vé định mệnh của Lý Hải đã chính thức tung trailer vào ngày 2-3.",Supported,Refuted,False,,,,
1118,"Đại diện lãnh đạo các ban của Đảng, các ủy ban của Quốc hội cũng tham dự hội nghị đối thoại với thanh niên năm 2023 với chủ đề ""Xây dựng nguồn nhân lực trẻ chất lượng cao đáp ứng kỷ nguyên 4.0"".","Dự Hội nghị còn có đại diện lãnh đạo các ban của Đảng, các ủy ban của Quốc hội, Hội nghị đối thoại với thanh niên năm 2023 với chủ đề ""Xây dựng nguồn nhân lực trẻ chất lượng cao đáp ứng kỷ nguyên 4.0",Supported,Refuted,False,,,,
971,Giải vô địch các Câu lạc bộ Muay Quốc gia năm 2023 có sự tham gia của 38 Câu lạc bộ gồm 340 vận động viên .,"Tham dự Giải có 340 vận động viên của 38 Câu lạc bộ đến từ 29 tỉnh, thành phố, ngành trên toàn quốc.",Supported,Refuted,False,,,,
1439,"Được thành lập vào năm 2015, UEF Warm Hugs Club mang sứ mệnh trao đi yêu thương, giúp đỡ những mảnh đời bất hạnh, nơi các bạn sinh viên cùng nhau phụng sự cộng đồng.","UEF Warm Hugs Club được thành lập vào năm 2015 với sứ mệnh trao gửi yêu thương, giúp đỡ những mảnh đời bất hạnh nơi các bạn sinh viên tay khoác tay, vai kề vai phụng sự cộng đồng.",Supported,Refuted,False,,,,
1308,"Ngân hàng Trung ương châu Âu (ECB) tuần trước tăng lãi suất thêm 0,5% và nâng tổng mức lãi suất lên 3,5%.","Ngân hàng Trung ương châu Âu (ECB) tuần trước tăng lãi suất thêm 0,5% và nâng tổng mức lãi suất lên 3,5%.",Supported,Refuted,False,,,,
723,Công ty SpaceX phóng chùm vệ tinh vào quỹ đạo của Trái Đất làm số lượng vệ tinh tăng lên hơn gấp đôi so với trước 2019.,"Trong loạt bài nghiên cứu đăng trên tạp chí Nature Astronomy, các nhà thiên văn học quốc tế cho biết số lượng vệ tinh trên quỹ đạo thấp của Trái đất đã tăng hơn gấp đôi kể từ năm 2019 khi Công ty SpaceX của Mỹ tiến hành vụ phóng ""chùm vệ tinh"" quy mô lớn lần đầu tiên gồm hàng nghìn vệ tinh.",Supported,Refuted,False,,,,
