source_row,statement,evidence,label_name,predicted_label,is_correct
46,"Theo khoản 1 Điều 56 Luật Đất đai năm 2003, doanh nghiệp nhà nước phải tiến hành thẩm định giá, xác định giá trị chuyển nhượng đất dự án và đưa ra đấu giá theo quy định pháp luật trong việc chuyển nhượng đất dự án.","Theo quy định, việc chuyển nhượng đất dự án của doanh nghiệp nhà nước phải tiến hành thẩm định giá, xác định giá trị chuyển nhượng theo giá thị trường, đưa ra đấu giá... theo quy định pháp luật",NEI,Supported,False
47,"Theo thống kê của Phòng Cảnh sát môi trường, Công an TP Đà Nẵng, từ năm 2019 đến 2023, đơn vị đã xử lý 18 trường hợp vi phạm về tiếng ồn, xử phạt 9 cá nhân và 5 tổ chức với tổng số tiền hơn 232 triệu đồng., có nhiều quán còn tái phạm nhiều lần, điển hình như quán Food&Drink đã bị buộc thôi kinh doanh.","Theo thống kê của Phòng Cảnh sát môi trường, Công an TP Đà Nẵng, từ năm 2019 đến nay, đơn vị đã xử lý 18 trường hợp vi phạm về tiếng ồn, xử phạt 9 cá nhân và 5 tổ chức với tổng số tiền hơn 232 triệu đồng.",NEI,Refuted,False
48,Hệ thống tên lửa đạn đạo tầm ngắn Iskander có đầu đạn thông thường lẫn đầu đạn hạt nhân đã được đưa đến Nga.,Tên lửa Iskander có thể mang theo đầu đạn thông thường lẫn đầu đạn hạt nhân. hệ thống tên lửa đạn đạo tầm ngắn Iskander đã được đưa đến Nga,Supported,Refuted,False
49,"Trong Tháng hành động an toàn, vệ sinh lao động năm 2023, các hoạt động hướng tới kêu gọi doanh nghiệp không tăng thời gian làm thêm quá quy định, bố trí cho lao động nghỉ ngơi, chăm lo sức khỏe, đời sống cho người lao động…","Các hoạt động trong Tháng hành động an toàn, vệ sinh lao động năm 2023 hướng tới kêu gọi doanh nghiệp không tăng thời gian làm thêm quá quy định, bố trí cho lao động nghỉ ngơi, chăm lo sức khỏe, đời sống cho người lao động…",Supported,NEI,False
52,"Với chương trình cử nhân tài năng và cử nhân Asean Co-op, thí sinh đăng ký tối đa ba nguyện vọng đối với tất cả phương thức xét tuyển.","Còn với chương trình cử nhân tài năng và cử nhân Asean Co-op, thí sinh đăng ký tối đa một nguyện vọng đối với mỗi phương thức xét tuyển (xét tuyển học sinh giỏi; quá trình học tập theo tổ hợp môn; dựa trên kết quả kỳ thi đánh giá năng lực của ĐH Quốc gia TP.HCM tổ chức đợt 1 năm 2023).",Refuted,NEI,False
53,Điều phối viên Truyền thông Chiến lược của Hội đồng An ninh Quốc gia Nhà Trắng John Kirby nói rằng Washington hiện đã có chứng cứ về việc vũ khí hạt nhân của Nga được triển khai ở Belarus.,"Điều phối viên Truyền thông Chiến lược của Hội đồng An ninh Quốc gia Nhà Trắng John Kirby trước đó cũng nói rằng, Washington hiện chưa thấy bằng chứng nào về việc vũ khí hạt nhân của Nga được triển khai ở Belarus.",Refuted,NEI,False
55,"Báo Nông thôn ngày nay đã gửi văn bản số 133-CV/NTNN ngày 23-3-2023 đến Cục Báo chí phản ánh vấn đề nhóm phóng viên bị hành hung, cản trở tác nghiệp.","Cục Báo chí nhận được văn bản số 130-CV/NTNN ngày 23-3-2023 của Báo Nông thôn ngày nay, về việc nhóm phóng viên Báo Nông thôn ngày nay/điện tử Dân Việt bị hành hung, cản trở tác nghiệp",Refuted,Supported,False
56,"Đây là cuộc đụng độ thứ 8 giữa hai đội tuyển quốc gia và Hàn Quốc đã thống trị trong những lần gặp gỡ trước đó với 4 chiến thắng (hòa 2, chỉ thua 1). Colombia không hề là một đối thủ tầm thường, thế nhưng họ lại bị Hàn Quốc áp đảo. Chi tiết trên cho thấy không chỉ ở giải chính thức, Hàn Quốc cũng rất đầu tư vào các trận đấu giao hữu.","Đây là cuộc đụng độ thứ 8 giữa hai đội tuyển quốc gia và Hàn Quốc đã thống trị trong những lần gặp gỡ trước đó với 4 chiến thắng (hòa 2, chỉ thua 1). Colombia không hề là một đối thủ tầm thường, thế nhưng họ lại bị Hàn Quốc áp đảo. Chi tiết trên cho thấy không chỉ ở giải chính thức, Hàn Quốc cũng rất đầu tư vào các trận đấu giao hữu.",Supported,Refuted,False
58,Lí do bị lộ thông tin cá nhân có thể là do hệ thống bị tấn công và lấy thông tin hoặc là do người của hệ thống bán thông tin cho bên thứ ba.,"Theo Bộ TT-TT, việc lộ lọt dữ liệu cá nhân ở Việt Nam thời gian qua chủ yếu do 2 nguyên nhân. Thứ nhất, do các hệ thống thông tin, thu thập, xử lý, lưu trữ dữ liệu cá nhân của người dùng không bảo đảm an toàn, an ninh mạng, dẫn đến bị tấn công, khai thác. Thứ 2, tổ chức, DN thu thập, xử lý dữ liệu cá nhân của người dùng và chia sẻ trái phép với bên thứ ba hoặc bên thứ ba cấu kết với nhân viên quản lý dữ liệu của tổ chức, DN để lấy dữ liệu; thu thập thông qua việc tạo các trang web, tài khoản mạng xã hội; dụ dỗ người dân cung cấp thông tin.",Supported,NEI,False
60,"Đội tuyển Việt Nam trải qua 3 trận đấu với Iraq, UAE, Kyrgyzstan, thua đậm ở trận đấu với UAE với tỉ số 0-3.","HLV Troussier cho biết: ""U23 Việt Nam đã trải qua 3 trận đấu, từ Iraq, UAE đến Kyrgyzstan.",NEI,Supported,False
61,"Đây là biệt thự bốn tầng tọa lạc tại số 45 đường Barker, với tổng diện tích sàn 437m2, Thời báo Kinh tế Hong Kong đưa tin. Ở khu biệt thự The Peak, giá mỗi foot vuông (1 foot vuông = 0,0929m2) có mức 255.000 HKD, đánh bại mức 140.800 HKD được thiết lập vào năm 2021, khi một căn hộ tại dự án Mount Nicholson được bán.","Đây là biệt thự bốn tầng tọa lạc tại số 45 đường Barker, với tổng diện tích sàn 437m2, Thời báo Kinh tế Hong Kong đưa tin. Ở khu biệt thự The Peak, giá mỗi foot vuông (1 foot vuông = 0,0929m2) có mức 255.000 HKD, đánh bại mức 140.800 HKD được thiết lập vào năm 2021, khi một căn hộ tại dự án Mount Nicholson được bán.",Supported,Refuted,False
65,"Giám đốc Đài Khí tượng thủy văn khu vực Nam Bộ ông Lê Ngọc Quyền năm nay 60 tuổi cho biết đài được thành lập theo Quyết định số 133/TTg ngày 30-3-1993 của Thủ tướng Chính phủ, trên cơ sở sáp nhập 13 đài Khí tượng thủy văn các tỉnh tại Nam Bộ.","ông Lê Ngọc Quyền - Giám đốc Đài Khí tượng thủy văn khu vực Nam Bộ cho biết đài được thành lập theo Quyết định số 133/TTg ngày 30-3-1993 của Thủ tướng Chính phủ, trên cơ sở sáp nhập 13 đài Khí tượng thủy văn các tỉnh tại Nam Bộ.",NEI,Refuted,False
66,"Sau khi chị T. bị nhóm của Phùng làm nhục và rời đi, cô gái ở Bình Thuận mới phát hiện mình bị mất chiếc iPhone 14 Pro Max.",cô gái ở Bình Dương khai có bị mất chiếc iPhone 14 Pro Max Sau khi thực hiện hành vi làm nhục chị T. nhóm của Phùng rời khỏi hiện trường.,Refuted,NEI,False
68,"Trước đây, khi Anh rời khỏi khối EU khiến người dân nước này hoang mang, nên sau khi Anh trở thành thành viên, CPTPP sẽ trở thành thị trường của hơn 500 triệu dân.","Sau khi Anh trở thành thành viên, CPTPP sẽ trở thành thị trường của hơn 500 triệu dân với tổng GDP ước tính hơn 13.600 tỷ USD",NEI,Supported,False
69,"Sau khi tiến hành xác mình, Cơ quan cảnh sát điều tra Công an quận Sơn Trà đã kết luận, xác định vụ việc trên có dấu hiệu của tội phạm.","phường tiến hành xác minh ban đầu Cơ quan cảnh sát điều tra Công an quận Sơn Trà đã kết luận, xác định vụ việc trên không có dấu hiệu của tội phạm,",Refuted,NEI,False
70,"Áp lực thi tuyển sinh, nhiều học sinh ăn uống, ngủ nghỉ không điều độ, căng thẳng quá mức.","Từ đầu năm đến giờ hầu như tối nào em cũng học tới 12 giờ đêm mà vẫn cảm thấy chưa an tâm. em càng cảm thấy áp lực hơn Con áp lực đến trầm cảm, phụ huynh lo rối bời Chị Trần Thanh Thúy - một phụ huynh có con học lớp 9 ở Hà Nội cảm thấy rối bời vì gần đây con có dấu hiệu lo lắng quá mức và trở nên lầm lì. con tỏ ra mệt mỏi, chán nản mỗi khi tôi hỏi chuyện chọn lớp, chọn trường. Mỗi ngày con chỉ ngủ được 4 - 5 tiếng vì lịch học dày đặc. ""Con mệt mỏi lắm rồi, đừng hỏi con nữa, để cho con được yên"". Kể từ hôm đó, cháu trở nên lầm lì, ít nói, không chia sẻ với mẹ bất cứ điều gì.",Supported,Refuted,False
72,"Công trình cầu Nam Lý trên đường Đỗ Xuân Hợp, TP Thủ Đức dài 750 m, trong đó phần cầu dài 450 m, rộng 20 m; còn lại là đường dẫn rộng 30-37 m.","cầu Nam Lý trên đường Đỗ Xuân Hợp, TP Thủ Đức Công trình dài 750 m, trong đó phần cầu dài 450 m, rộng 20 m; còn lại là đường dẫn rộng 30-37 m",Supported,Refuted,False
74,"Giám đốc Sở Y tế Quảng Nam, ông Mai Văn Mười cho biết các bệnh nhân trong vụ ngộ độc do cá chép ủ chua xảy ra trên địa bàn huyện Phước Sơn sức khỏe đã tạm ổn, khả năng tuần tới sẽ xuất viện.","ông Mai Văn Mười, Giám đốc Sở Y tế Quảng Nam cho biết, liên quan đến vụ ngộ độc do cá chép ủ chua xảy ra trên địa bàn huyện Phước Sơn, đến nay sức khỏe các bệnh nhân đã tạm ổn, khả năng tuần tới sẽ xuất viện.",Supported,NEI,False
75,"Tằng Xỉu Phùng và V.M.K đã ly thân theo thông tin của công an, tuy nhiên khi thấy anh K. chở chị T. đi mua đồ, mẹ con bà Xường đã chặn đầu xe, yêu cầu hai người này ra khỏi xe nói chuyện.","Theo tài liệu từ cơ quan công an, Tằng Xỉu Phùng và V.M.K. đã sống ly thân khi thấy anh K. chở chị T. đi mua đồ mẹ con bà Xường chặn đầu ô tô, yêu cầu anh K., chị T. ra khỏi xe nói chuyện.",Supported,Refuted,False
77,Tòa án không có khái niệm “tiền công tư vấn để cầu thủ Barcelona khỏi mắc lỗi” nên iền tư vấn sẽ bị quy thành tiền hối lộ trọng tài.,"Tiền tư vấn sẽ bị quy thành tiền hối lộ trọng tài Chắc chắn với tòa án thì sẽ không có khái niệm “tiền công tư vấn để cầu thủ Barcelona khỏi mắc lỗi” mà đích thị là hối lộ, nhất là số tiền được đổ vào công ty của người có quyền sinh quyền sát trong hội đồng trọng tài.",Supported,NEI,False
78,"CLB Barcelona liên quan vụ án hối lộ trọng tài khiến người hâm mộ hoang mang, Chủ tịch và nhà tài trợ CLB hiện vẫn đang giữ im lặng chờ đợi điều tra.",CLB Barcelona liên quan vụ án hối lộ trọng tài đang rùm beng ở Tây Ban Nha.,NEI,Supported,False
79,"NASA đã công bố bức hình tuyệt đẹp của WR 124 vào ngày 15/3, với hình ảnh ngôi sao này được bao quanh bởi mây khí bụi, là vật chất thoát ra từ ngôi sao già cỗi trong các vụ phóng hỗn loạn và ngẫu nhiên.",Trong bức ảnh tuyệt đẹp được NASA công bố hôm 14/3 Những đám mây khổng lồ này là vật chất thoát ra từ ngôi sao già cỗi trong các vụ phóng hỗn loạn và ngẫu nhiên. WR 124 được bao quanh bởi mây khí bụi,Refuted,Supported,False
80,"Theo thông tin từ Báo Tuổi trẻ Online, vào ngày 20-3, các thủ lĩnh dân quân châu Phi đến từ Cộng hòa Dân chủ Congo, Mali và Uganda đã bị kết án bởi ICC với tội ác chiến tranh và tội ác chống lại loài người. Án phạt từ 9 đến 30 năm tù, bao gồm cả án tù chung thân, đã được đưa ra.","ICC đã kết án 5 đối tượng phạm tội ác chiến tranh và tội ác chống lại loài người, tất cả đều là các thủ lĩnh dân quân châu Phi đến từ Cộng hòa Dân chủ Congo, Mali và Uganda. Những người này nhận án phạt từ 9 đến 30 năm tù. Bản án tối đa là tù chung thân.",NEI,Refuted,False
81,"Việc nghệ sĩ Vũ Linh qua đời vào tối ngày 5/3 khiến nhiều nghệ sĩ cảm thấy bàng hoàng, trên các trang mạng cũng ngập tràng lời tiếc thương.","Trên các trang mạng cũng tràn ngập lời tiếc thương. Thông tin nghệ sĩ Vũ Linh, khiến giới sân khấu bàng hoàng. ra đi lúc trưa 5-3",Refuted,Supported,False
84,"Trong bối cảnh xung đột giữa Nga và Ukraine đang diễn biến căng thẳng, Nga cảnh báo hành vi khiêu khích của các quốc gia EU liên tục gửi viện trợ Ukraine có thể dẫn đến hậu quả thảm khốc.",Quan chức Nga cảnh báo hành vi khiêu khích của phương Tây trong bối cảnh khủng hoảng ở Ukraine có thể dẫn đến hậu quả thảm khốc,NEI,Supported,False
86,Giáo sư Karen Bakker tại Đại học British Columbia (Canada) sinh năm 1970 đã có cuộc trò chuyện với các biên tập viên trang Scientific American cho biết cách các nhà nghiên cứu đang tận dụng công nghệ mới để hiểu được giao tiếp của động vật.,Các biên tập viên trang Scientific American đã có cuộc trò chuyện với giáo sư Karen Bakker tại Đại học British Columbia (Canada) cách các nhà nghiên cứu đang tận dụng công nghệ mới để hiểu được giao tiếp của động vật.,NEI,Supported,False
87,Câu chuyện bị đánh rớt của Wesley Anna được nhiều người tin tưởng nên cô đã đưa ra một số tài liệu thống kê những nơi mình đã ứng tuyển.,"cách đưa ra một số tài liệu thống kê tất cả những nơi cô đã ứng tuyển Không ít người cảm thấy khó tin bị đánh rớt khi xin việc"",",Refuted,Supported,False
88,Các ngân hàng đối thủ của Deutsche Bank đều có giá cổ phiếu tăng.,"Cổ phiếu của ngân hàng Đức Commerzbank, đối thủ của Deutsche Bank, giảm 9% trong khi cổ phiếu của Credit Suisse, Societe Generale và UBS sụt hơn 7%. Cổ phiếu của Barclays và BNP Paribas cũng mất 6% trong phiên cuối tuần.",Refuted,NEI,False
89,"Tiếp tục triển khai các biện pháp phòng chống dịch bệnh COVID-19 theo hướng dẫn của Bộ Y tế như đeo khẩu trang, rửa tay sát khuẩn, không tụ tập đông, đẩy mạnh giám sát để đánh giá nguy cơ và kịp thời ứng phó dịch bệnh trong mọi tình huống.","Tiếp tục triển khai các biện pháp phòng chống dịch bệnh COVID-19 theo hướng dẫn của Bộ Y tế trong các hoạt động lễ hội, đẩy mạnh giám sát để đánh giá nguy cơ và kịp thời ứng phó dịch bệnh trong mọi tình huống.",NEI,Supported,False
90,"Bà Trang nhìn nhận nó có thể làm nhanh và tốt mảng thông tin nhưng không phải để thay thế hoàn toàn nhân viên mà chỉ để giúp họ làm việc hiệu quả hơn khi một số công việc được tự động hóa, công nghệ này hiện đã có thể thay thế được các mối quan hệ giữa chuyên gia và khách hàng.","bà Trang nhìn nhận, công nghệ này hiện chưa thể thay thế được các mối quan hệ giữa chuyên gia và khách hàng Nó có thể làm nhanh và tốt mảng thông tin nhưng không phải để thay thế hoàn toàn nhân viên mà chỉ để giúp họ làm việc hiệu quả hơn khi một số công việc được tự động hóa.",Refuted,NEI,False
93,Biện pháp xác minh bằng giọng nói của người dùng sẽ được TikTok cũng sẽ áp dụng để chánh lộ thông tin và sẽ không thể xác định danh tính người dùng nếu thiếu địa chỉ nhà.,"TikTok cũng sẽ áp dụng biện pháp ""giả danh tính"" dữ liệu cá nhân để tạo ra một lớp bảo vệ thông tin người dùng biện pháp này, sẽ không thể xác định danh tính người dùng nếu thiếu thông tin bổ sung",Refuted,NEI,False
94,Việt Nam được AFD tài trợ 5.000 tỷ phí dự án trong chương trình kêu gọi hỗ trợ.,"Về chương trình kêu gọi hỗ trợ, với Việt Nam, mức tài trợ lên 50% phí dự án, không trùng lặp với hỗ trợ của Cơ quan Phát triển Pháp (AFD)",NEI,Refuted,False
96,"Sở cũng yêu cầu các cơ sở giáo dục phối hợp với lực lượng chức năng tại địa phương đảm bảo trật tự, an toàn cho học sinh, sinh viên tại những khu vực đông đúc gần trường.","Sở cũng yêu cầu các cơ sở giáo dục phối hợp với lực lượng chức năng tại địa phương đảm bảo trật tự, an toàn cho học sinh, sinh viên tại khu vực cổng trường.",Refuted,NEI,False
