claim_id,claim_index,statement,retrieved_evidence,gold_label,predicted_label,is_correct
dev_6264,6264,"Với các mái vòm cao tới 32m, Nhà thờ Đức Bà Paris được xây dựng vào giữa thế kỷ 12 và là tòa nhà cao nhất từng được xây dựng vào thời điểm đó.",Nhà thờ Đức Bà Paris được xây dựng vào giữa thế kỷ 12 và là tòa nhà cao nhất từng được xây dựng vào thời điểm đó với các mái vòm cao tới 32m.,Refuted,Supported,False
dev_3161,3161,"Tỉ phú Jack Ma (Mã Vân) đã về nước sau hơn một năm kín tiếng ở nước ngoài và đã gặp các giáo viên và học sinh tại trường Yungu, một trường tư thục đào tạo từ cấp mẫu giáo đến trung học, hoạt động dưới sự tài trợ của công ty Alibaba trong hôm 27.3.","Hôm nay 27.3, ông Jack Ma đã gặp các giáo viên và học sinh tại trường Yungu, một trường tư thục đào tạo từ cấp mẫu giáo đến trung học, hoạt động dưới sự tài trợ của công ty Alibaba.",Supported,NEI,False
dev_154,154,"Bộ Chính trị khẳng định nhiệm vụ chiến lược, thường xuyên của Đảng, Nhà nước là tiếp tục đổi mới và phát huy chính sách xã hội, đồng thời, Bộ yêu cầu xây dựng và thực hiện chính sách xã hội phải đặt trong tổng thể quản lý phát triển xã hội bền vững.","Bộ Chính trị khẳng định việc tiếp tục đổi mới, phát huy hiệu quả chính sách xã hội là nhiệm vụ chiến lược, thường xuyên của Đảng, Nhà nước nhằm thực hiện tăng trưởng kinh tế đi đôi với thực hiện tiến bộ và công bằng xã hội.",Supported,NEI,False
dev_964,964,"Có 41 học sinh được đưa đến khám tại một số bệnh viện, còn lại được cho về nhà nghỉ ngơi.","Trong đó, 41 học sinh đã được đưa đến khám tại một số bệnh viện.",Refuted,NEI,False
dev_78,78,Hàng xóm tử vong do đạp trúng dây điện bẫy chuột của ông Long.,"(Dân trí) - Khi đi thu dây điện giăng trước đó để bẫy chuột, ông Long phát hiện hàng xóm bị điện giật tử vong.",NEI,Supported,False
dev_4284,4284,"Trưởng ban Văn hóa - Xã hội HĐND TP.HCM bà Nguyễn Thị Thu Hằng cho rằng Thông tư 55 không cấm việc thu quỹ Ban đại diện CMHS, nếu nhà trường vì áp lực không tổ chức thu quỹ cũng như triển khai việc kêu gọi tài trợ sẽ gây thiệt thòi cho HS cũng như giáo viên của trường.","Ông Cao Thanh Bình, Trưởng ban Văn hóa - Xã hội HĐND TP.HCM, cho rằng Thông tư 55 không cấm việc thu quỹ Ban đại diện CMHS, tuy nhiên vấn đề cần phải hiểu để thực hiện cho đúng.",Refuted,NEI,False
dev_1247,1247,Biểu hiện bệnh sẽ rõ ở lúc đầu nên cần được phát hiện sớm để tránh nguy cơ biến chứng đột quỵ hay liệt vận động.,"Nguy hiểm hơn có thể gây đột quỵ, liệt vận động.",Refuted,NEI,False
dev_6477,6477,"Một số cầu thủ muốn về quê nhưng không có đủ tiền vì họ chưa được ký hợp đồng và chưa nhận được tiền lương, ăn tập thì phải tự túc.",Một số cầu thủ cho biết muốn được về quê nhưng không còn tiền để về.,Supported,NEI,False
dev_6580,6580,"Cơ sở Cải huấn Pendleton là nhà tù an ninh tối đa, nơi giam giữ những nam thanh niên phạm tội giết người, cướp của và hiếp dâm.","Cơ sở này giam giữ những nam thanh niên phạm tội giết người, cướp của, hiếp dâm.",Supported,NEI,False
dev_1641,1641,Cơ quan chức năng phát hiện có hơn 10 sạp lớn nhỏ đã được xây dựng kiên cố trên diện tích đất rừng bà Lệ được giao và ông Bình có tổng 14 sạp lớn nhỏ.,"Quá trình kiểm tra, cơ quan chức năng phát hiện có hơn 10 sạp lớn nhỏ bằng trụ sắt bê tông, cùng nhà ở, nhà bếp, nhà kho, nhà vệ sinh, cầu bê tông…",Supported,NEI,False
dev_7157,7157,"Trường tiểu học Kim Giang tổ chức cho học sinh khối lớp 1 và lớp 2 đi tham quan tại trang trại Cánh Buồm Xanh tại huyện Gia Lâm, đến tối cùng ngày, đã có 41 cháu phải nhập viện vì có biểu hiện đau bụng, buồn nôn.","Tối 28/3, UBND Quận Thanh Xuân thông tin sự việc, hôm nay Trường tiểu học Kim Giang tổ chức cho học sinh khối lớp 1 và lớp 2 đi tham quan tại trang trại Cánh Buồm Xanh tại huyện Gia Lâm.",Supported,NEI,False
dev_1492,1492,Cả Nga và Ukraine đều chấp nhận cho Liên hợp quốc đến giám sát khu vực nhà máy hạt nhân Zaporizhzhia.,Người đứng đầu cơ quan giám sát hạt nhân của Liên hợp quốc đã có chuyến thăm thứ hai tới nhà máy hạt nhân Zaporizhzhia giữa lúc xung đột leo thang xung quanh khu vực này.,Supported,Refuted,False
dev_5290,5290,"Năm 2023, một nam sinh tại trường Công nghiệp - Thương mại và Du lịch Hạ Môn đã phải đối mặt với yêu cầu chứng minh mái tóc của mình có màu vàng tự nhiên. Sau khi thực hiện việc đến bệnh viện Osaka để chứng minh, nam sinh này đã bị từ chối do thiếu thiết bị cần thiết. Tuy nhiên, anh đã nhận được sự hỗ trợ từ Hiệp hội Mỹ phẩm và Sắc đẹp địa phương, nhận chứng chỉ xác nhận rằng mái tóc của anh không được uốn. Đáng chú ý, đại diện trường đã đứng ra xin lỗi và đưa ra quyết định cho phép các học sinh tự do chọn kiểu tóc của mình.","Sau khi bị bệnh viện từ chối vì thiếu thiết bị, em được Hiệp hội Mỹ phẩm và Sắc đẹp địa phương chứng nhận không uốn tóc.",Refuted,NEI,False
dev_5344,5344,Lưng voi không có cấu tạo phù hợp với việc chở nặng vì xương sống của chúng mở lên trên.,"Lưng voi không có cấu tạo phù hợp để chở nặng, theo Tom Taylor, giám đốc dự án tại WFFT.",Supported,NEI,False
dev_1824,1824,"Cuộc họp đầu tiên để xúc tiến việc chuẩn bị hồ sơ đăng cai World Cup 2034 được tổ chức ngày 22/3, do ông Niwat Limsuknirun chủ trì.","TPO - Các quan chức thể thao ASEAN, đại diện Liên đoàn Bóng đá ASEAN và các Liên đoàn Bóng đá các nước Đông Nam Á đã tổ chức cuộc họp đầu tiên để xúc tiến việc chuẩn bị hồ sơ đăng cai World Cup 2034.",Supported,NEI,False
dev_1593,1593,World Cup 2022 là mùa World Cup thành công của Messi nhưng lại là thất bại của Ronaldo.,"Tại World Cup 2022, Messi vẫn là cầu thủ không thể thiếu của Argentina góp phần lớn trong chiếc cúp vô địch lần thứ ba của Argentina.",Supported,Refuted,False
dev_285,285,"So với năm 2021, Năm 2022, doanh thu toàn ngành TT-TT tăng 12,7%, ước đạt 3.893.595 tỉ đồng.","Năm 2022, doanh thu toàn ngành TT-TT ước đạt 3.893.595 tỉ đồng, tăng 12,7% so với năm 2021.",Refuted,Supported,False
dev_4210,4210,Shakira đã tạm dừng kế hoạch chuyển đến Hoa Kỳ do vấn đề sức khỏe của cha mẹ cô.,Việc cha mẹ gặp vấn đề sức khỏe cũng là lý do gây tác động tới kế hoạch rời khỏi Tây Ban Nha mà Shakira đang ấp ủ.,Supported,Refuted,False
dev_3900,3900,"Thông qua Cổng Thông tin điện tử Chính phủ, Chủ tịch nước và thanh niên cùng thảo luận các vấn đề tại Hội nghị với chủ đề ""Xây dựng nguồn nhân lực trẻ chất lượng cao đáp ứng kỷ nguyên 4.0"".","(Chinhphu.vn) - Sáng 22/3 tại Hà Nội, Thủ tướng Chính phủ Phạm Minh Chính dự và chủ trì Hội nghị đối thoại với thanh niên năm 2023 với chủ đề ""Xây dựng nguồn nhân lực trẻ chất lượng cao đáp ứng kỷ nguyên 4.0"".",Refuted,Supported,False
dev_2895,2895,"Đồng chí Thượng tá Phan Thắng tuy có ít nỗ lực, cống hiến và tham mưu, nhưng vẫn lăn lộn bám sát cơ sở, bộ đội, tâm huyết, trách nhiệm với đơn vị, kịp thời xử lý có hiệu quả các tình huống phát sinh, giúp nhân dân phòng, chống và khắc phục các hậu quả thiên tai, dịch bệnh.","Đồng chí luôn lăn lộn bám sát cơ sở, bộ đội, tâm huyết, trách nhiệm với đơn vị; xử trí kịp thời, hiệu quả các tình huống phát sinh; lăn xả giúp nhân dân phòng, chống, khắc phục hậu quả thiên tai, dịch bệnh. Tiêu biểu như những lần sơ tán dân tránh lũ; tham gia cứu hộ, cứu nạn sự cố sạt lở đất ở nhà máy thủy điện Rào Trăng 3; phòng, chống dịch COVID-19.",Refuted,NEI,False
dev_7363,7363,"Việt Nam luôn theo dõi các hoạt động trên Biển Đông, đề phòng có sự xâm phạm trái phép của các quốc gia khác.","“Các cơ quan chức năng Việt Nam luôn theo sát những diễn biến trên Biển Đông, kiên quyết, kiên trì thực hiện các biện pháp quản lý và thực thi pháp luật trên biển phù hợp với luật pháp quốc tế, đặc biệt là Công ước của Liên Hợp Quốc về Luật Biển năm 1982 và pháp luật Việt Nam để bảo vệ các quyền hợp pháp của mình”, Phó Phát ngôn viên Phạm Thu Hằng tuyên bố như vậy để trả lời câu hỏi của báo chí về diễn biến này.",NEI,Supported,False
dev_2819,2819,"Nếu dữ liệu đúng, phụ huynh có thời gian 10 ngày thao tác thử, trong giai đoạn thứ hai là giai đoạn chính thức từ ngày 21/5 đến ngày 31/5, Sở Giáo dục và Đào tạo sẽ tập huấn cho từng trường và trường sẽ hướng dẫn cho phụ huynh và có những bảng hướng dẫn bằng hình ảnh chi tiết nội dung để phụ huynh có thể thực hiện được thao tác đăng nhập vào phần mềm tuyển sinh một cách dễ dàng.","Trong thời gian này, Sở Giáo dục và Đào tạo sẽ tập huấn cho từng trường và trường sẽ hướng dẫn cho phụ huynh và có những bảng hướng dẫn bằng hình ảnh chi tiết nội dung để phụ huynh có thể thực hiện được thao tác đăng nhập vào phần mềm tuyển sinh một cách dễ dàng.",Refuted,NEI,False
dev_2834,2834,"Cô Lê Hạnh 1 năm trước vẫn còn rất lo lắng khi mắc bệnh tiểu đường kèm mỡ máu xấu, nhưng cô đã tìm lại được cuộc sống yên bình nhờ có sản phẩm được tin dùng số 1 Việt Nam.",Nhưng với “Sản phẩm được tin dùng số 1 Việt Nam trong dòng thảo dược chiết xuất từ dây thìa canh sạch chuẩn quốc tế GACP - WHO cho người tiểu đường” cô đã tìm lại cuộc sống yên bình….,Refuted,NEI,False
dev_2074,2074,"Ủy ban Tài chính, Ngân sách Quốc hội tổ chức hội thảo lấy ý kiến về chính sách tài chính đất đai và giá đất trong dự thảo Luật Đất đai sửa đổi vào ngày hôm qua 23/3, tại hội thảo đã liệt kê các khoản thu tài chính từ đất đai.","(PLO)- Đại diện Cục Quản lý Công sản - Bộ Tài chính cho rằng cần rà soát để quy định đầy đủ các khoản thu tài chính về đất đai và chỉnh sửa tên của từng khoản thu cho phù hợp. Hôm nay (23-3), Ủy ban Tài chính, Ngân sách Quốc hội tổ chức hội thảo lấy ý kiến về chính sách tài chính đất đai và giá đất trong dự thảo Luật Đất đai sửa đổi.",Refuted,Supported,False
dev_2423,2423,Đội tuyển U20 Việt Nam đã có một khởi đầu rất tốt ở giải đấu này nhưng đáng tiếc là không thể vượt qua vòng loại khi phải đối đầu với đội bóng qua 7 lần tham dự đã từng giành 1 chức Á quân.,"(Chinhphu.vn) - Vào 17h chiều nay (1/3, giờ Việt Nam), ĐT U20 Việt Nam bước vào cuộc so tài đầu tiên tại vòng bảng Cúp Bóng đá U20 châu Á, gặp U20 Australia, đội bóng qua 7 lần tham dự đã từng giành 1 chức Á quân, 2 lần vào bán kết và 2 lần vào tứ kết.",NEI,Refuted,False
dev_6710,6710,"Các bạn trẻ và người dân cùng nhau thực hiện màn đồng diễn xếp chữ ""60 Hue"" bằng ánh đèn Flash lung linh tại phố đi bộ Nguyễn Huệ thu hút sự chú ý của những người đi đường.","Sau hiệu lệnh, tất cả đèn điện trong khu vực Bia Quốc Học và nhiều nơi tại TP.Huế được tắt, các bạn trẻ và người dân cùng nhau thực hiện màn đồng diễn xếp chữ ""60 Hue"" bằng ánh đèn Flash lung linh, thu hút sự chú ý của những người đi đường.",NEI,Refuted,False
dev_6734,6734,Không rõ dịch vụ Chuyển vùng toàn cầu sẽ hoạt động tốt như thế nào do Starlink vẫn đang mở rộng mạng vệ tinh của mình.,"Trong email, SpaceX đề cập về việc kết nối internet khi chuyển vùng đôi lúc hoạt động kém hoặc mất tín hiệu do họ vẫn đang mở rộng mạng lưới vệ tinh. Ngoài ra, cũng tùy thị trường mà người dùng có thể phải trả thêm thuế, phí nhập khẩu thiết bị Starlink Kit.",NEI,Refuted,False
dev_3432,3432,"Quảng Trị từ lâu đã được biết đến là mảnh đất của sự kết nối, là cửa ngõ hướng ra biển Đông của 3 nước Đông Dương qua cảng Cửa Việt, cảng Mỹ Thủy.","Quảng Trị cũng là cửa ngõ hướng ra biển Đông của 3 nước Đông Dương qua cảng Cửa Việt, cảng Mỹ Thủy.",Supported,NEI,False
dev_1453,1453,"Cách thủ đô La Habana 100 km về phía Đông, lễ an táng được tổ chức cùng ngày theo nghi thức gia đình tại nghĩa trang San Carlos de Matanzas do Đại tướng Raúl Castro và Chủ tịch Cuba Miguel Díaz-Canel dẫn đầu đội danh dự tang lễ.","Lễ an táng được tổ chức cùng ngày theo nghi thức gia đình tại nghĩa trang San Carlos de Matanzas, cách thủ đô La Habana 100 km về phía Đông. Trước đó, Cuba đã tuyên bố quốc tang và treo cờ rủ trong hai ngày 18 và 19/8 để tri ân những người đã ngã xuống khi làm nhiệm vụ trong thảm họa nói trên.",Supported,NEI,False
dev_7412,7412,Giám đốc Amway Việt Nam nhận giải thưởng doanh nghiệp có vốn đầu tư nước ngoài (FDI) tiên phong trong lĩnh vực chuyển đổi số tại Việt Nam từ Ban tổ chức.,(Chinhphu.vn) - Amway Việt Nam – thương hiệu toàn cầu về sức khỏe và sắc đẹp vinh dự được vinh danh là doanh nghiệp có vốn đầu tư nước ngoài (FDI) tiên phong trong lĩnh vực chuyển đổi số tại Việt Nam tại lễ trao giải thưởng Rồng Vàng 2023.,Refuted,Supported,False
dev_2347,2347,BTC đã lên tiếng việc hủy đêm nhạc của Hiền Hồ và Trịnh Thăng Bình do cả hai dính scandal.,"(Dân trí) - Đơn vị tổ chức mới đây đã lên tiếng việc hủy đêm nhạc của Hiền Hồ và Trịnh Thăng Bình. Sự kiện dự kiến diễn ra ngày 22/4 tại Quảng Ninh. Sáng 30/3, chia sẻ với Dân trí, phía BTC đêm nhạc của Hiền Hồ và Trịnh Thăng Bình xác nhận thông báo hủy diễn đêm nhạc ngày 22/4.",NEI,Supported,False
dev_7488,7488,Đến năm 2025 một số quận cũng chưa thể đạt chỉ tiêu do tính chất ưu tiên của nguồn vốn cần tập trung để làm việc khác.,Một số địa bàn do tính chất ưu tiên của nguồn vốn chưa tập trung đầu tư cho các dự án trường học.,Supported,NEI,False
dev_5784,5784,"Nhờ vào sự nỗ lực duy trì các hoạt động, củng cố tình cảm giữa các cán bộ nên Ban Liên Lạc đã được Chủ tịch nước khen thưởng.","Chủ tịch nước đánh giá cao Ban Liên lạc thời gian qua đã nỗ lực duy trì nhiều hoạt động có ý nghĩa, giúp thêm gắn kết tình cảm giữa các cựu cán bộ Đoàn để cùng sống vui, sống khỏe, sống có ích. Đặc biệt, các hoạt động đó đã góp phần bồi dưỡng, giáo dục truyền thống cách mạng, truyền cảm hứng về tinh thần dấn thân cho thế hệ trẻ cả nước.",NEI,Refuted,False
dev_7235,7235,"Phúc Long tiếp cận khách hàng thông qua nhiều kênh bán hàng trực tuyến và chiếm 35% tổng doanh thu, trong đó cao nhất là thông qua Grabfood.","Trong cấu trúc doanh thu Phúc Long, doanh thu từ trà chiếm hơn 70% nhờ thương hiệu được yêu thích. Phúc Long cũng cho biết đã có những bước tiến trong việc tiếp cận khách hàng thông qua nhiều kênh, bao gồm dịch vụ giao hàng và tiêu dùng tại cửa hàng.",NEI,Refuted,False
dev_5377,5377,Ông Patrushev phát biểu tại cuộc họp của Tổ chức Hợp tác Thượng Hải (SCO) cho biết Moscow cam kết ngăn chặn chiến tranh hạt nhân cũng như sự đối đầu giữa các cường quốc hạt nhân.,"""Nga nhận thấy sự cần thiết của việc phải ngăn chặn bất kỳ cuộc đối đầu quân sự nào giữa các quốc gia sở hữu vũ khí hạt nhân"", ông Patrushev phát biểu tại cuộc họp của Tổ chức Hợp tác Thượng Hải (SCO) ở New Delhi, Ấn Độ.",Supported,Refuted,False
dev_2197,2197,"Khi trở thành cầu thủ đầu tiên ghi được 100 bàn thắng tại các trận đấu quốc tế, Cristiano Ronaldo nói rằng kỷ lục là động lực của anh.","Đó cũng là bàn thắng thứ 120 kỷ lục của Ronaldo trong màu áo đội tuyển Bồ Đào Nha, giúp anh trở thành cầu thủ đầu tiên ghi được 100 bàn thắng tại các trận đấu quốc tế.",Supported,NEI,False
dev_362,362,Một cụ bà ở Cà Mau vừa được cắt bỏ bướu thận thành công.,"(Dân trí) - Một bệnh nhân bị bướu thận phải nguy hiểm vừa được bác sĩ của một bệnh viện ở tỉnh Bạc Liêu cắt bỏ thành công. Trước đó, bà h.T.Đ.",Supported,Refuted,False
dev_228,228,"Gen Z tại Việt Nam đang hướng đến lối sống lành mạnh, bao gồm các biện pháp tự nhiên như Trà Dr Thanh, để vượt qua những thách thức của cuộc sống hiện đại và luôn sảng khoái về thể chất cũng như tinh thần.",Đây chính là tinh thần “gét gô” của gen Z như tụi em.,Supported,NEI,False
dev_1969,1969,"Trước khi để trẻ nhỏ sử dụng công nghệ mới, một nguyên tắc tốt là bố mẹ dành thời gian cùng con cái làm quen với nó và sẽ rất tuyệt khi mỗi ngày, cha mẹ và con cái đều dành thời gian để kết nối với nhau.","Trước khi để trẻ nhỏ sử dụng công nghệ mới, một nguyên tắc tốt là bố mẹ dành thời gian cùng con cái làm quen với nó.",Supported,NEI,False
dev_3207,3207,"HLV thủ môn U23 Việt Nam, Ngô Việt Trung phải liên tục nhắc nhở thủ môn Huy Hoàng bình tĩnh và hô hào chỉ huy hàng thủ vì anh có đôi chút hồi hộp ở đầu trận đầu.","HLV thủ môn U23 Việt Nam, Ngô Việt Trung đã liên tục nhắc nhở Huy Hoàng phải bình tĩnh và hô hào chỉ huy hàng thủ.",Supported,NEI,False
dev_3224,3224,"Ma nhai tại Danh thắng Ngũ Hành Sơn có hệ thống gồm nhiều văn bản bằng chữ Hán và chữ Nôm được khắc trên đá với nội dung phong phú, đa dạng, cùng nhiều thể loại văn học từ đầu thế kỉ XVII đến thế kỉ XX.","Ma nhai tại Danh thắng Ngũ Hành Sơn là một hệ thống gồm 78 văn bản bằng chữ Hán và chữ Nôm (Hán Nôm) được khắc trên vách đá và hang động của Danh thắng Ngũ Hành Sơn, với nội dung đa dạng, hình thức độc đáo, cùng nhiều thể loại văn học của các vị vua, quan triều Nguyễn, cao tăng, trí thức, có niên đại trải dài từ nửa đầu thế kỷ XVII đến thế kỷ XX.",Supported,Refuted,False
dev_6204,6204,"Thiết bị hồng ngoại trung bình của James Webb đã đo sự thay đổi độ sáng khi hành tinh Trappist-1b di chuyển phía sau ngôi sao của nó, cho thấy nhiều nhận định khoa học đột phá.","Thiết bị hồng ngoại trung bình (MIRI) của James Webb đã đo sự thay đổi độ sáng khi hành tinh Trappist-1b di chuyển phía sau ngôi sao của nó, trong một hiện tượng được giới khoa học gọi là nhật thực thứ cấp. Nhà vật lý thiên văn Elsa Ducrot - một trong những tác giả của nghiên cứu trên - cho biết: ""Ngay trước khi bị che khuất phía sau ngôi sao, hành tinh này phát ra nhiều ánh sáng nhất, vì nó hầu như chỉ thể hiện mặt 'ban ngày' của nó"".",NEI,Supported,False
dev_1221,1221,"Vụ hỏa hoạn trên xảy ra khi Mexico và Mỹ đang đối mặt với tình trạng nhập cư mất kiểm soát, đồng thời đây được cho là vụ hỏa hoạn khiến nhiều người bị thương nhất Mexico trong nhiều năm gần đây.","Đây là một trong những vụ hỏa hoạn có nhiều người chết nhất ở Mexico trong nhiều năm qua, xảy ra giữa lúc nước này và Mỹ đang đối mặt tình trạng vượt biên với mức độ kỷ lục ở biên giới chung giữa hai nước.",Refuted,Supported,False
dev_6087,6087,"Apple cũng thực hiện nâng cấp quan trọng là chuyển cảm biến tiệm cận, vốn được đặt phía dưới Dynamic Island trên iPhone 13 Pro và 13 Pro Max, vào bên trong nó, giúp Apple giảm chi phí sản xuất.","Apple cũng thực hiện nâng cấp quan trọng là chuyển cảm biến tiệm cận, vốn được đặt phía dưới Dynamic Island trên iPhone 14 Pro và 14 Pro Max, vào bên trong nó.",Refuted,NEI,False
dev_5734,5734,"Tối ngày 28/3 tại TP. HCM, tại khu đô thị ở huyện Gia Lâm có chiếc Huyndai i10 dừng đỗ không đúng quy định tại khu vực nội bộ, dù được nhân viên bảo vệ nhắc nhở nhưng nam tài xế không chịu chấp hành.","Trước đó, khoảng 18h cùng ngày, chiếc Hyundai i10 dừng đỗ không đúng quy định tại khu vực nội bộ, thuộc một khu đô thị ở xã Đa Tốn, huyện Gia Lâm.",Refuted,NEI,False
dev_170,170,"Việc phân bổ 11.400 máy tính bảng đến tay học sinh có hoàn cảnh khó khăn, hộ nghèo, học sinh có cha mẹ và người thân mất vì COVID-19 có tổng giá trị lên đến 70 tỷ đồng.","Việc phân bổ máy thực hiện theo đúng tinh thần chỉ đạo của Thủ tướng Chính phủ là trao đến tay học sinh có hoàn cảnh khó khăn, hộ nghèo, học sinh có cha mẹ và người thân mất vì COVID-19.",Refuted,NEI,False
dev_3743,3743,"Giáo viên của một trường thuộc khu vực Hà Nội nêu ý kiến về việc giữ nguyên độ tuổi nghỉ hưu của giáo viên như trước đây (tức 60 với nam, 55 với nữ.","Là một giáo viên bước vào tuổi 60, tôi hoàn toàn đồng ý với việc đoàn đại biểu Quốc hội Hà Nội đề nghị sửa đổi luật, giữ nguyên độ tuổi nghỉ hưu của giáo viên như trước đây (tức 60 với nam, 55 với nữ).",NEI,Supported,False
dev_6762,6762,"Trong buổi nói chuyện ngày 28.3 tại TP.HCM, bà Nguyễn Chi Lan đã chia sẻ những điều cha mẹ cần làm để giúp thế hệ Alpha không bị máy móc và công nghệ thay thế.","Những vấn đề về ""con người công nghệ"" được chia sẻ trong buổi nói chuyện với chủ đề ""Gen Z chưa qua Gen Alpha đã tới"" do VNPR, UAN phối hợp tổ chức vào sáng 28.3 tại TP.HCM.",Supported,Refuted,False
