claim_id,claim_index,statement,retrieved_evidence,gold_label,predicted_label,is_correct,error_type,failure_reason
dev_78,78,Hàng xóm tử vong do đạp trúng dây điện bẫy chuột của ông Long.,"(Dân trí) - Khi đi thu dây điện giăng trước đó để bẫy chuột, ông Long phát hiện hàng xóm bị điện giật tử vong.",NEI,Supported,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_5784,5784,"Nhờ vào sự nỗ lực duy trì các hoạt động, củng cố tình cảm giữa các cán bộ nên Ban Liên Lạc đã được Chủ tịch nước khen thưởng.","Chủ tịch nước đánh giá cao Ban Liên lạc thời gian qua đã nỗ lực duy trì nhiều hoạt động có ý nghĩa, giúp thêm gắn kết tình cảm giữa các cựu cán bộ Đoàn để cùng sống vui, sống khỏe, sống có ích. Đặc biệt, các hoạt động đó đã góp phần bồi dưỡng, giáo dục truyền thống cách mạng, truyền cảm hứng về tinh thần dấn thân cho thế hệ trẻ cả nước.",NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_2549,2549,"Kết quả xử lý, bằn chứng và lời khai của các đối tượng sẽ công khai trên website của cục An toàn thực phẩm.","Theo đó, tại đường link: https://nhathuocduclan.vn/la-han-qua-tana-khong-duong-hop-24-vien; https://nhathuocduclan.vn/la-han-qua-tana-hop-24-vien-ngam, quảng cáo thực phẩm bảo vệ sức khỏe Viên ngậm ho La Hán Quả Tana và thực phẩm bảo vệ sức khỏe Viên ngậm ho La Hán Quả Tana - không đường, nội dung quảng cáo không phù hợp với Giấy xác nhận nội dung quảng cáo đã được cấp. Sản phẩm vi phạm quy định của pháp luật về quảng cáo Cục An toàn thực phẩm đang phối hợp với các cơ quan chức năng xác minh, xử lý theo quy định hiện hành. Kết quả xử lý sẽ công khai trên website của cục tại địa chỉ: https://vfa.gov.vn/ và cổng công khai y tế tại địa chỉ https://congkhaiyte.moh.gov.vn/.",NEI,Supported,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_5539,5539,"Trận mở màn chiến dịch vòng loại Euro 2024 rạng sáng 24-3, Tuyển Ý và tuyển Anh sẽ cạnh tranh vị trí tốt nhất bảng trong lần đầu tiên.","Từng đánh bại tuyển Anh ở loạt đá luân lưu trận chung kết 2 năm trước, tuyển Ý quyết giành trọn 3 điểm khi đôi bên tái ngộ ở lượt trận mở màn chiến dịch vòng loại Euro 2024 rạng sáng 24-3 Được xếp chung bảng C cùng với Malta, Bắc Macedonia và Ukraine, không khó để ghi nhận 2 ""đại gia"" Ý và Anh có nhiều cơ hội vượt qua vòng loại, xét về phương diện tương quan lực lượng bảng đấu cùng với bề dày thành tích của cả 2 ở đấu trường châu lục.",NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_2058,2058,Công ty MBP ở Canada đã mất 6 tháng để đúc được khuôn.,"Sau phát hiện ở Argentina, các chuyên gia về khủng long đã quét 3D từng mảnh xương riêng lẻ để tạo ra các bản sao làm từ nhựa polyester và sợi thủy tinh, chúng được gắn trên một cấu trúc thép. Một công ty ở Canada đã mất hơn 6 tháng để thực hiện công việc đúc khuôn khổng lồ, dựa trên số lượng xương hóa thạch được khai quật.",NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6947,6947,"Theo Báo Tuổi trẻ Online , cơ quan CSĐT đã tiến hành khám xét nơi ở của ông Bắc ở số 45 đường Lê Thị Pha, phường 1, Thành phố Bảo Lộc, đồng thời công bố các quyết định khởi tố.","Cùng với việc công bố các quyết định khởi tố, cơ quan CSĐT cũng đã khám xét nơi ở của ông Bắc ở số 45 đường Lê Thị Pha, phường 1, Thành phố Bảo Lộc.",NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6359,6359,"Ban Chỉ đạo quốc gia và Ban Chỉ đạo liên ngành hội nhập quốc tế có nhiệm vụ giúp Chỉnh phủ, Thủ tướng Chính phủ chỉ đạo triển khai các chủ trương, chính sách lớn về hội nhập quốc tế.","Bên cạnh đó, Ban Chỉ đạo có nhiệm vụ giúp Chính phủ, Thủ tướng Chính phủ chỉ đạo các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ, UBND các tỉnh, thành phố trực thuộc Trung ương, triển khai các chủ trương, chính sách lớn về hội nhập quốc tế; giải quyết những vấn đề quan trọng, liên ngành liên quan đến hội nhập quốc tế; đồng thời giúp Chính phủ, Thủ tướng Chính phủ phối hợp, đôn đốc các bộ, cơ quan ngang Bộ, cơ quan thuộc Chính phủ, UBND các tỉnh, thành phố trực thuộc Trung ương, trong việc triển khai đồng bộ các chủ trương chính sách về hội nhập quốc tế.",NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5358,5358,Dự thảo bổ sung quy định ngân hàng có thể mua trái phiếu và cổ phiếu doanh nghiệp khi hệ số nợ/vốn của chủ sỡ hữu không vượt quá 5 lần dựa trên báo cáo tài chính gần nhất đã được kiểm toán.,"Cụ thể, dự thảo bổ sung quy định ngân hàng chỉ có thể mua trái phiếu doanh nghiệp khi hệ số nợ/vốn chủ sở hữu (bao gồm cả khối lượng trái phiếu doanh nghiệp dự kiến phát hành) không vượt quá 5 lần dựa trên báo cáo tài chính gần nhất đã được kiểm toán.",NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6204,6204,"Thiết bị hồng ngoại trung bình của James Webb đã đo sự thay đổi độ sáng khi hành tinh Trappist-1b di chuyển phía sau ngôi sao của nó, cho thấy nhiều nhận định khoa học đột phá.","Thiết bị hồng ngoại trung bình (MIRI) của James Webb đã đo sự thay đổi độ sáng khi hành tinh Trappist-1b di chuyển phía sau ngôi sao của nó, trong một hiện tượng được giới khoa học gọi là nhật thực thứ cấp. Nhà vật lý thiên văn Elsa Ducrot - một trong những tác giả của nghiên cứu trên - cho biết: ""Ngay trước khi bị che khuất phía sau ngôi sao, hành tinh này phát ra nhiều ánh sáng nhất, vì nó hầu như chỉ thể hiện mặt 'ban ngày' của nó"".",NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_2252,2252,Đề án sẽ nâng cao trình độ sản xuất lúa cũng như gia tăng giá trị lúa gạo.,(Chinhphu.vn) - Phát triển bền vững 1 triệu ha lúa chuyên canh chất lượng cao gắn với tăng trưởng xanh vùng Đồng bằng sông Cửu Long sẽ nâng cao trình độ sản xuất lúa cũng như gia tăng giá trị lúa gạo.,NEI,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_3857,3857,"Tháng 10/2020, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, đề cập đến tình trạng áp lực về thời gian học quá nhiều và tác động tiêu cực đến sức khỏe của mình. Sau khi tiếp nhận đơn từ nữ sinh, cơ quan này đã khuyến nghị các trường cần thay đổi chính sách về giờ học của học sinh, nhằm giảm bớt áp lực và đảm bảo sự cân bằng giữa học tập và sức khỏe.","Tháng 10/2022, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, cho rằng các quy định liên quan đến tóc mà trường đặt ra vi phạm quyền tự do của em.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_4284,4284,"Trưởng ban Văn hóa - Xã hội HĐND TP.HCM bà Nguyễn Thị Thu Hằng cho rằng Thông tư 55 không cấm việc thu quỹ Ban đại diện CMHS, nếu nhà trường vì áp lực không tổ chức thu quỹ cũng như triển khai việc kêu gọi tài trợ sẽ gây thiệt thòi cho HS cũng như giáo viên của trường.","Ông Cao Thanh Bình, Trưởng ban Văn hóa - Xã hội HĐND TP.HCM, cho rằng Thông tư 55 không cấm việc thu quỹ Ban đại diện CMHS, tuy nhiên vấn đề cần phải hiểu để thực hiện cho đúng.",Refuted,NEI,False,Phủ định / Đảo ngữ,Bằng chứng chứa quan hệ phủ định nhưng câu đơn lẻ làm mất hướng khẳng định.
dev_427,427,Ông Tim Noakesmith nói việc chọn thịt voi ma mút lông xoắn vì đây là biểu tượng của sự tuyệt chủng của các loài động vật trong bối cảnh thế giới đang ngày càng ô nhiễm trầm trọng.,"Ông Tim Noakesmith, nhà đồng sáng lập Vow, giải thích công ty của ông chọn thịt voi ma mút lông xoắn vì đây là biểu tượng của sự tổn thất về đa dạng sinh thái và biến đổi khí hậu.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6298,6298,Thời gian bà Nguyễn Phương Hằng bị tạm giam đã tròn 1 tháng trong khi 2 đến 7 năm là khung hình phạt bà có thể nhận được và bà sẽ được bảo lĩnh nếu đủ thời gian tạm giam.,"""Theo tôi, thời gian bà Nguyễn Phương Hằng bị tạm giam đến nay cũng đã tròn 1 năm, trong khi tội danh mà bà phải đối mặt với khung hình phạt từ 2 năm đến 7 năm tù.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_4203,4203,Đề án đặt mục tiêu đến năm 2020 hoàn thành xử lý toàn bộ hồ sơ tồn đọng trên địa bàn tỉnh Thanh Hóa.,"Tỉnh Thanh Hóa cần khoảng 300 tỷ đồng để hoàn thành xử lý 29.000 m tài liệu tồn đọng từ 1945 đến 2020, theo dự thảo đề án đang được xem xét.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5187,5187,"Ông Nguyễn Hồng Sơn, Đại biện lâm thời Đại sứ quán Việt Nam tại Nhật Bản đánh giá việc ra đời Liên hiệp Hội có ý nghĩa hết sức to lớn góp phần giữ vai trò kết nối các hội, tổ chức của người Việt Nam tại Nhật Bản; đoàn kết, tập hợp, tổ chức cộng đồng tham gia các hoạt động chung trên tất cả các lĩnh vực cuộc sống xã hội.","Liên hiệp Hội người Việt Nam tại Nhật Bản sẽ giữ vai trò kết nối các hội, tổ chức của người Việt Nam tại Nhật Bản; đoàn kết, tập hợp, tổ chức cộng đồng tham gia các hoạt động chung trên tất cả các lĩnh vực cuộc sống xã hội.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1448,1448,"Trong tháng 5/2023 tại Indonesia, nước Chủ tịch ASEAN, Hội nghị Cấp cao ASEAN lần thứ 42 và các Hội nghị Bộ trưởng Ngoại giao sẽ được diễn ra sau cuộc họp lần thứ 15 Nhóm công tác Hội đồng Điều phối ASEAN.","Các quan chức cấp cao ASEAN dự hội nghị - Ảnh: BNG Các hội nghị này là bước chuẩn bị cho Hội nghị Cấp cao ASEAN lần thứ 42 và các Hội nghị Bộ trưởng Ngoại giao diễn ra trong tháng 5/2023 tại Indonesia, nước Chủ tịch ASEAN.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5788,5788,Tỉ phú Musk quyết định làm một cuộc thăm dò người dùng Twitter và có 60% trong số hơn 17 triệu người tham gia bình chọn muốn tỉ phú Musk rời vị trí CEO Twitter.,57% trong số hơn 17 triệu người tham gia bình chọn muốn tỉ phú Musk rời vị trí CEO Twitter.,Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1929,1929,"Mọi vấn đề liên quan đến tranh chấp đất đai và đền bù cho các hộ dân bị ảnh hưởng đã được giải quyết xong, dự án Đại lộ Bắc - Nam phía Đông đang triển khai thuận lợi.","Từ đó, làm ảnh hưởng đến công tác tổ chức thi công theo kế hoạch. Cao tốc Bắc - Nam phía Đông, giai đoạn 2021-2025 đoạn qua địa bàn tỉnh Hậu Giang hiện còn 20 đoạn tuyến mặt bằng ""xôi đỗ"" và vướng đường tiếp cận nên chưa triển khai thi công được, tổng chiều dài hơn 10,5km.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_5795,5795,"Ngân hàng Thung lũng Silicon (SCB), đối tác chính của giới khởi nghiệp công nghệ tại Mỹ đã được ngân hàng First Citizens đồng ý mua lại.","SVB là đối tác chính của giới khởi nghiệp công nghệ tại Mỹ, hoạt động từ thập niên 1980.",Refuted,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","Công an TP HCM khám xét Công ty Mirae Asset Cảnh sát xác định Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay của Công ty Tài chính TNHH MTV Mirae Asset Việt Nam (Mã số doanh nghiệp: 0311132506; địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM) và một số tổ chức tín dụng khác nhưng không có khả năng trả.",Refuted,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1395,1395,"TBI là tổ chức kinh doanh do cựu Thủ tướng Tony Blair thành lập để hỗ trợ chính phủ các nước giải quyết các thách thức lớn về kinh tế, xã hội và chính trị.","Thủ tướng Phạm Minh Chính bày tỏ trân trọng những đóng góp của ông Tony Blair cho quan hệ Việt Nam-Anh trong nhiệm kỳ Thủ tướng Vương quốc Anh, đánh giá cao ngài cựu Thủ tướng và các cộng sự Viện TBI đã dành tình cảm, sự quan tâm hợp tác với các bộ ngành, cơ quan của Việt Nam - Ảnh: VGP/Nhật Bắc TBI là tổ chức phi lợi nhuận do cựu Thủ tướng Tony Blair thành lập với mục tiêu hỗ trợ chính phủ các nước giải quyết các thách thức lớn về kinh tế, xã hội và chính trị thông qua việc xây dựng chiến lược và chính sách, thúc đẩy toàn cầu hóa.",Refuted,Supported,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_3625,3625,Việt Nam đã chốt danh sách VĐV tham dự SEA Games 32.,"Tổng cục TDTT cũng thông tin hiện tại, các bộ phận chuyên môn hiện đang rà soát để chốt danh sách các thành viên Đoàn Thể thao Việt Nam tham dự SEA Games 32, trình Bộ trưởng Bộ VHTT&DL phê duyệt trong thời gian sớm nhất.",Refuted,Supported,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_7412,7412,Giám đốc Amway Việt Nam nhận giải thưởng doanh nghiệp có vốn đầu tư nước ngoài (FDI) tiên phong trong lĩnh vực chuyển đổi số tại Việt Nam từ Ban tổ chức.,(Chinhphu.vn) - Amway Việt Nam – thương hiệu toàn cầu về sức khỏe và sắc đẹp vinh dự được vinh danh là doanh nghiệp có vốn đầu tư nước ngoài (FDI) tiên phong trong lĩnh vực chuyển đổi số tại Việt Nam tại lễ trao giải thưởng Rồng Vàng 2023.,Refuted,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_6264,6264,"Với các mái vòm cao tới 32m, Nhà thờ Đức Bà Paris được xây dựng vào giữa thế kỷ 12 và là tòa nhà cao nhất từng được xây dựng vào thời điểm đó.",Nhà thờ Đức Bà Paris được xây dựng vào giữa thế kỷ 12 và là tòa nhà cao nhất từng được xây dựng vào thời điểm đó với các mái vòm cao tới 32m.,Refuted,Supported,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_1673,1673,Đoàn Trung Quốc đến Việt Nam lần này với mong muốn có thể nhận được sự hỗ trợ của Việt Nam cũng như thúc đẩy xuất khẩu nông sản của Việt Nam sang Trung Quốc.,"Ông Leo Liu, Giám đốc Kinh doanh của Tập đoàn Sunwah khu vực Vùng Vịnh Quảng Đông-Hồng Kông (Trung Quốc)-Ma Cao cho biết, đoàn đến Việt Nam lần này với mong muốn có thể hỗ trợ cũng như thúc đẩy xuất khẩu nông sản của Việt Nam sang Trung Quốc, với 4 nội dung chính: Làm thế nào để đơn giản hóa các thủ tục cũng như thúc đẩy nông sản Việt nam sang Trung Quốc dễ dàng hơn; tăng cường hợp tác về các lĩnh vực chè, cà phê (tổ chức các lớp bồi dưỡng đào tạo cho các doanh nghiệp về hai lĩnh vực này); tổ chức diễn đàn xúc tiến thương mại nông sản tại Côn Minh, Vân Nam nhân chuyến thăm của lãnh đạo Bộ NN&PTNT và các doanh nghiệp Việt Nam; nâng cao hình ảnh của hàng nông sản Việt Nam tại thị trường Trung Quốc, đặc biệt thông qua hình thức thương mại điện tử.",Refuted,Supported,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_984,984,Bing được kì vong là sẽ giành được thị phần AI của Google.,"Davidson & Co kỳ vọng Bing sẽ giành được thị phần trong vài tháng tới, nhất là khi Google tiếp tục trì hoãn việc tích hợp công nghệ AI phái sinh vào sản phẩm của mình. Trong khi hầu hết người dùng đã có thể sử dụng Bing tích hợp AI kể từ tháng 2/2023, Google bắt đầu công bố hộp thoại Bard vào ngày 21/3.",Refuted,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1371,1371,"UAE mới thua 2 ở 10 lần ra sân vừa qua, Thái Lan đang chơi tốt hơn bởi họ chỉ thua 2 trong 10 trận gần nhất.","Nếu nhìn vào phong độ, có thể nhận xét rằng Thái Lan đang chơi tốt hơn bởi họ chỉ thua 2 trong 10 trận gần nhất, ngược lại UAE mới thắng 2 ở 10 lần ra sân vừa qua, còn lại là 6 thất bại.",Refuted,Supported,False,Bằng chứng không liên quan (IR Noise),Hệ thống BM25/Reranker chọn câu có trùng từ khóa nhưng không chứa sự thật kiểm chứng.
dev_6728,6728,"Sở giao thông vận tải thành phố sẽ phối hợp với các trường đại học, viện nghiên cứu để quản lý, giám sát xây dựng các cơ sở hạ tầng giao thông.","Đối với hạ tầng xây dựng, Sở GTVT TP sẽ phối hợp với các chủ đầu tư ứng dụng nền tảng số mô hình thông tin xây dựng BIM trong quản lý, giám sát xây dựng công trình giao thông. Đồng thời, TP sẽ triển khai phần mềm quản lý, theo dõi tiến độ các công trình giao thông trọng điểm trên địa bàn TP. Sở GTVT TP sẽ phối hợp với các trường đại học, Viện Nghiên cứu triển khai các chương trình đào tạo dành cho cán bộ ngành giao thông vận tải để bồi dưỡng nâng cao kỹ năng số, bổ sung kiến thức về chuyển đổi số.",Refuted,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_452,452,"Để đảm bảo tiến độ triển khai thành công, hiệu quả Chương trình phục hồi và phát triển kinh tế - xã hội cần khẩn trương, chủ động triển khai Nghị quyết số 44/2022/QH15 ngày 11/1/2022.","* Để bảo đảm tiến độ triển khai thành công, hiệu quả Chương trình phục hồi và phát triển kinh tế - xã hội, tại Thông báo số 193/TB-VPCP, Phó Thủ tướng Lê Văn Thành cũng đã yêu cầu các bộ, ngành, địa phương khẩn trương, chủ động triển khai các cơ chế, giải pháp đã được quy định rõ trong các Nghị quyết của Quốc hội (số 43/2022/QH15 ngày 11/1/2022 và số 44/2022/QH15 ngày 11/1/2022) và các Nghị quyết của Chính phủ (số 11/NQ-CP ngày 30/1/2022 và số 18/NQ-CP ngày 11/2/2022) bảo đảm tiến độ, chất lượng các dự án thuộc Chương trình phục hồi và phát triển kinh tế - xã hội.",Refuted,Supported,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_3658,3658,Một thanh niên trượt kỳ thi tuyển sinh sau đại học ở Trung Quốc thử gửi tin nhắn vào số điện thoại của người cha đã khuất và nhận được dòng tin nhắn hồi âm.,"Cách đây vài ngày, một thanh niên trượt kỳ thi tuyển sinh sau đại học ở Trung Quốc thử gửi tin nhắn vào số điện thoại của người cha đã khuất.",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
dev_1492,1492,Cả Nga và Ukraine đều chấp nhận cho Liên hợp quốc đến giám sát khu vực nhà máy hạt nhân Zaporizhzhia.,Người đứng đầu cơ quan giám sát hạt nhân của Liên hợp quốc đã có chuyến thăm thứ hai tới nhà máy hạt nhân Zaporizhzhia giữa lúc xung đột leo thang xung quanh khu vực này.,Supported,NEI,False,Context Starvation (Thiếu ngữ cảnh quyết định),Câu Top-1 bị thiếu thông tin liên kết đại từ hoặc bối cảnh xung quanh nên bị đoán thành NEI.
dev_3161,3161,"Tỉ phú Jack Ma (Mã Vân) đã về nước sau hơn một năm kín tiếng ở nước ngoài và đã gặp các giáo viên và học sinh tại trường Yungu, một trường tư thục đào tạo từ cấp mẫu giáo đến trung học, hoạt động dưới sự tài trợ của công ty Alibaba trong hôm 27.3.","Hôm nay 27.3, ông Jack Ma đã gặp các giáo viên và học sinh tại trường Yungu, một trường tư thục đào tạo từ cấp mẫu giáo đến trung học, hoạt động dưới sự tài trợ của công ty Alibaba.",Supported,NEI,False,Số liệu / Mốc thời gian,Câu bằng chứng truy xuất chứa số liệu khác hoặc mốc thời gian không khớp phát biểu.
