source_row,statement,evidence,label_name,predicted_label,is_correct
87,Câu chuyện bị đánh rớt của Wesley Anna được nhiều người tin tưởng nên cô đã đưa ra một số tài liệu thống kê những nơi mình đã ứng tuyển.,"cách đưa ra một số tài liệu thống kê tất cả những nơi cô đã ứng tuyển Không ít người cảm thấy khó tin bị đánh rớt khi xin việc"",",Refuted,Supported,False
93,Biện pháp xác minh bằng giọng nói của người dùng sẽ được TikTok cũng sẽ áp dụng để chánh lộ thông tin và sẽ không thể xác định danh tính người dùng nếu thiếu địa chỉ nhà.,"TikTok cũng sẽ áp dụng biện pháp ""giả danh tính"" dữ liệu cá nhân để tạo ra một lớp bảo vệ thông tin người dùng biện pháp này, sẽ không thể xác định danh tính người dùng nếu thiếu thông tin bổ sung",Refuted,NEI,False
96,"Sở cũng yêu cầu các cơ sở giáo dục phối hợp với lực lượng chức năng tại địa phương đảm bảo trật tự, an toàn cho học sinh, sinh viên tại những khu vực đông đúc gần trường.","Sở cũng yêu cầu các cơ sở giáo dục phối hợp với lực lượng chức năng tại địa phương đảm bảo trật tự, an toàn cho học sinh, sinh viên tại khu vực cổng trường.",Refuted,NEI,False
100,"Chương trình được tổ chức thông qua hình thức tham dự trực tiếp, phát sóng trên truyền hình và xem trực tuyến trên các nền tảng mạng xã hội.","tổ chức chương trình Tư vấn mùa thi cho gần 1.000 học sinh lớp 12 của TP.Long Xuyên và các huyện Chợ Mới, Châu Thành và Thoại Sơn tham dự trực tiếp tổ chức truyền hình trực tiếp chương trình trên sóng Đài PTTH An Giang còn xem trực tuyến tại website thanhnien.vn, fanpage Facebook và qua kênh YouTube, TikTok của Báo Thanh Niên",Supported,NEI,False
101,"Hai trận đấu họ thua kém hoàn toàn đối thủ về lối chơi và những thống kê quan trọng như cầm bóng, dứt điểm cầu môn và dĩ nhiên là bàn thắng khiến họ có 1 trận thắng và 1 trận thất bại 1-2 trước New Zealand.","một trận hòa không bàn thắng thất bại 1-2 trước New Zealand hai trận đấu họ thua kém hoàn toàn đối thủ về lối chơi và những thống kê quan trọng như cầm bóng, dứt điểm cầu môn và dĩ nhiên là bàn thắng.",Refuted,Supported,False
107,"Thông tin 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học tại thành phố Vinh (Nghệ An) với ý đồ xấu đã nhanh chóng lan truyền đến nhóm phụ huynh học sinh, gây nên sự hoang mang đến các phụ huynh.","Gần đây nhiều nhóm phụ huynh tại thành phố Vinh (Nghệ An) lan truyền thông tin về hiện tượng 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học với ý đồ xấu. Thông tin này nhanh chóng được chia sẻ, cảnh báo đến nhiều nhóm phụ huynh nhiều trường học khác nhau tại thành phố Vinh (Nghệ An), khiến nhiều người hoang mang",Refuted,Supported,False
110,"Đề án dạy và học môn Toán, Khoa học và tiếng Anh tích hợp theo khung chương trình quốc gia Anh và Việt Nam được đưa vào giáo dục từ năm 2017.",". Đề án dạy và học môn Toán, Khoa học và tiếng Anh tích hợp theo khung chương trình quốc gia Anh và Việt Nam (còn gọi là chương trình tiếng Anh tích hợp) được UBND thành phố cho phép triển khai tại các trường công lập cách đây gần chục năm",NEI,Refuted,False
125,"Nhiễm nấm thông thường được chỉ định dùng thuốc kháng nấm, tuyệt đối không được đặt ống dẫn lưu do có thể gây nhiễm nấm nặng hơn.","Thông thường, nó được điều trị bằng thuốc kháng nấm và phẫu thuật để dẫn lưu. Sau đó, các bác sĩ rút mủ và gửi mẫu đến phòng xét nghiệm của trung tâm hợp tác của Tổ chức Y tế thế giới (WHO) ở Ấn Độ.",Refuted,NEI,False
127,Độ tuổi nghỉ hưu ở nước Anh dự kiến là sẽ tăng lên 68 tuổi trong vòng 23 năm tới.,"Độ tuổi này dự kiến sẽ tăng lên 67 trong giai đoạn 2026 - 2028, tiếp đó sẽ được nâng lên mức 68 trong giai đoạn 2044 - 2046.",Supported,NEI,False
129,"Tổng lợi nhuận kế toán sau thuế của LPB đạt 5.690 tỷ đồng và 4.510 tỷ đồng lãi sau thuế, ESP tăng từ 2.135 đồng của năm 2021 lên 2.671 đồng trong năm 2022.",LPB đạt 5.690 tỷ đồng tổng lợi nhuận kế toán trước thuế và 4.510 tỷ đồng lãi sau thuế (EPS) tăng từ 2.135 đồng của năm 2021 lên 2.671 đồng trong năm 2022.,Refuted,Supported,False
143,Nhà máy MPE Smart Factory đã được khánh thành vào ngày 25/3 sau khoảng 10 năm xây dựng.,khánh thành chiều tối 25/3 MPE Smart Factory khởi công từ tháng 6/2019,Refuted,NEI,False
144,Bộ trưởng Quốc phòng Nga trao Huân chương dũng cảm cho các phi công vì đã ngăn chặn chiếc máy bay do thám không người lái của Mỹ trên địa phận của Nga.,"Ngày 22/3, Bộ trưởng Quốc phòng Nga Sergei Shoigu trao Huân chương dũng cảm cho các phi công lái tiêm kích Su-27 vì đã ngăn chặn chiếc máy bay do thám không người lái của Mỹ trên Biển Đen, Bộ Quốc phòng Nga cho biết.",Supported,Refuted,False
165,"Chất lượng báo, tạp chí Đảng đã được cải thiện, tuy nhiên cách thể hiện khá khô khan và có nhiều bài viết thiếu chuyên sâu, bàn luận các vấn đề cũ.","chất lượng báo, tạp chí của Đảng đã được nâng cao hình thức thể hiện vẫn còn khô khan Số bài viết mang tính chuyên sâu, luận giải những vấn đề mới, khó,",Refuted,Supported,False
169,"Châu Phi đã bị bỏ quên dưới thời tổng thống Donald Trump, tạo cơ hội cho Nga và Trung Quốc gây ảnh hưởng lên Châu Phi.",Có thể nói lục địa đen đã bị bỏ quên nặng nề dưới trào tổng thống Donald Trump và đó là cơ hội để Nga và Trung Quốc gia tăng ảnh hưởng,NEI,Supported,False
178,"Người dự tuyển phải trải qua tập huấn tối thiểu 12 tháng, đồng thời đối với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.","Người dự tuyển phải trải qua tập huấn tối thiếu 12 tháng, Với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.",Supported,Refuted,False
180,"Bà Ngô Thị Kim Yến, Phó chủ tịch TP Đà Nẵng cho biết, Ma nhai tại danh thắng Ngũ Hành Sơn là niềm vinh dự, tự hào của đất nước Việt Nam nói chung và Đà Nẵng nói riêng.","bà Ngô Thị Kim Yến, Phó chủ tịch TP Đà Nẵng cho biết, đây là niềm vinh dự, tự hào của đất nước Việt Nam nói chung và Đà Nẵng nói riêng",Supported,NEI,False
182,Các nạn nhân còn lại của vụ nổ đều thuộc diện hộ nghèo và đang được điều trị tại bệnh viện.,Những nạn nhân còn lại đang được tiếp tục điều trị tại bênh viện Các nạn nhân trong vụ việc đều thuộc diện hộ nghèo.,Refuted,Supported,False
183,"Thông tin từ cơ quan điều tra, ông Nguyễn Quốc Bắc có liên quan tới việc tổ chức đánh bạc trái phép, các cơ quan chức nắng đang làm rõ vụ việc.","Thông tin từ cơ quan điều tra, ông Nguyễn Quốc Bắc có nhiều sai phạm trong việc giao đất tái định cư và đất ở không thông qua đấu giá liên quan đến nhiều dự án như: Hồ Đồng Nai, hồ Nam Phương II, tuyến tránh Quốc lộ 20, Khu công nghiệp Lộc Sơn.",Refuted,NEI,False
185,"Tòa án quận trung tâm Seoul tuyên buộc chính phủ Hàn Quốc phải bồi thường cho bà Nguyễn Thị Thanh, nạn nhân vụ thảm sát ở thôn Phong Nhi, Phong Nhất, những thiệt hại do binh lính Hàn Quốc gây ra năm 1968.","theo TTXVN, Tòa án quận trung tâm Seoul, Hàn Quốc ngày 7/2 đã ra phán quyết sơ thẩm yêu cầu Chính phủ Hàn Quốc bồi thường hơn 30 triệu won (23.900 USD) cho bà Nguyễn Thị Thanh",Supported,NEI,False
189,"Số liệu của Tổng cục Dự trữ Nhà nước (DTNN) cho thấy có 16.920 tấn gạo hỗ trợ học sinh học kỳ I, năm học 2022 - 2023 trong tổng số 56.787 tấn gạo xuất cấp.","Số liệu của Tổng cục Dự trữ Nhà nước (DTNN) cho thấy, trong tổng số 56.787 tấn gạo xuất cấp , có 16.920 tấn gạo hỗ trợ nhân dịp Tết Nguyên đán;",Refuted,Supported,False
191,Nhà thiết kế kỹ thuật số Wesley Anna vẫn bị thất nghiệp dù có cả 10 năm kinh nghiệm.,"Dù có cả chục năm kinh nghiệm làm việc, bị từ chối và rơi vào cảnh thất nghiệp Wesley Anna một nhà thiết kế kỹ thuật số",Supported,Refuted,False
197,"Nhóm phụ huynh của các trường Tiểu học ở địa bàn thành phố Vinh (Nghệ An) nhận được thông tin về có 2 đối tượng lạ mặt đi xe máy, tiếp cận với học sinh cho rằng có ý đồ xấu, thông tin trên được chia sẻ và gây không ít hoang mang cho các bật phụ huynh học sinh.","Gần đây nhiều nhóm phụ huynh tại thành phố Vinh (Nghệ An) lan truyền thông tin về hiện tượng 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học với ý đồ xấu. Thông tin này nhanh chóng được chia sẻ, cảnh báo đến nhiều nhóm phụ huynh nhiều trường học khác nhau tại thành phố Vinh (Nghệ An), khiến nhiều người hoang mang",Supported,Refuted,False
199,"Theo AP, giá dầu giảm hơn 2 USD/thùng nhưng đồng bảng và AUD đều tăng giá so với đồng USD.",", giá dầu giảm hơn 2 USD/thùng còn đồng euro, đồng bảng và AUD đều tăng giá so với đồng USD",Supported,Refuted,False
203,"Saudi Arabia và Hà Lan lần lượt xếp thứ 2 và thứ 3 với tỉ lệ 86% và 85%, xếp thứ nhất là Trung Quốc khoảng 95% người dân Trung Quốc được hỏi cho biết họ cảm thấy hạnh phúc với cuộc sống hiện tại.",có khoảng 91% người dân Trung Quốc được hỏi cho biết họ cảm thấy hạnh phúc với cuộc sống hiện tại. Saudi Arabia và Hà Lan lần lượt xếp thứ 2 và thứ 3 với tỉ lệ 86% và 85%,Refuted,NEI,False
207,Bộ Công an đặt mục tiêu toàn bộ nhân dân đều có căn cước và đều giao dịch được trên môi trường điện tử vào năm 2025.,"Bộ Công an đặt mục tiêu 100% nhân dân giao dịch được trên môi trường điện tử, 100% người dân có căn cước Bộ Công an đặt mục tiêu 100% nhân dân giao dịch được trên môi trường điện tử, 100% người dân có căn cước",NEI,Refuted,False
216,"Không gian ""Văn hóa trẻ"" có sự xuất hiện của áo dài, trang phục truyền thống của Việt Nam và kimono trang phục truyền thống của Nhật Bản.",". Không gian ""Văn hóa trẻ"": triển lãm trang phục truyền thống của VN và các nước Đông Nam Á cũng như giới thiệu những nét đặc sắc về ngôn ngữ và văn hóa truyền thống của các thành viên ASEAN.",NEI,Refuted,False
217,Nữ tài xế lái xe Porsche 4 chỗ chạy trên đường dẫn cao tốc Long Thành bất ngờ lao vào làn xe máy gây tai nạn khiến hai người bị thương vào trưa ngày 19/3.,"Ôtô Porsche chạy trên đường dẫn cao tốc Long Thành bất ngờ lao vào làn xe máy gây tai nạn khiến hai người bị thương, trưa 19/3. nam tài xế lái xe Porsche 4 chỗ",Refuted,Supported,False
219,"Trong những clip quảng cáo thuốc, thực phẩm chức năng và mỹ phẩm, nhiều người tự nhận mình có bệnh và dùng thuốc xong thì hết hoàn toàn.","Nhiều nghệ sĩ khác cũng từng tham gia quảng cáo thuốc, thực phẩm chức năng, mỹ phẩm... Nhiều người tự nhận mình có bệnh và uống xong thuốc thì khỏi bệnh.",Supported,Refuted,False
229,"Thông qua điều tra, Nguyễn Thế Anh và Lê Thị Sen đã khai nhận hành vi mua 3 nhân viên này về làm nhân viên phục vụ rót bia.",Nguyễn Thế Anh và Lê Thị Sen đã khai nhận rõ về hành vi để nhận chuyển giao 3 nhân viên trên. Mục đích là đưa 3 người này về làm nhân viên phục vụ rót bia,Supported,Refuted,False
240,"Saigon Morin đang nâng thành 5 sao theo hướng kiến trúc cổ điển độc đáo của miền Trung - Tây nguyên với hệ thống 180 phòng ngủ sang trọng, tiện nghi và hiện đại, và hàng trăm bức tranh, ảnh cổ về lịch sử thành phố Huế từ những năm đầu thế kỷ 20 và về lịch sử 122 năm của khách sạn.","Saigon Morin còn mang đến cho du khách những trải nghiệm thú vị về lịch sử 122 năm. Khi lưu trú, du khách còn có cơ hội chiêm ngưỡng hàng trăm bức tranh, ảnh cổ về lịch sử thành phố Huế từ những năm đầu thế kỷ 20 và về lịch sử 122 năm của khách sạn. Trải qua nhiều giai đoạn lịch sử, đến nay, Saigon Morin là khách sạn 4 sao và đang nâng thành 5 sao theo hướng kiến trúc cổ điển độc đáo của miền Trung - Tây nguyên nhằm phát huy giá trị của một khách sạn lâu đời ở Việt Nam (122 năm tuổi), với hệ thống 180 phòng ngủ sang trọng, tiện nghi và hiện đại...",Supported,Refuted,False
246,"Sau vụ cháy rừng phòng hộ ở tỉnh Bà Rịa - Vũng Tàu, Sở Nông nghiệp và Phát triển nông thôn tỉnh đã nhận được thông tin và yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ tiếp tục giám sát các vị trí cháy nhằm ngăn chặn đám cháy bùng phát. Hiện tại, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu đã chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tiến hành điều tra nguyên nhân gây cháy rừng, xác định trách nhiệm của tổ chức và cá nhân liên quan, và tiến hành xử lý nghiêm theo quy định.","Trong tối 29/3, Sở Nông nghiệp và Phát triển nông thôn tỉnh yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ cắt cử người tiếp tục giám sát các vị trí cháy đề phòng đám cháy bùng phát trở lại Đến thời điểm hiện nay, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tổ chức xem xét hiện trường, điều tra làm rõ nguyên nhân gây cháy rừng, làm rõ trách nhiệm của tổ chức, cá nhân liên quan đến cháy rừng, kịp thời xử lý nghiêm theo quy định.",NEI,Supported,False
247,"Từ tháng 5/2022, Ngân hàng Dự trữ Australia đã đẩy lãi suất lên cao hơn 300 điểm cơ bản, Ngân hàng VPBank đẩy lãi suất lên cao hơn 500 điểm cơ bản.",Ngân hàng Dự trữ Australia đã đẩy lãi suất lên cao hơn 300 điểm cơ bản kể từ tháng 5/2022.,NEI,Refuted,False
263,Đề xuất lắp đặt mái tôn dọc đường Lê Lợi được các kiến trúc sư và chuyên gia nhất trí ủng hộ.,tuy nhiên phương án lắp mái che bằng tôn là không phù hợp,Refuted,NEI,False
265,Bí thư Tỉnh ủy Bình Thuận đã tặng hoa chúc mừng và mong muốn ông Võ Thanh Bình sẽ hoàn thành tốt nhiệm vụ của mình sắp tới.,"Ông Dương Văn An, Bí thư Tỉnh ủy đã trao quyết định, tặng hoa chúc mừng và mong muốn ông Võ Thanh Bình tiếp tục phát huy trí tuệ, phẩm chất đạo đức, hoàn thành tốt nhiệm vụ được giao.",Supported,Refuted,False
270,Offset và Takeoff là họ hàng bên nội và cùng lớn lên bên ngoài thành phố Atlanta – Mỹ.,"Họ có họ hàng với nhau, cùng lớn lên bên ngoài thành phố Atlanta – Mỹ.",NEI,Refuted,False
287,"Theo thông tin UBND phường Quán Trữ, dãy nhà được xây dựng trên thửa đất rộng gần 1.000m2, không có giấy phép và xây dựng chung tường, chung móng với các căn nhà liền kề.","Theo UBND phường Quán Trữ, dãy nhà ở liền kề được xây dựng trên thửa đất rộng gần 1.000m2 công trình xây dựng này chưa được tách thửa, chưa được cấp phép xây dựng và các căn nhà liền kề được xây dựng chung tường, chung móng.",Supported,Refuted,False
290,"Nếu không có kinh nghiệm mua và sử dụng sản phẩm thì tốt hơn hết bạn nên chọn những nhà cung cấp uy tín để mua dù sản phẩm của Cerave hiện không bị làm giả, làm nhái nhiều.","hiện nay sản phẩm của Cerave bị làm giả, làm nhái rất nhiều. Nếu không có kinh nghiệm mua và sử dụng sản phẩm thì tốt hơn hết bạn nên chọn những nhà cung cấp uy tín để mua.",Refuted,Supported,False
294,"Bụi bẩn ảnh hưởng đến sức khỏe, việc kinh doanh, ... của người đi ngang khu vực này.","Bụi thì nhiều, có lẽ đến khi đường xong, người dân sẽ đổ bệnh cả"", Ngoài ảnh hưởng đến sinh hoạt, gia đình nào kinh doanh còn bị ảnh hưởng. Ngoài ảnh hưởng đến cuộc sống người dân, xe cộ đi qua bị khuất tầm nhìn.",Refuted,Supported,False
297,Triển lãm tranh tại phòng tranh May Artspace là tin vui của họa sĩ Bùi Quang Viễn vì trước đây ông suýt bị tiêu hủy tranh và xử phạt.,"họa sĩ Bùi Quang Viễn triển lãm tranh tại phòng tranh May Artspace trước đây, ông đã suýt bị tiêu hủy tranh và bị xử phạt hành chính",Supported,NEI,False
304,"Với lịch thi chi tiết từng ngày, địa chỉ https://www.facebook.com/tuyensinhso có đăng hình ảnh mạo danh Bộ GD-ĐT công bố đề thi tốt nghiệp THPT năm 2023.","địa chỉ https://www.facebook.com/tuyensinhso có đăng hình ảnh mạo danh Bộ GD-ĐT công bố lịch thi tốt nghiệp THPT năm 2023, với lịch thi chi tiết từng ngày",Refuted,Supported,False
308,"Chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ với tỉ lệ án bị hủy, sửa do nguyên nhân chủ quan chỉ còn 1,5%.","chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ Tỉ lệ các bản án bị hủy, sửa do nguyên nhân chủ quan được hạn chế ở mức thấp, dưới 1,5%.",Supported,Refuted,False
313,"Sở Y tế sẽ tăng cường các nỗ lực giám sát, xét nghiệm và truy tìm, cũng như các biện pháp điều trị và phòng ngừa COVID-19 và các bệnh truyền nhiễm khác, đồng thời thúc đẩy các chiến dịch giáo dục sức khỏe và tiêm chủng.","Ngành Y tế tăng cường chỉ đạo, giám sát, kiểm tra, đôn đốc và hỗ trợ tuyến dưới; tổ chức đào tạo về chuyên môn nghiệp vụ, thống kê báo cáo, mở rộng triển khai sử dụng hệ thống báo cáo điện tử cho tất cả các tuyến; thường xuyên giám sát các trường hợp mắc COVID-19, giám sát cộng đồng, thực hiện giám sát biến thể của virus SARS-CoV-2.",Supported,NEI,False
314,"Nguyễn Thị Tâm (xanh) đấu sòng phẳng với Nikhat Zareen. Trong hiệp đấu đầu tiên, Tâm chủ động tấn công, nhưng bị trọng tài phạt thẻ vàng không hợp lý với lỗi xô ngã đối thủ. Kết thúc hiệp 1, Nguyễn Thị Tâm nhận điểm 9 từ 5 trọng tài, trong khi Nikhat Zareen được 10 điểm. Trong hiệp hai, khi đến lượt võ sĩ chủ nhà nhận thẻ vàng, điểm số của Tâm không chênh lệch quá nhiều so với Nikhat Zareen. Tâm có ba điểm 10 và hai điểm 9, trong khi Zareen có ba điểm 10 và hai điểm 9. Trong hiệp đấu thứ 3, Tâm gặp phải sự chơi xấu từ đối thủ và trọng tài không nhận ra. Kết quả, Tâm bị gãy đùi trái và buộc phải bỏ cuộc.","Nguyễn Thị Tâm (xanh) đối đầu sòng phẳng với Nikhat Zareen Ở hiệp đấu đầu tiên, Nguyễn Thị Tâm chủ động tấn công trước Nikhat Zareen nhưng mọi thứ lại đi ngược với ý đồ khi cô bị trọng tài phạt thẻ vàng với lỗi xô ngã đối thủ hết sức vô lý Kết thúc hiệp 1, Nguyễn Thị Tâm được 5 trọng tài cho điểm 9 Nikhat Zareen nhận được đến năm điểm 10 ở hiệp hai khi đến lượt võ sĩ chủ nhà nhận thẻ vàng, tuy vậy, do không thể tung đòn hạ knock-out đối thủ, điểm số mà Nguyễn Thị Tâm nhận được không nhiều hơn bao nhiêu hơn so với Nikhat Zareen với ba điểm 10, hai điểm 9 so với hai điểm 10, ba điểm 9 của Nikhat Zareen",NEI,Refuted,False
323,"Nhờ vào công nghệ nhận dạng gương mặt, Xoxe có thể triển trí tuệ cảm xúc cao cấp, nhận ra ""người tốt, kẻ xấu"" và sẽ chỉ tương tác với người tốt.","Thông qua công nghệ nhận dạng gương mặt tích hợp trên camera robot sẽ phát triển trí tuệ cảm xúc cao cấp Khả năng của Xoxe không chỉ có thế mà còn có thể nhận biết ""người tốt kẻ xấu"" khi giao tiếp",NEI,Refuted,False
339,"Theo thông tin từ Báo Tuổi trẻ Online đưa tin, trong ngày 26.3, Đồn biên phòng Hướng Lập phối hợp với các nhà tài trợ tổ chức khánh thành, bàn giao tổng cộng 4 căn nhà mái ấm biên cương cho các hộ gia đình nằm tại xã Hướng Lập và Hướng Việt có hoàn cảnh đặc biệt khó khăn trên địa bàn biên giới Bảo Khánh, với tổng kinh phí 210 triệu đồng. Thông tin này được đăng trên trang web của Báo Tuổi trẻ Online và thu hút sự quan tâm của nhiều người dân trong và ngoài khu vực.","Khánh thành, bàn giao 4 căn nhà mái ấm biên cương cho các hộ gia đình khó khăn trên địa bàn biên giới BẢO KHÁNH Cũng trong ngày 26.3, Đồn biên phòng Hướng Lập đã phối hợp với các nhà tài trợ tổ chức khánh thành, bàn giao 4 căn nhà mái ấm biên cương cho hộ gia đình đặc biệt khó khăn với tổng số tiền 210 triệu đồng ở xã Hướng Lập và Hướng Việt.",NEI,Supported,False
355,"Wesleyan University xếp hạng 18 trong các trường đại học khai phóng, thuộc bang Connecticut, Mỹ đã chấp nhận dành học bổng toàn phần với trị giá lên đến 370.000 USD cho Tường Anh.","Wesleyan University dành học bổng toàn phần với trị giá lên đến 370.000 USD Wesleyan University xếp hạng 18 trong các trường đại học khai phóng, thuộc bang Connecticut, Mỹ.",Supported,NEI,False
358,Dịch vụ điều tra và thám tử được Thủ tướng ban hành hệ thống ngành kinh tế Việt Nam ghi nhận mã ngành về dịch vụ điều tra là 8030 - 8030 - 80300.,Thủ tướng ban hành hệ thống ngành kinh tế Việt Nam ghi nhận mã ngành về dịch vụ điều tra là 803 - 8030 - 80300. Nhóm này gồm dịch vụ điều tra và thám tử.,Refuted,Supported,False
370,Bộ thông tin và truyền thông xem xét xử lý các video vi phạm truyền bá mê tín dị đoan của tài khoản Tiktok Trương Hương.,"Chúng tôi đang xem xét, thu thập tài liệu liên quan. Nếu phát hiện sai phạm sẽ xử lý đang xem xét các video có vi phạm đưa tin sai sự thật, truyền bá mê tín dị đoan, xúc phạm nhân phẩm người khác hay không. Ngoài ra, cơ quan chức năng vẫn có biện pháp kỹ thuật nhằm ngăn chặn video vi phạm",Supported,NEI,False
389,Nhà đầu tư nước ngoài đã mua vào gần 1.375 tỷ đồng và bán ra 1.500 tỷ đồng.,Nhà đầu tư nước ngoài hôm nay mua vào gần 1.500 tỷ đồng và bán ra 1.375 tỷ đồng,Refuted,Supported,False
392,Giá ngô và lúa mỳ nhập khẩu trên thị trường trong nước tiếp tục giảm so với đầu tháng 3.,giá ngô được chào bán trong khoảng 7.800-8.200 đồng/kg,Supported,NEI,False
402,Tường Anh vinh dự là học sinh Việt Nam giành được học bổng và chọn chuyên ngành khoa học máy tính của Wesleyan University.,"Tường Anh vinh dự là học sinh Việt Nam giành được học bổng danh giá Em chọn chuyên ngành khoa học máy tính, vì muốn thử nghiệm các thế mạnh của bản thân để quyết định nghề nghiệp trong tương lai",Supported,NEI,False
