source_row,statement,evidence,label_name,predicted_label,is_correct,error_type,gold_label_explanation,failure_reason,suggested_adjustment
1175,Sau giải đấu Muay 2023 tại Quảng trường Đại Đoàn Kết đã thu hút nhiều người tham gia vào phong trào tập luyện Muay ở các câu lạc bộ Gia Lai.,"Đặc biệt, sân thi đấu Muay lần này được tỉnh Gia Lai bố trí tại khu vực khuôn viên Quảng trường Đại Đoàn Kết nhằm thúc đẩy hơn nữa phong trào tập luyện môn Muay ở các câu lạc bộ tại Gia Lai.",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
246,"Sau vụ cháy rừng phòng hộ ở tỉnh Bà Rịa - Vũng Tàu, Sở Nông nghiệp và Phát triển nông thôn tỉnh đã nhận được thông tin và yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ tiếp tục giám sát các vị trí cháy nhằm ngăn chặn đám cháy bùng phát. Hiện tại, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu đã chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tiến hành điều tra nguyên nhân gây cháy rừng, xác định trách nhiệm của tổ chức và cá nhân liên quan, và tiến hành xử lý nghiêm theo quy định.","Trong tối 29/3, Sở Nông nghiệp và Phát triển nông thôn tỉnh yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ cắt cử người tiếp tục giám sát các vị trí cháy đề phòng đám cháy bùng phát trở lại Đến thời điểm hiện nay, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tổ chức xem xét hiện trường, điều tra làm rõ nguyên nhân gây cháy rừng, làm rõ trách nhiệm của tổ chức, cá nhân liên quan đến cháy rừng, kịp thời xử lý nghiêm theo quy định.",NEI,Supported,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
921,Joselu được HLV Luis De La Fuente đã dành lời khen ngợi đặc biệt khi anh được tung vào sân từ băng ghế dự bị và có bàn thắng vào lưới Na Uy trong Sea Game 22 vừa qua.,"HLV Luis De La Fuente cũng đã dành lời khen ngợi đặc biệt cho Joselu, tác giả của cú đúp muộn vào lưới Na Uy khi anh được tung vào sân từ băng ghế dự bị.",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
537,"Tuần trước, một trận lốc xoáy kỉ lục đã quét qua bang Mississippi làm thiệt hại cả người lẫn của.","Cách đây một tuần, một trận lốc xoáy đã quét qua thị trấn nhỏ Rolling Fork ở bang Mississippi, làm 13 người thiệt mạng và phá hủy nhiều ngôi nhà.",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
1073,"Việc chính quyền dẹp xe dù, yêu cầu các doanh nghiệp vào bến đóng thuế đúng quy định có thể giúp các nhà xe cạnh tranh công bằng, thu hút khách vào bến.","Do đó, tôi mong rằng chính quyền TP.HCM mạnh tay dẹp xe dù, bến cóc, tăng giải pháp hút khách về bến xe mới. Đồng thời yêu cầu tất cả doanh nghiệp vận tải phải vào bến hoạt động, đóng thuế đúng quy định nhà nước đảm bảo sự cạnh tranh vận tải công bằng"", đại diện nhà xe Hùng Nga nói.",NEI,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
453,"Năm ngoái, Ngoại trưởng Nhật Bản cùng Trung Quốc đã nhất trí về việc hợp tác liên lạc bằng đường dây nóng.","Năm ngoái, Ngoại trưởng Nhật Bản Hayashi Yoshimasa cho biết Nhật Bản và Trung Quốc đã nhất trí vận hành đường dây nóng giữa các quan chức quốc phòng hai nước từ mùa Xuân năm 2023.",NEI,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1245,"3 ban kỹ thuật tiêu chuẩn quốc gia đã được thành lập để triển khai kế hoạch, trong đó quan trọng nhất là bộ phận TCVN/TC E16 Hệ thống truyền năng lượng cho xe điện.","Để triển khai kế hoạch, Tổng cục Tiêu chuẩn - Đo lường - Chất lượng đã thành lập 3 Ban kỹ thuật tiêu chuẩn quốc gia gồm: TCVN/TC E1 Máy điện và khí cụ điện, TCVN/TC E4 Dây cáp điện, TCVN/TC E16 Hệ thống truyền năng lượng cho xe điện.",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
1189,Các nhà khoa học đã giải mã thành công cơ chế của loài cúc tạo ra ruồi cái giả trên cánh hoa để dụ con đực tới thụ phấn.,"Các nhà khoa học giải mã cơ chế bí ẩn giúp loài cúc ở Nam Phi tạo ra ruồi cái giả trên cánh hoa, dụ con đực tới thụ phấn",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
1092,"Một trong 6 giải pháp được đề xuất để phát huy vai trò tiên phong, dẫn dắt của khối doanh nghiệp trực thuộc Uỷ ban là nâng cao hiệu quả quản lý của doanh nghiệp, tiếp tục nghiên cứu, sửa đổi khung thể chế pháp lý đồng bộ để làm rõ hơn vị trí, vai trò của các tổng công ty.","Để phát huy vai trò tiên phong, dẫn dắt của khối doanh nghiệp trực thuộc Uỷ ban trong phát triển kinh tế-xã hội, Bộ trưởng Nguyễn Chí Dũng đề xuất 6 giải pháp. Bốn là, tiếp tục nâng cao hiệu quả quản lý, hoạt động của Ủy ban, tiếp tục nghiên cứu, sửa đổi khung thể chế pháp lý đồng bộ để làm rõ hơn vị trí, vai trò của Ủy ban.",Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1386,"Nhiều hạng mục như cầu, cống đã hoàn thiện nhưng đang sửa chữa thiếu biển, hàng rào cảnh báo gây nguy cơ mất an toàn giao thông cho người qua lại đặc biệt là vào ban đêm tầm nhìn hị hạn chế.","Bên cạnh đó, nhiều hạng mục như cầu, cống chưa hoàn thiện nhưng thiếu biển, hàng rào cảnh báo gây nguy cơ mất an toàn giao thông cho người qua lại. Đặc biệt là xe cộ lưu thông trên tuyến đường vào ban đêm.",Refuted,NEI,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
125,"Nhiễm nấm thông thường được chỉ định dùng thuốc kháng nấm, tuyệt đối không được đặt ống dẫn lưu do có thể gây nhiễm nấm nặng hơn.","Thông thường, nó được điều trị bằng thuốc kháng nấm và phẫu thuật để dẫn lưu. Sau đó, các bác sĩ rút mủ và gửi mẫu đến phòng xét nghiệm của trung tâm hợp tác của Tổ chức Y tế thế giới (WHO) ở Ấn Độ.",Refuted,NEI,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
472,Nước dừa được đánh giá là thức uống bổ sung nguồn khoáng chất kali khá dồi dào - một trong những dưỡng chất cấm kị với người bệnh điều trị cao huyết áp.,Nước dừa được đánh giá là thức uống bổ sung nguồn khoáng chất kali khá dồi dào - một trong những dưỡng chất cần thiết với người bệnh điều trị cao huyết áp,Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
990,"Sau khi phát hiện hàng xóm bị điện giật tử vong trong ruộng của mình, ông Long đã tìm cách giấu xác và chạy trốn.","Ngay sau khi phát hiện sự việc, ông Long đã đến Công an thị trấn Tân Thanh tự thú. Tại cơ quan Công an, ông Long khai nhận toàn bộ hành vi phạm tội của mình. , ông Long phát hiện hàng xóm bị điện giật tử vong.",Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
926,Các hoa văn hình lục giác trong các bãi muối được hình thành do sự giãn nở và co lại của muối khi nó khô dưới ánh nắng mặt trời.,"các mô hình tổ ong được hình thành bởi một cơ chế bắt nguồn từ nhiệt động lực học cơ bản, tương tự như chuyển động của nước nóng và lạnh trong bộ tản nhiệt hoặc trong nồi nước sôi.",Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
183,"Thông tin từ cơ quan điều tra, ông Nguyễn Quốc Bắc có liên quan tới việc tổ chức đánh bạc trái phép, các cơ quan chức nắng đang làm rõ vụ việc.","Thông tin từ cơ quan điều tra, ông Nguyễn Quốc Bắc có nhiều sai phạm trong việc giao đất tái định cư và đất ở không thông qua đấu giá liên quan đến nhiều dự án như: Hồ Đồng Nai, hồ Nam Phương II, tuyến tránh Quốc lộ 20, Khu công nghiệp Lộc Sơn.",Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
949,"Theo luật sư, việc ép buộc cháu bé hút ma túy như trên có thể bị lãnh án tử hình.","nếu có căn cứ xác định đối tượng đã ép cháu bé 3 tuổi hút ma tuý đá thì hành vi của đối tượng đã phạm tội ""Cưỡng bức người khác sử dụng trái phép chất ma túy"" với khung hình phạt tù từ 15 năm đến 20 năm.",Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
718,"Ưu điểm của Chat Prompt là cải thiện chất lượng phần mềm, tiết kiệm thời gia tìm kiếm, cho phép người dùng tự do sáng tạo, nếu biết sử dụng Prompt thì năng suất làm việc, học tập sẽ tăng lên gấp 20 lần, ngoài ra nó còn cung cấp lịch trình, hướng dẫn để đáp ứng nhu cầu người sử dụng.",". Ưu điểm của Chat Prompt bao gồm khả năng cải thiện giao tiếp, giảm sai sót, tiết kiệm thời gian và tiền bạc cũng như tăng hiệu quả. Nó cũng cho phép trải nghiệm cá nhân hóa hơn cho người dùng. Mọi việc sẽ trở nên dễ dàng rất nhiều nếu bạn biết ứng dụng prompt, nó có thể x10 năng suất làm việc và học tập của bạn Các phương pháp hay nhất cho lời nhắc trò chuyện bao gồm sử dụng ngôn ngữ đàm thoại, cung cấp hướng dẫn rõ ràng và ngắn gọn, thử nghiệm và tinh chỉnh lời nhắc cũng như cá nhân hóa lời nhắc để đáp ứng nhu cầu của những người dùng cụ thể.",Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
543,Billy Ray Brown là người đã báo cảnh sát về vụ sát hại chính mình và một người đàn ông khác.,Johnny Nealy gọi điện thoại tới đường dây nóng của cảnh sát để báo án,Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
785,"Sở GTVT TP đã đề nghị Bộ GTVT thực hiện việc cấp phù hiệu phương tiện kinh doanh vận tải trực tuyến, đồng thời có những hướng dẫn giúp người dân đổi giấy phép lái xe do ngành giao thông vận tải cấp trên Cổng dịch vụ công thành phố.","Sở GTVT TP cũng nghiên cứu, kiến nghị Bộ GTVT thí điểm cấp phù hiệu phương tiện kinh doanh vận tải theo hình thức trực tuyến tuyên truyền, hướng dẫn người dân thực hiện Dịch vụ công để đổi giấy phép lái xe do ngành giao thông vận tải cấp trên Cổng dịch vụ công quốc gia.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1154,"Năm 1907 Khách sạn có tên là Grand Hotel de Hue, năm 1901 Khách sạn có tên là Morin Frère.","sau cơn bão năm Thìn, khách sạn hư hỏng nặng, ông Bogeart đã tu sửa và chuyển sở hữu cho nhà tư sản A.Guerin Đến năm 1907, khách sạn đã được chuyển nhượng cho anh em nhà Morin, lấy tên ""Morin Frère"" (khách sạn anh em nhà Morin) và tên gọi Morin gắn liền với lịch sử của khách sạn từ đó đến tận hôm nay Năm 1904 Khách sạn ra đời vào năm 1901 khi ông Henri Bogaert, chủ nhà máy gạch ngói Long Thọ, cho khởi công xây dựng và lấy tên là ""Grand Hotel de Hue"".",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
784,"Có một số người dùng các video để khoe mẽ về cuộc sống cá nhân, khắc họa những cuộc sống lý tưởng không có thật khiến nhiều người xem cảm thấy bất lực, tự tin khi so sánh bản thân với những gì mình thấy trên mạng, đồng thời là cơ hội để người khác quấy rối, miệt thị, bạo lựng ngôn từ với người khác.","Trên thực tế có không ít người dùng các video để khoe khoang, tô vẽ cuộc sống của mình, khắc họa những bức tranh phi thực tế về một cuộc sống lý tưởng, khiến nhiều người xem cảm thấy bất lực, tự ti khi so sánh bản thân với những gì nhìn thấy trên mạng tạo ra những tài khoản giả để quấy rối, miệt thị, tạo bạo lực mạng, với những người sử dụng khác, qua phần nhận xét về video hoặc tin nhắn trực tiếp.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1284,Bài thi vào chung kết được lựa chọn dựa trên 60% bình chọn của độc giả và 40% điểm từ Ban giám khảo.,"Ban tổ chức và Ban giám khảo sẽ chấm điểm, chọn bài thi vào vòng chung kết dựa trên 40% bình chọn của độc giả và 60% điểm Ban giám khảo.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
776,Xử phạt vi phạm hành chính đối với hai chủ nhà hàng xây dựng trái phép là động thái nhằm cảnh cáo 68 trường hợp xây dựng trái phép trên bán đảo Sơn Trà.,UBND quận Sơn Trà (thành phố Đà Nẵng) cho biết đã xử phạt vi phạm hành chính đối với hai chủ nhà hàng xây dựng trái phép quy mô lớn trên bán đảo Sơn Trà. động thái nhằm xử lý triệt để 68 trường hợp xây dựng trái phép trên bán đảo Sơn Trà,Refuted,Supported,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
1121,Bức ảnh tìm ra ở triển lãm ảnh của tác giả Hữu Thành khi tỉnh Bình Thuận tổ chức viếng thăm triển lãm ảnh của các phóng viên.,"Như PLO trước đó đã đưa tin, việc tìm ra nhân vật trong bức ảnh sau 27 năm này hết sức tình cờ. Đó là những ngày cuối năm Nhâm Dần 2022, Tỉnh ủy, UBND, HĐND, UBMTTQVN tỉnh Bình Thuận tổ chức tặng quà Tết cho các phóng viên thường trú trên địa bàn tỉnh tại trụ sở Cơ quan thường trú Thông tấn xã Việt Nam ở Bình Thuận. Những hoạt động ấm áp cuối năm này đều được ghi lại hình ảnh và hậu cảnh đều có tấm ảnh “Em bé K’ho” của tác giả Hữu Thành treo trên tường",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
358,Dịch vụ điều tra và thám tử được Thủ tướng ban hành hệ thống ngành kinh tế Việt Nam ghi nhận mã ngành về dịch vụ điều tra là 8030 - 8030 - 80300.,Thủ tướng ban hành hệ thống ngành kinh tế Việt Nam ghi nhận mã ngành về dịch vụ điều tra là 803 - 8030 - 80300. Nhóm này gồm dịch vụ điều tra và thám tử.,Refuted,Supported,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
693,"Giám đốc Ban quản lý dự án giao thông Khánh Hoà lên tiếng về việc mái tôn, vật liệu xây dựng có thể gây tai nạn mặc dù một số khu vực đã được rào lưới, trải nhựa.",". Mái tôn, vật liệu xây dựng nằm sát khu vực đi lại của người dân. Một số đoạn đường chưa được trải nhựa dễ trơn trượt và tai nạn. Một số khu vực tại công trình nút giao chưa được rào lưới. Ông Đặng Hữu Tài, Giám đốc Ban quản lý dự án giao thông Khánh Hoà, cho biết đã nhiều lần kiểm tra và gửi văn bản nhắc nhở và chấn chỉnh chủ đầu tư đảm bảo an toàn khi thi công.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
129,"Tổng lợi nhuận kế toán sau thuế của LPB đạt 5.690 tỷ đồng và 4.510 tỷ đồng lãi sau thuế, ESP tăng từ 2.135 đồng của năm 2021 lên 2.671 đồng trong năm 2022.",LPB đạt 5.690 tỷ đồng tổng lợi nhuận kế toán trước thuế và 4.510 tỷ đồng lãi sau thuế (EPS) tăng từ 2.135 đồng của năm 2021 lên 2.671 đồng trong năm 2022.,Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
782,"Ông Nguyễn Văn Giàu, nguyên Uỷ viên Uỷ ban Thường vụ Quốc hội, Là người có nhiều đóng góp trong quá trình xây dựng Luật Đất đai năm 2013, cho rằng quá trình xây dựng dự thảo Luật Đất đai (sửa đổi) đã bám sát chủ trương, đường lối, nghị quyết của Đảng, Nhà nước về đất đai.","ông Nguyễn Văn Giàu, nguyên Uỷ viên Uỷ ban Thường vụ Quốc hội Là người có nhiều đóng góp trong quá trình xây dựng Luật Đất đai năm 2013, cho rằng quá trình xây dựng dự thảo Luật Đất đai (sửa đổi) đã bám sát chủ trương, đường lối, nghị quyết của Đảng, Nhà nước về đất đai.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
313,"Sở Y tế sẽ tăng cường các nỗ lực giám sát, xét nghiệm và truy tìm, cũng như các biện pháp điều trị và phòng ngừa COVID-19 và các bệnh truyền nhiễm khác, đồng thời thúc đẩy các chiến dịch giáo dục sức khỏe và tiêm chủng.","Ngành Y tế tăng cường chỉ đạo, giám sát, kiểm tra, đôn đốc và hỗ trợ tuyến dưới; tổ chức đào tạo về chuyên môn nghiệp vụ, thống kê báo cáo, mở rộng triển khai sử dụng hệ thống báo cáo điện tử cho tất cả các tuyến; thường xuyên giám sát các trường hợp mắc COVID-19, giám sát cộng đồng, thực hiện giám sát biến thể của virus SARS-CoV-2.",Supported,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
442,Cô muốn mọi người cũng thực hiện những hành động nhỏ nhưng có ý nghĩa chẳng hạn như chung tay giúp đỡ chi phí phẫu thuận cho bệnh nhân.,"cô cũng muốn kêu gọi mọi người cùng chung tay thực hiện những hành động nhỏ giúp đỡ chi phí phẫu thuật cho bệnh nhân,",Supported,NEI,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
355,"Wesleyan University xếp hạng 18 trong các trường đại học khai phóng, thuộc bang Connecticut, Mỹ đã chấp nhận dành học bổng toàn phần với trị giá lên đến 370.000 USD cho Tường Anh.","Wesleyan University dành học bổng toàn phần với trị giá lên đến 370.000 USD Wesleyan University xếp hạng 18 trong các trường đại học khai phóng, thuộc bang Connecticut, Mỹ.",Supported,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
900,"Theo Minh Anh tố chất để học tốt môn tiếng anh là sự kiên trì, chăm chỉ, không ngừng nỗ lực, không bỏ cuộc và biết tự cổ vũ, thúc đẩy bản thân.","Vậy theo bạn, để học giỏi môn tiếng Anh cần có tố chất gì? - Tôi nghĩ phải có một chút năng khiếu, có sự kiên trì và đặc biệt là phải khiêm tốn. tôi đã tự nhủ lớp 11 mình sẽ cố gắng. Đến năm lớp 11 tiếp tục rớt, tôi lại tự nhủ vẫn còn cơ hội ở năm lớp 12. Và tôi đã rất cố gắng giành cơ hội cuối, trước khi tốt nghiệp THPT. Ngày nào tôi cũng dành một khoảng thời gian để học tiếng Anh - sau khi đã hoàn tất bài vở thầy cô giao trên lớp. Tôi kiên trì xem phim, nghe nhạc, đọc sách tiếng Anh, học từ vựng và cấu trúc ngữ pháp nâng cao. Tôi duy trì thói quen nói chuyện với anh hai và bạn thân bằng tiếng Anh...",Supported,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
19,Sự việc 2 thanh niên lạ mặt đi xe máy tiếp cận học sinh ở nhiều trường tại Vinh với mục đích bắt cóc chưa được kiểm định chính xác.,"Thông tin chưa được kiểm định chính xác hiện tượng 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học với ý đồ xấu.",Supported,NEI,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
