source_row,statement,evidence,label_name,predicted_label,is_correct,error_type,gold_label_explanation,failure_reason,suggested_adjustment
246,"Sau vụ cháy rừng phòng hộ ở tỉnh Bà Rịa - Vũng Tàu, Sở Nông nghiệp và Phát triển nông thôn tỉnh đã nhận được thông tin và yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ tiếp tục giám sát các vị trí cháy nhằm ngăn chặn đám cháy bùng phát. Hiện tại, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu đã chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tiến hành điều tra nguyên nhân gây cháy rừng, xác định trách nhiệm của tổ chức và cá nhân liên quan, và tiến hành xử lý nghiêm theo quy định.","Trong tối 29/3, Sở Nông nghiệp và Phát triển nông thôn tỉnh yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ cắt cử người tiếp tục giám sát các vị trí cháy đề phòng đám cháy bùng phát trở lại Đến thời điểm hiện nay, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tổ chức xem xét hiện trường, điều tra làm rõ nguyên nhân gây cháy rừng, làm rõ trách nhiệm của tổ chức, cá nhân liên quan đến cháy rừng, kịp thời xử lý nghiêm theo quy định.",NEI,Supported,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
1271,"Đã có thêm 14 bệnh nhân khỏi bệnh, đây là tin đáng mừng.","Trong ngày, có thêm 14 bệnh nhân được công bố khỏi bệnh, nâng tổng số ca được điều trị khỏi lên 10.614.875 ca.",NEI,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1189,Các nhà khoa học đã giải mã thành công cơ chế của loài cúc tạo ra ruồi cái giả trên cánh hoa để dụ con đực tới thụ phấn.,"Các nhà khoa học giải mã cơ chế bí ẩn giúp loài cúc ở Nam Phi tạo ra ruồi cái giả trên cánh hoa, dụ con đực tới thụ phấn",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
420,"Theo thông tin dẫn từ bài viết của Alexandre Yersin, ông đã dùng tiền thưởng do Viện hàn lâm khoa học trao cho để thuê người Thượng xây dựng một con đường mòn khả thi, thành lập một trạm thử nghiệm mang tên Yersin.","theo bài viết của Alexandre Yersin Viện hàn lâm Khoa học (Pháp) đã trao cho tôi một giải thưởng. Tôi liền dùng số tiền bất ngờ này để thuê những người Thượng thiết lập một con đường mòn khả thi thành lập trạm thử nghiệm"".",NEI,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
691,"Không rõ Nguyễn Thị Tâm đã trải qua quá trình luyện tập và chuẩn bị gì để lọt vào trận chung kết Giải vô địch quyền anh thế giới, cô đã giành chiến thắng khi ""hạ"" võ sĩ Lkhadiri Wassila của Pháp ở bán kết.","(Chinhphu.vn) - Đó là nữ võ sĩ Nguyễn Thị Tâm, người đã giành chiến thắng khi ""hạ"" võ sĩ Lkhadiri Wassila của Pháp ở bán kết để giành quyền vào chơi trận chung kết",NEI,Supported,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
537,"Tuần trước, một trận lốc xoáy kỉ lục đã quét qua bang Mississippi làm thiệt hại cả người lẫn của.","Cách đây một tuần, một trận lốc xoáy đã quét qua thị trấn nhỏ Rolling Fork ở bang Mississippi, làm 13 người thiệt mạng và phá hủy nhiều ngôi nhà.",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
993,Đầu tư vào chế biến ở ngành Tôm khiến cho giá trị của ngành nuôi tôm đạt hiệu quả cao.,"Đầu tư vào chế biến sâu để gia tăng lợi nhuận cũng là cách mà ngành tôm Việt Nam đang thực hiện và khá thành công bởi thực tế, giá thành nuôi tôm của Việt Nam cao hơn các đối thủ như Ấn Độ, Ecuador...",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
453,"Năm ngoái, Ngoại trưởng Nhật Bản cùng Trung Quốc đã nhất trí về việc hợp tác liên lạc bằng đường dây nóng.","Năm ngoái, Ngoại trưởng Nhật Bản Hayashi Yoshimasa cho biết Nhật Bản và Trung Quốc đã nhất trí vận hành đường dây nóng giữa các quan chức quốc phòng hai nước từ mùa Xuân năm 2023.",NEI,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1273,"Quy định mới về việc ngân hàng mua, bán trái phiếu doanh nghiệp có thể tác động tích cực lẫn tiêu cực đến thị trường.","- Quy định mới về việc ngân hàng mua, bán trái phiếu doanh nghiệp có thể tác động tích cực đến thị trường dù vẫn còn một số điểm chưa được đề cập trong bối cảnh nợ xấu trái phiếu tăng từng ngày.",NEI,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1245,"3 ban kỹ thuật tiêu chuẩn quốc gia đã được thành lập để triển khai kế hoạch, trong đó quan trọng nhất là bộ phận TCVN/TC E16 Hệ thống truyền năng lượng cho xe điện.","Để triển khai kế hoạch, Tổng cục Tiêu chuẩn - Đo lường - Chất lượng đã thành lập 3 Ban kỹ thuật tiêu chuẩn quốc gia gồm: TCVN/TC E1 Máy điện và khí cụ điện, TCVN/TC E4 Dây cáp điện, TCVN/TC E16 Hệ thống truyền năng lượng cho xe điện.",NEI,Supported,False,Tương đồng từ vựng cao (Overfitting lexical overlap),,Câu phát biểu trùng nhiều từ khóa với bằng chứng nhưng thiếu thông tin xác minh quyết định.,
680,Sau khi gây án 3 đối tượng đã ra công an đầu thú.,"Gây án xong, nhóm đối tượng gồm 3 nam thanh niên đã bỏ trốn bằng xe máy đi về hướng tỉnh Thái Nguyên.",Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
555,"Tỉnh Hòa Bình phải chú trọng đầu tư phát triển kết cấu hạ tầng kinh tế - xã hội, đặc biệt thủy lợi, phòng chống thiên tai và xây lại trường học.","tỉnh Hòa Bình phải chú trọng đầu tư phát triển kết cấu hạ tầng kinh tế - xã hội, đặc biệt là hạ tầng giao thông, thủy lợi, phòng chống thiên tai",Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
143,Nhà máy MPE Smart Factory đã được khánh thành vào ngày 25/3 sau khoảng 10 năm xây dựng.,khánh thành chiều tối 25/3 MPE Smart Factory khởi công từ tháng 6/2019,Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1063,"Cơ quan chức năng cũng đã xác định nguyên nhân dẫn đến ngộ độc ở 14 em học sinh, hiện chỉ có 13 em bình phục và đi học bình thường, 1 em vẫn còn trong giai đoạn nguy kịch.","Cơ quan chức năng cũng đã lấy mẫu bệnh phẩm để xét nghiệm, xác định nguyên nhân dẫn đến ngộ độc ở các học sinh. Hiện 14 học sinh nói trên đã bình phục và đi học trở lại bình thường.",Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
1403,"Sau khi lễ động quan nghệ sĩ Vũ Linh hoàn thành vào ngày 8-3, linh cữu sẽ được đưa lên chùa để hỏa thiêu.","Theo cáo phó, lễ động quan sẽ diễn ra lúc 11h30 ngày 9-3. Sau đó, linh cữu được đưa đi an táng tại nghĩa trang hoa viên Bình Dương.",Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
926,Các hoa văn hình lục giác trong các bãi muối được hình thành do sự giãn nở và co lại của muối khi nó khô dưới ánh nắng mặt trời.,"các mô hình tổ ong được hình thành bởi một cơ chế bắt nguồn từ nhiệt động lực học cơ bản, tương tự như chuyển động của nước nóng và lạnh trong bộ tản nhiệt hoặc trong nồi nước sôi.",Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
189,"Số liệu của Tổng cục Dự trữ Nhà nước (DTNN) cho thấy có 16.920 tấn gạo hỗ trợ học sinh học kỳ I, năm học 2022 - 2023 trong tổng số 56.787 tấn gạo xuất cấp.","Số liệu của Tổng cục Dự trữ Nhà nước (DTNN) cho thấy, trong tổng số 56.787 tấn gạo xuất cấp , có 16.920 tấn gạo hỗ trợ nhân dịp Tết Nguyên đán;",Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
963,"Tình trạng già hóa dân số gia tăng đã được giải quyết triệt để bởi các chính sách và biện pháp như chương trình phòng chống lão hóa, chăm sóc sức khỏe người cao tuổi, đào tạo và tạo việc làm cho người cao tuổi. Ngoài ra, các hoạt động giáo dục và nâng cao nhận thức về sức khỏe và chăm sóc bản thân cũng đóng vai trò quan trọng trong việc ứng phó với tình trạng già hóa dân số.","Tình trạng già hóa dân số gia tăng nhanh chóng đặt ra nhiều thách thức trong việc đảm bảo chất lượng cuộc sống của người cao tuổi theo phương châm “sống vui, sống khỏe, sống có ích”. Bên cạnh đó, sự phát triển của thời đại công nghệ số, cuộc sống xã hội hiện đại cũng tạo nên nhiều khó khăn đối với người cao tuổi trong việc thích ứng, hòa nhập",Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
894,Loài cúc này tạo ra ruồi giả trên cánh hóa bằng cách tạo ra gene mới.,Vị trí của ruồi giả trên những cánh hoa do nhóm gene thứ ba quyết định.,Refuted,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
667,"Các bác sĩ thực hiện hồi sức tích cực và cố định xương sườn số 7,8 của ông T bằng đinh nhựa.",hồi sức tích cực cố định bằng nẹp vít cố định lại xương,Refuted,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
804,Thủ môn Huy Hoàng đứng trong khung gỗ thay thế thủ môn Văn Chuẩn ắng mặt do chấn thương (rách mí mắt) tại trận phân hạng Doha Cup 2023 rạng sáng nay 29.3.,"tại trận phân hạng Doha Cup 2023 rạng sáng nay 29.3, đó là thủ môn Văn Chuẩn đứng trong khung gỗ thay thế Huy Hoàng vắng mặt do chấn thương (rách mí mắt).",Refuted,Supported,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
1172,Bà Hoàng Phương Thảo khẳng định chuyện 2 đối tượng lạ mặt tiếp cận học sinh được chia sẻ trên mạng xã hội là hoàn toàn sai sự thật.,"bà Hoàng Phương Thảo - Trưởng phòng GD&ĐT thành phố Vinh, Nghệ An khẳng định, việc nhiều phụ huynh lên mạng xã hội đăng tin về việc học sinh bị bắt cóc là sai sự thật. Nội dung chia sẻ về việc 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh trên mạng xã hội là có một phần đúng.",Refuted,Supported,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
795,"Đoạn phim bắt đầu với cảnh quay khoảng 1,3 giờ trước khi va chạm cho thấy Dimorphos và Didymos ở khoảng cách xa đến mức hai tảng đá không gian không thể phân giải riêng lẻ.","Đoạn phim này bắt đầu với cảnh quay khoảng 1,3 giờ sau khi va chạm, cho thấy Dimorphos và Didymos ở khoảng cách xa đến mức hai tảng đá không gian không thể phân giải riêng lẻ",Refuted,Supported,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
1222,"Ngành du lịch TP Đà Nẵng đã và đang đẩy mạnh công tác xúc tiến, quảng bá điểm đến tới thị trường Trung Quốc, dự kiến năm 2023, Đà Nẵng đón 200.000- 300.000 lượt khách Trung Quốc.","ngành du lịch TP Đà Nẵng đã và đang đẩy mạnh công tác xúc tiến, quảng bá điểm đến tới thị trường Trung Quốc. Dự kiến năm nay, Đà Nẵng đón 200.000- 300.000 lượt khách Trung Quốc.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
782,"Ông Nguyễn Văn Giàu, nguyên Uỷ viên Uỷ ban Thường vụ Quốc hội, Là người có nhiều đóng góp trong quá trình xây dựng Luật Đất đai năm 2013, cho rằng quá trình xây dựng dự thảo Luật Đất đai (sửa đổi) đã bám sát chủ trương, đường lối, nghị quyết của Đảng, Nhà nước về đất đai.","ông Nguyễn Văn Giàu, nguyên Uỷ viên Uỷ ban Thường vụ Quốc hội Là người có nhiều đóng góp trong quá trình xây dựng Luật Đất đai năm 2013, cho rằng quá trình xây dựng dự thảo Luật Đất đai (sửa đổi) đã bám sát chủ trương, đường lối, nghị quyết của Đảng, Nhà nước về đất đai.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1130,"Đối thủ đã gây khó khăn cho Nguyễn Thùy Linh ngay lúc khởi đầu, tuy nhiên sau đó Thùy Linh dễ dàng giành thắng lợi ở ván đầu tiên với điểm số cách biệt 21-7.",Nguyễn Thùy Linh khởi đầu khá thuận lợi gây khó cho đối thủ Thùy Linh dễ dàng giành thắng lợi ở ván đầu tiên với điểm số cách biệt 21-7.,Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
457,"Sáng 25/3 Trung tướng Hồ Xuân Tùng và Trung tướng Hoàng Anh Tú trao quyết định công tác cán bộ, theo đó Thượng tá Nguyễn Tiến Dũng nghỉ công tác, nghỉ chờ hưu; Thượng tá Nguyễn Tú Tài giữ chức Chủ nhiệm Chính trị Học viện Hậu cần; Trung tướng Hà Thọ Bình giữ chức Phó Chỉ huy trưởng Bộ CHQS tỉnh Hà Tĩn.","Trung tướng Trần Võ Dũng và Trung tướng Hà Thọ Bình trao quyết định công tác cán bộ Sáng 24/3, Theo quyết định của Bộ trưởng Bộ Quốc phòng, đợt này Đại tá Hồ Xuân Tùng, Phó Chủ nhiệm Kỹ thuật Quân khu nghỉ công tác, nghỉ chờ hưu; Đại tá Hoàng Anh Tú, Phó Chỉ huy trưởng Bộ CHQS tỉnh Hà Tĩnh giữ chức Phó Chỉ huy trưởng, Tham mưu trưởng Bộ CHQS tỉnh Hà Tĩnh; Thượng tá Nguyễn Tiến Dũng, Phó Chính ủy Sư đoàn 968 giữ chức Chủ nhiệm Chính trị Học viện Hậu cần; Thượng tá Nguyễn Tú Tài, Phó Tham mưu trưởng Bộ CHQS tỉnh Hà Tĩnh giữ chức Phó Chỉ huy trưởng Bộ CHQS tỉnh Hà Tĩnh.",Refuted,Supported,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
660,Tình trạng gọi điện thoại để thông báo cho phụ huynh về việc học sinh phải nhập viện cấp cứu để chiếm đoạt tài sản đã từng là phương thức tấn công mục tiêu mà tội phạm công nghệ sử dụng.,Tình trạng gọi điện thoại để thông báo cho phụ huynh về việc học sinh phải nhập viện cấp cứu để chiếm đoạt tài sản là phương thức tấn công mục tiêu mà tội phạm công nghệ đang sử dụng,Refuted,Supported,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
107,"Thông tin 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học tại thành phố Vinh (Nghệ An) với ý đồ xấu đã nhanh chóng lan truyền đến nhóm phụ huynh học sinh, gây nên sự hoang mang đến các phụ huynh.","Gần đây nhiều nhóm phụ huynh tại thành phố Vinh (Nghệ An) lan truyền thông tin về hiện tượng 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học với ý đồ xấu. Thông tin này nhanh chóng được chia sẻ, cảnh báo đến nhiều nhóm phụ huynh nhiều trường học khác nhau tại thành phố Vinh (Nghệ An), khiến nhiều người hoang mang",Refuted,Supported,False,Ngữ cảnh phức hợp / Quan hệ nhân quả,,Cấu trúc câu phức nhiều mệnh đề dẫn đến việc mô hình bắt sai trọng tâm quan hệ.,
785,"Sở GTVT TP đã đề nghị Bộ GTVT thực hiện việc cấp phù hiệu phương tiện kinh doanh vận tải trực tuyến, đồng thời có những hướng dẫn giúp người dân đổi giấy phép lái xe do ngành giao thông vận tải cấp trên Cổng dịch vụ công thành phố.","Sở GTVT TP cũng nghiên cứu, kiến nghị Bộ GTVT thí điểm cấp phù hiệu phương tiện kinh doanh vận tải theo hình thức trực tuyến tuyên truyền, hướng dẫn người dân thực hiện Dịch vụ công để đổi giấy phép lái xe do ngành giao thông vận tải cấp trên Cổng dịch vụ công quốc gia.",Refuted,Supported,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
362,"Giải pháp công nghệ Kyokai, trong tiếng Nhật có nghĩa là Beyond the Boundaries làm cầu nối để các sản phẩm vật lý xuất hiện trên thế giới số, là cách của tiếp cận toàn cầu cho sản phẩm Việt Nam, giúp định danh và số hóa nhằm đưa các sản phẩm vật lý trong thế giới thực lên thế giới số.","làm cầu nối để các sản phẩm vật lý xuất hiện trên thế giới số, là cách của tiếp cận toàn cầu cho sản phẩm Việt Nam. Kyokai, trong tiếng Nhật có nghĩa là Beyond the Boundaries giúp định danh và số hóa nhằm đưa các sản phẩm vật lý trong thế giới thực lên thế giới số.",Supported,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
1267,Bí thư Thành ủy Hà Nội yêu cầu các thành viên Ban Chỉ đạo tăng cường tuyên truyền bảo đảm thống nhất nhận thức và hành động.,"Bí thư Thành ủy Hà Nội Đinh Tiến Dũng, ông Dũng yêu cầu các thành viên Ban Chỉ đạo tăng cường tuyên truyền bảo đảm thống nhất nhận thức và hành động",Supported,NEI,False,Suy luận bắc cầu / Cần liên kết thực thể,,Bằng chứng không trực tiếp khẳng định mà cần bước suy diễn ngầm từ các thực thể trong câu.,
356,HLV Troussier đã không gặp may khi Tiến Long bị một tấm thẻ đỏ ở phút 22 khiến U23 Việt Nam chơi thiếu người và khoảng cách về trình độ giữa hai đội lại càng thêm cách biệt.,"HLV Troussier đã không gặp may khi phải đối diện với ngọn núi lớn. Chưa hết, tấm thẻ đỏ của Tiến Long ở phút 22 khiến U23 Việt Nam chơi thiếu người và khoảng cách về trình độ giữa hai đội lại càng thêm cách biệt.",Supported,NEI,False,Phủ định / Ngữ nghĩa nghịch đảo,,Câu có từ phủ định hoặc đảo ngữ tinh vi khiến mô hình nhận định sai hướng quan hệ.,
1093,Những vũ khí hạt nhân có năng lực phá hủy quy mô lớn và sự gia tăng đáng lo ngại của việc sở hữu hạt nhân đã hình thành xu hướng từ 2017.,"những vũ khí này có năng lực phá hủy quy mô lớn, sự gia tăng này đáng lo ngại và đã hình thành xu hướng từ năm 2017.",Supported,NEI,False,Số liệu / Thời gian / Định lượng,,"Mô hình nhầm lẫn giữa các con số, mốc thời gian hoặc đơn vị định lượng cụ thể.",
