source_row,statement,evidence,label_name,predicted_label,is_correct
81,"Việc nghệ sĩ Vũ Linh qua đời vào tối ngày 5/3 khiến nhiều nghệ sĩ cảm thấy bàng hoàng, trên các trang mạng cũng ngập tràng lời tiếc thương.","Trên các trang mạng cũng tràn ngập lời tiếc thương. Thông tin nghệ sĩ Vũ Linh, khiến giới sân khấu bàng hoàng. ra đi lúc trưa 5-3",Refuted,Supported,False
82,"Nguyễn Thị Tâm sẽ đối đầu với Nikhat Zareen, võ sĩ nước chủ nhà Ấn Độ, trong trận chung kết Giải vô địch Boxing nữ thế giới 2023 hạng 48-50 kg.","đến vòng bán kết, nữ võ sĩ Việt Nam Nguyễn Thị Tâm gặp võ sĩ người Pháp Lkhadiri Wassila",Supported,Refuted,False
85,"Theo sửa đổi khoản 1 và khoản 2 Điều 1 về nhân sự tại Quyết định số 596/QĐ-TTg, Thủ tướng Chính phủ Phạm Minh Chính là Trưởng Ban Chỉ đạo quốc gia.","Theo đó, sửa đổi khoản 1 và khoản 2 Điều 1 về nhân sự tại Quyết định số 596/QĐ-TTg của Thủ tướng Chính phủ về việc thành lập Ban Chỉ đạo quốc gia về hội nhập quốc tế như sau: Trưởng Ban Chỉ đạo quốc gia là Thủ tướng Chính phủ Phạm Minh Chính.",Supported,Refuted,False
87,Câu chuyện bị đánh rớt của Wesley Anna được nhiều người tin tưởng nên cô đã đưa ra một số tài liệu thống kê những nơi mình đã ứng tuyển.,"cách đưa ra một số tài liệu thống kê tất cả những nơi cô đã ứng tuyển Không ít người cảm thấy khó tin bị đánh rớt khi xin việc"",",Refuted,Supported,False
91,"Trận động đất độ lớn 7,8 có tâm chấn tại Thổ Nhĩ Kỳ đã gây thiệt hại lớn tại nước này và hai nước láng giềng là Bulgaria và Syria, có hàng chục nghìn người bị thương, cướp đi sinh mạng của hơn 29.000 người.","trận động đất độ lớn 7,8 có tâm chấn tại Thổ Nhĩ Kỳ đã gây thiệt hại lớn tại nước này và nước láng giềng Syria. trận động đất này đã cướp đi sinh mạng của hơn 29.000 người tại cả hai nước trong khi có hàng chục nghìn người bị thương",NEI,Refuted,False
93,Biện pháp xác minh bằng giọng nói của người dùng sẽ được TikTok cũng sẽ áp dụng để chánh lộ thông tin và sẽ không thể xác định danh tính người dùng nếu thiếu địa chỉ nhà.,"TikTok cũng sẽ áp dụng biện pháp ""giả danh tính"" dữ liệu cá nhân để tạo ra một lớp bảo vệ thông tin người dùng biện pháp này, sẽ không thể xác định danh tính người dùng nếu thiếu thông tin bổ sung",Refuted,NEI,False
96,"Sở cũng yêu cầu các cơ sở giáo dục phối hợp với lực lượng chức năng tại địa phương đảm bảo trật tự, an toàn cho học sinh, sinh viên tại những khu vực đông đúc gần trường.","Sở cũng yêu cầu các cơ sở giáo dục phối hợp với lực lượng chức năng tại địa phương đảm bảo trật tự, an toàn cho học sinh, sinh viên tại khu vực cổng trường.",Refuted,NEI,False
107,"Thông tin 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học tại thành phố Vinh (Nghệ An) với ý đồ xấu đã nhanh chóng lan truyền đến nhóm phụ huynh học sinh, gây nên sự hoang mang đến các phụ huynh.","Gần đây nhiều nhóm phụ huynh tại thành phố Vinh (Nghệ An) lan truyền thông tin về hiện tượng 2 thanh niên lạ mặt đi xe máy, tiếp cận học sinh ở nhiều trường học với ý đồ xấu. Thông tin này nhanh chóng được chia sẻ, cảnh báo đến nhiều nhóm phụ huynh nhiều trường học khác nhau tại thành phố Vinh (Nghệ An), khiến nhiều người hoang mang",Refuted,Supported,False
108,BV Hoàn Mỹ Sài Gòn là BV duy nhất tại Việt Nam phát hiện ung thư gan khi khám sức khỏe tổng quát.,"Bệnh viện (BV) Hoàn Mỹ Sài Gòn, cho biết nơi đây vừa phát hiện một trường hợp bị ung thư gan",NEI,Refuted,False
109,"Vào ngày 6/3, cơn bão lần đầu tiên được đặt tên là Freddy và đã di chuyển hơn 8.000 km qua phía nam Ấn Độ Dương tới đông nam châu Phi.",Freddy được đặt tên lần đầu tiên vào ngày 6/2 cơn bão di chuyển hơn 8.000 km qua phía nam Ấn Độ Dương tới đông nam châu Phi,Refuted,Supported,False
125,"Nhiễm nấm thông thường được chỉ định dùng thuốc kháng nấm, tuyệt đối không được đặt ống dẫn lưu do có thể gây nhiễm nấm nặng hơn.","Thông thường, nó được điều trị bằng thuốc kháng nấm và phẫu thuật để dẫn lưu. Sau đó, các bác sĩ rút mủ và gửi mẫu đến phòng xét nghiệm của trung tâm hợp tác của Tổ chức Y tế thế giới (WHO) ở Ấn Độ.",Refuted,NEI,False
126,Cách đây khoảng 109 năm Yersin đã tìm cách lên đỉnh núi Hòn Bà ở độ cao 1.500m cùng với cộng sự của mình.,"Theo bài viết của chính bác sĩ Alexandre Yersin đăng trên Tập san Hội Nghiên cứu Đông Dương, cách đây khoảng 109 năm (vào năm 1914), ông đã quan sát và tìm cách lên một đỉnh núi Hòn Bà ở độ cao khoảng 1.500m",NEI,Refuted,False
127,Độ tuổi nghỉ hưu ở nước Anh dự kiến là sẽ tăng lên 68 tuổi trong vòng 23 năm tới.,"Độ tuổi này dự kiến sẽ tăng lên 67 trong giai đoạn 2026 - 2028, tiếp đó sẽ được nâng lên mức 68 trong giai đoạn 2044 - 2046.",Supported,NEI,False
128,"Gần 11.400 máy tính bảng được Chủ tịch nước trao tặng học sinh vùng sâu, vùng xa trong tỉnh Kon Tum vào chiều 7/3.","Gần 11.400 máy tính bảng được trao tặng học sinh vùng sâu, vùng xa trong tỉnh Kon Tum vào chiều 7/3.",NEI,Refuted,False
129,"Tổng lợi nhuận kế toán sau thuế của LPB đạt 5.690 tỷ đồng và 4.510 tỷ đồng lãi sau thuế, ESP tăng từ 2.135 đồng của năm 2021 lên 2.671 đồng trong năm 2022.",LPB đạt 5.690 tỷ đồng tổng lợi nhuận kế toán trước thuế và 4.510 tỷ đồng lãi sau thuế (EPS) tăng từ 2.135 đồng của năm 2021 lên 2.671 đồng trong năm 2022.,Refuted,Supported,False
139,Roy vẫn không nắm được những yếu tố cụ thể đã góp phần vào màn trình diễn tệ hại của Man Utd trước Fulham.,Roy Keane cho rằng Man Utd thi đấu tệ hại tới mức không thể tin nổi,NEI,Refuted,False
143,Nhà máy MPE Smart Factory đã được khánh thành vào ngày 25/3 sau khoảng 10 năm xây dựng.,khánh thành chiều tối 25/3 MPE Smart Factory khởi công từ tháng 6/2019,Refuted,NEI,False
144,Bộ trưởng Quốc phòng Nga trao Huân chương dũng cảm cho các phi công vì đã ngăn chặn chiếc máy bay do thám không người lái của Mỹ trên địa phận của Nga.,"Ngày 22/3, Bộ trưởng Quốc phòng Nga Sergei Shoigu trao Huân chương dũng cảm cho các phi công lái tiêm kích Su-27 vì đã ngăn chặn chiếc máy bay do thám không người lái của Mỹ trên Biển Đen, Bộ Quốc phòng Nga cho biết.",Supported,Refuted,False
169,"Châu Phi đã bị bỏ quên dưới thời tổng thống Donald Trump, tạo cơ hội cho Nga và Trung Quốc gây ảnh hưởng lên Châu Phi.",Có thể nói lục địa đen đã bị bỏ quên nặng nề dưới trào tổng thống Donald Trump và đó là cơ hội để Nga và Trung Quốc gia tăng ảnh hưởng,NEI,Refuted,False
178,"Người dự tuyển phải trải qua tập huấn tối thiểu 12 tháng, đồng thời đối với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.","Người dự tuyển phải trải qua tập huấn tối thiếu 12 tháng, Với đăng kiểm viên bậc cao phải có 36 tháng kinh nghiệm.",Supported,Refuted,False
180,"Bà Ngô Thị Kim Yến, Phó chủ tịch TP Đà Nẵng cho biết, Ma nhai tại danh thắng Ngũ Hành Sơn là niềm vinh dự, tự hào của đất nước Việt Nam nói chung và Đà Nẵng nói riêng.","bà Ngô Thị Kim Yến, Phó chủ tịch TP Đà Nẵng cho biết, đây là niềm vinh dự, tự hào của đất nước Việt Nam nói chung và Đà Nẵng nói riêng",Supported,NEI,False
182,Các nạn nhân còn lại của vụ nổ đều thuộc diện hộ nghèo và đang được điều trị tại bệnh viện.,Những nạn nhân còn lại đang được tiếp tục điều trị tại bênh viện Các nạn nhân trong vụ việc đều thuộc diện hộ nghèo.,Refuted,Supported,False
183,"Thông tin từ cơ quan điều tra, ông Nguyễn Quốc Bắc có liên quan tới việc tổ chức đánh bạc trái phép, các cơ quan chức nắng đang làm rõ vụ việc.","Thông tin từ cơ quan điều tra, ông Nguyễn Quốc Bắc có nhiều sai phạm trong việc giao đất tái định cư và đất ở không thông qua đấu giá liên quan đến nhiều dự án như: Hồ Đồng Nai, hồ Nam Phương II, tuyến tránh Quốc lộ 20, Khu công nghiệp Lộc Sơn.",Refuted,NEI,False
185,"Tòa án quận trung tâm Seoul tuyên buộc chính phủ Hàn Quốc phải bồi thường cho bà Nguyễn Thị Thanh, nạn nhân vụ thảm sát ở thôn Phong Nhi, Phong Nhất, những thiệt hại do binh lính Hàn Quốc gây ra năm 1968.","theo TTXVN, Tòa án quận trung tâm Seoul, Hàn Quốc ngày 7/2 đã ra phán quyết sơ thẩm yêu cầu Chính phủ Hàn Quốc bồi thường hơn 30 triệu won (23.900 USD) cho bà Nguyễn Thị Thanh",Supported,NEI,False
189,"Số liệu của Tổng cục Dự trữ Nhà nước (DTNN) cho thấy có 16.920 tấn gạo hỗ trợ học sinh học kỳ I, năm học 2022 - 2023 trong tổng số 56.787 tấn gạo xuất cấp.","Số liệu của Tổng cục Dự trữ Nhà nước (DTNN) cho thấy, trong tổng số 56.787 tấn gạo xuất cấp , có 16.920 tấn gạo hỗ trợ nhân dịp Tết Nguyên đán;",Refuted,NEI,False
191,Nhà thiết kế kỹ thuật số Wesley Anna vẫn bị thất nghiệp dù có cả 10 năm kinh nghiệm.,"Dù có cả chục năm kinh nghiệm làm việc, bị từ chối và rơi vào cảnh thất nghiệp Wesley Anna một nhà thiết kế kỹ thuật số",Supported,Refuted,False
199,"Theo AP, giá dầu giảm hơn 2 USD/thùng nhưng đồng bảng và AUD đều tăng giá so với đồng USD.",", giá dầu giảm hơn 2 USD/thùng còn đồng euro, đồng bảng và AUD đều tăng giá so với đồng USD",Supported,Refuted,False
219,"Trong những clip quảng cáo thuốc, thực phẩm chức năng và mỹ phẩm, nhiều người tự nhận mình có bệnh và dùng thuốc xong thì hết hoàn toàn.","Nhiều nghệ sĩ khác cũng từng tham gia quảng cáo thuốc, thực phẩm chức năng, mỹ phẩm... Nhiều người tự nhận mình có bệnh và uống xong thuốc thì khỏi bệnh.",Supported,NEI,False
236,Chính phủ Ukraine phủ nhận có liên quan đến vụ việc UAV ở Nga và chưa đưa ra bất kỳ bình luận chính thức nào về vấn đề này.,Kiev chưa bình luận về vụ việc.,Refuted,NEI,False
242,"Trưởng Ban Tuyên giáo Trung ương Nguyễn Trọng Nghĩa tại Lễ kỷ niệm 70 năm Ngày truyền thống nhiếp ảnh Việt Nam đã phát biểu ‘Nhiếp ảnh cách mạng đã tạo nên một pho sử bằng ảnh vô cùng quý giá về đất nước, con người Việt Nam trong chiến đấu, lao động sản xuất; góp phần lan tỏa những giá trị tốt đẹp của con người, dân tộc Việt Nam’.","Trưởng Ban Tuyên giáo Trung ương Nguyễn Trọng Nghĩa tại Lễ kỷ niệm 70 năm Ngày truyền thống nhiếp ảnh Việt Nam ‘Nhiếp ảnh cách mạng đã tạo nên một pho sử bằng ảnh vô cùng quý giá về đất nước, con người Việt Nam trong chiến đấu, lao động sản xuất; góp phần lan tỏa những giá trị tốt đẹp của con người, dân tộc Việt Nam’.",Supported,Refuted,False
246,"Sau vụ cháy rừng phòng hộ ở tỉnh Bà Rịa - Vũng Tàu, Sở Nông nghiệp và Phát triển nông thôn tỉnh đã nhận được thông tin và yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ tiếp tục giám sát các vị trí cháy nhằm ngăn chặn đám cháy bùng phát. Hiện tại, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu đã chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tiến hành điều tra nguyên nhân gây cháy rừng, xác định trách nhiệm của tổ chức và cá nhân liên quan, và tiến hành xử lý nghiêm theo quy định.","Trong tối 29/3, Sở Nông nghiệp và Phát triển nông thôn tỉnh yêu cầu lực lượng Kiểm lâm cùng các lực lượng hỗ trợ cắt cử người tiếp tục giám sát các vị trí cháy đề phòng đám cháy bùng phát trở lại Đến thời điểm hiện nay, đám cháy không gây thiệt hại về người. Công an tỉnh Bà Rịa - Vũng Tàu chỉ đạo các phòng nghiệp vụ, Công an thành phố Bà Rịa và Công an thị xã Phú Mỹ tổ chức xem xét hiện trường, điều tra làm rõ nguyên nhân gây cháy rừng, làm rõ trách nhiệm của tổ chức, cá nhân liên quan đến cháy rừng, kịp thời xử lý nghiêm theo quy định.",NEI,Supported,False
265,Bí thư Tỉnh ủy Bình Thuận đã tặng hoa chúc mừng và mong muốn ông Võ Thanh Bình sẽ hoàn thành tốt nhiệm vụ của mình sắp tới.,"Ông Dương Văn An, Bí thư Tỉnh ủy đã trao quyết định, tặng hoa chúc mừng và mong muốn ông Võ Thanh Bình tiếp tục phát huy trí tuệ, phẩm chất đạo đức, hoàn thành tốt nhiệm vụ được giao.",Supported,NEI,False
266,"Phó Cục trưởng Cục Viễn thông ông Nguyễn Phong Nhã sinh năm 2000 cho biết các doanh nghiệp viễn thông phải rà soát, ban hành, cập nhật các quy trình, quy định của doanh nghiệp theo đúng quy định tại Nghị định 49/2017.","Ông Nguyễn Phong Nhã, Phó Cục trưởng Cục Viễn thông các doanh nghiệp viễn thông phải rà soát, ban hành, cập nhật các quy trình theo đúng quy định tại Nghị định 49/2017 quy định của doanh nghiệp",NEI,Refuted,False
270,Offset và Takeoff là họ hàng bên nội và cùng lớn lên bên ngoài thành phố Atlanta – Mỹ.,"Họ có họ hàng với nhau, cùng lớn lên bên ngoài thành phố Atlanta – Mỹ.",NEI,Refuted,False
287,"Theo thông tin UBND phường Quán Trữ, dãy nhà được xây dựng trên thửa đất rộng gần 1.000m2, không có giấy phép và xây dựng chung tường, chung móng với các căn nhà liền kề.","Theo UBND phường Quán Trữ, dãy nhà ở liền kề được xây dựng trên thửa đất rộng gần 1.000m2 công trình xây dựng này chưa được tách thửa, chưa được cấp phép xây dựng và các căn nhà liền kề được xây dựng chung tường, chung móng.",Supported,Refuted,False
294,"Bụi bẩn ảnh hưởng đến sức khỏe, việc kinh doanh, ... của người đi ngang khu vực này.","Bụi thì nhiều, có lẽ đến khi đường xong, người dân sẽ đổ bệnh cả"", Ngoài ảnh hưởng đến sinh hoạt, gia đình nào kinh doanh còn bị ảnh hưởng. Ngoài ảnh hưởng đến cuộc sống người dân, xe cộ đi qua bị khuất tầm nhìn.",Refuted,NEI,False
297,Triển lãm tranh tại phòng tranh May Artspace là tin vui của họa sĩ Bùi Quang Viễn vì trước đây ông suýt bị tiêu hủy tranh và xử phạt.,"họa sĩ Bùi Quang Viễn triển lãm tranh tại phòng tranh May Artspace trước đây, ông đã suýt bị tiêu hủy tranh và bị xử phạt hành chính",Supported,Refuted,False
304,"Với lịch thi chi tiết từng ngày, địa chỉ https://www.facebook.com/tuyensinhso có đăng hình ảnh mạo danh Bộ GD-ĐT công bố đề thi tốt nghiệp THPT năm 2023.","địa chỉ https://www.facebook.com/tuyensinhso có đăng hình ảnh mạo danh Bộ GD-ĐT công bố lịch thi tốt nghiệp THPT năm 2023, với lịch thi chi tiết từng ngày",Refuted,NEI,False
308,"Chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ với tỉ lệ án bị hủy, sửa do nguyên nhân chủ quan chỉ còn 1,5%.","chất lượng xét xử và giải quyết các vụ án, vụ việc có nhiều tiến bộ Tỉ lệ các bản án bị hủy, sửa do nguyên nhân chủ quan được hạn chế ở mức thấp, dưới 1,5%.",Supported,Refuted,False
313,"Sở Y tế sẽ tăng cường các nỗ lực giám sát, xét nghiệm và truy tìm, cũng như các biện pháp điều trị và phòng ngừa COVID-19 và các bệnh truyền nhiễm khác, đồng thời thúc đẩy các chiến dịch giáo dục sức khỏe và tiêm chủng.","Ngành Y tế tăng cường chỉ đạo, giám sát, kiểm tra, đôn đốc và hỗ trợ tuyến dưới; tổ chức đào tạo về chuyên môn nghiệp vụ, thống kê báo cáo, mở rộng triển khai sử dụng hệ thống báo cáo điện tử cho tất cả các tuyến; thường xuyên giám sát các trường hợp mắc COVID-19, giám sát cộng đồng, thực hiện giám sát biến thể của virus SARS-CoV-2.",Supported,NEI,False
314,"Nguyễn Thị Tâm (xanh) đấu sòng phẳng với Nikhat Zareen. Trong hiệp đấu đầu tiên, Tâm chủ động tấn công, nhưng bị trọng tài phạt thẻ vàng không hợp lý với lỗi xô ngã đối thủ. Kết thúc hiệp 1, Nguyễn Thị Tâm nhận điểm 9 từ 5 trọng tài, trong khi Nikhat Zareen được 10 điểm. Trong hiệp hai, khi đến lượt võ sĩ chủ nhà nhận thẻ vàng, điểm số của Tâm không chênh lệch quá nhiều so với Nikhat Zareen. Tâm có ba điểm 10 và hai điểm 9, trong khi Zareen có ba điểm 10 và hai điểm 9. Trong hiệp đấu thứ 3, Tâm gặp phải sự chơi xấu từ đối thủ và trọng tài không nhận ra. Kết quả, Tâm bị gãy đùi trái và buộc phải bỏ cuộc.","Nguyễn Thị Tâm (xanh) đối đầu sòng phẳng với Nikhat Zareen Ở hiệp đấu đầu tiên, Nguyễn Thị Tâm chủ động tấn công trước Nikhat Zareen nhưng mọi thứ lại đi ngược với ý đồ khi cô bị trọng tài phạt thẻ vàng với lỗi xô ngã đối thủ hết sức vô lý Kết thúc hiệp 1, Nguyễn Thị Tâm được 5 trọng tài cho điểm 9 Nikhat Zareen nhận được đến năm điểm 10 ở hiệp hai khi đến lượt võ sĩ chủ nhà nhận thẻ vàng, tuy vậy, do không thể tung đòn hạ knock-out đối thủ, điểm số mà Nguyễn Thị Tâm nhận được không nhiều hơn bao nhiêu hơn so với Nikhat Zareen với ba điểm 10, hai điểm 9 so với hai điểm 10, ba điểm 9 của Nikhat Zareen",NEI,Refuted,False
322,"Lúc đầu Asuka Takahashi chưa bắt nhịp được trận đầu, tuy nhiên cô đã dần thích nghi và chủ động tấn công, dẫn trước tay vợt chủ nhà với tỷ số 5-1.","Takahashi dần thích nghi và chủ động tấn công, dẫn trước tay vợt chủ nhà 5-1 Asuka Takahashi chưa kịp bắt nhịp trận đấu",Supported,Refuted,False
323,"Nhờ vào công nghệ nhận dạng gương mặt, Xoxe có thể triển trí tuệ cảm xúc cao cấp, nhận ra ""người tốt, kẻ xấu"" và sẽ chỉ tương tác với người tốt.","Thông qua công nghệ nhận dạng gương mặt tích hợp trên camera robot sẽ phát triển trí tuệ cảm xúc cao cấp Khả năng của Xoxe không chỉ có thế mà còn có thể nhận biết ""người tốt kẻ xấu"" khi giao tiếp",NEI,Refuted,False
327,"Bóng dáng người cha lặng lẽ của Võ Minh Lâm, trước đó là một anh kép cải lương với nghệ danh Duy Sơn, được nhiều người bắt gặp khi cặm cụi chạy xe máy chở người con trai 18 tuổi từ Cần Thơ lên Sài Gòn thi.","Cha của Võ Minh Lâm vốn là một anh kép cải lương, nghệ danh Duy Sơn. người ta đã bắt gặp bóng dáng người cha lặng lẽ của Võ Minh Lâm cặm cụi chạy xe máy chở con trai 17 tuổi từ Cần Thơ lên Sài Gòn thi.",Refuted,Supported,False
343,"Đây cũng là năm đầu tiên Báo Thể thao và Văn hóa áp dụng công nghệ Blockchain vào công tác tổ chức và phát hành những NFT, tài sản ảo đại diện cho những hình ảnh, video clip độc bản, video độc quyền của những đề cử và của Giải thưởng Cống hiến”, ông Lê Xuân Thành cho biết.","Đây cũng là năm đầu tiên Báo Thể thao và Văn hóa áp dụng công nghệ Blockchain vào công tác tổ chức và phát hành những NFT, tài sản ảo đại diện cho những hình ảnh, video clip độc bản của những đề cử và của Giải thưởng Cống hiến”, ông Lê Xuân Thành cho biết.",NEI,Refuted,False
355,"Wesleyan University xếp hạng 18 trong các trường đại học khai phóng, thuộc bang Connecticut, Mỹ đã chấp nhận dành học bổng toàn phần với trị giá lên đến 370.000 USD cho Tường Anh.","Wesleyan University dành học bổng toàn phần với trị giá lên đến 370.000 USD Wesleyan University xếp hạng 18 trong các trường đại học khai phóng, thuộc bang Connecticut, Mỹ.",Supported,NEI,False
356,HLV Troussier đã không gặp may khi Tiến Long bị một tấm thẻ đỏ ở phút 22 khiến U23 Việt Nam chơi thiếu người và khoảng cách về trình độ giữa hai đội lại càng thêm cách biệt.,"HLV Troussier đã không gặp may khi phải đối diện với ngọn núi lớn. Chưa hết, tấm thẻ đỏ của Tiến Long ở phút 22 khiến U23 Việt Nam chơi thiếu người và khoảng cách về trình độ giữa hai đội lại càng thêm cách biệt.",Supported,NEI,False
358,Dịch vụ điều tra và thám tử được Thủ tướng ban hành hệ thống ngành kinh tế Việt Nam ghi nhận mã ngành về dịch vụ điều tra là 8030 - 8030 - 80300.,Thủ tướng ban hành hệ thống ngành kinh tế Việt Nam ghi nhận mã ngành về dịch vụ điều tra là 803 - 8030 - 80300. Nhóm này gồm dịch vụ điều tra và thám tử.,Refuted,Supported,False
362,"Giải pháp công nghệ Kyokai, trong tiếng Nhật có nghĩa là Beyond the Boundaries làm cầu nối để các sản phẩm vật lý xuất hiện trên thế giới số, là cách của tiếp cận toàn cầu cho sản phẩm Việt Nam, giúp định danh và số hóa nhằm đưa các sản phẩm vật lý trong thế giới thực lên thế giới số.","làm cầu nối để các sản phẩm vật lý xuất hiện trên thế giới số, là cách của tiếp cận toàn cầu cho sản phẩm Việt Nam. Kyokai, trong tiếng Nhật có nghĩa là Beyond the Boundaries giúp định danh và số hóa nhằm đưa các sản phẩm vật lý trong thế giới thực lên thế giới số.",Supported,NEI,False
368,Trung Quốc cho biết nước này không chấp nhận những cáo buộc vô lý từ Mỹ và họ luôn tuân thủ các quy tắc quốc tế.,Trung Quốc cho biết họ luôn tuân thủ các quy tắc quốc tế Chúng tôi không chấp nhận những cáo buộc vô lý từ Mỹ,Supported,Refuted,False
374,"Đường vành đai phía Tây TP Cần Thơ có đầu giao với Quốc lộ 91, điểm cuối giao với Quốc lộ 61C, có ảnh hưởng đến 1.380 hộ dân và chỉ mới có 419 trường hợp được bồi thường.","Điểm đầu giao với Quốc lộ 91 đoạn sau cầu Ô Môn, điểm cuối giao với Quốc lộ 61C. Đường vành đai phía Tây TP Cần Thơ ảnh hưởng khoảng 1.380 hộ dân. chi trả bồi thường cho khoảng 419 trường hợp.",Supported,Refuted,False
389,Nhà đầu tư nước ngoài đã mua vào gần 1.375 tỷ đồng và bán ra 1.500 tỷ đồng.,Nhà đầu tư nước ngoài hôm nay mua vào gần 1.500 tỷ đồng và bán ra 1.375 tỷ đồng,Refuted,Supported,False
392,Giá ngô và lúa mỳ nhập khẩu trên thị trường trong nước tiếp tục giảm so với đầu tháng 3.,giá ngô được chào bán trong khoảng 7.800-8.200 đồng/kg,Supported,NEI,False
402,Tường Anh vinh dự là học sinh Việt Nam giành được học bổng và chọn chuyên ngành khoa học máy tính của Wesleyan University.,"Tường Anh vinh dự là học sinh Việt Nam giành được học bổng danh giá Em chọn chuyên ngành khoa học máy tính, vì muốn thử nghiệm các thế mạnh của bản thân để quyết định nghề nghiệp trong tương lai",Supported,NEI,False
