claim_id,claim_index,claim,retrieved_evidence,bm25_score,rank,is_gold,label,gold_evidence,entity_match,number_match,date_match,fact_score,bm25_max,bm25_norm,rerank_score,bm25_rank,rerank_rank
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","Công an TP HCM khám xét Công ty Mirae Asset Cảnh sát xác định Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay của Công ty Tài chính TNHH MTV Mirae Asset Việt Nam (Mã số doanh nghiệp: 0311132506; địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM) và một số tổ chức tín dụng khác nhưng không có khả năng trả.",15.0159,1,True,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay",1.0,1.0,0.5,0.9,15.0159,0.9999999334039297,0.97,1,1
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","(NLĐO)- Sau khi mua khoản nợ từ Công ty Mirae Asset, các đối tượng Công ty TNHH Mua bán nợ DSP đã nhắn tin, gọi điện chửi bới, đe dọa hoặc cắt ghép ảnh của khách vay, người thân, đồng nghiệp của khách vay vào các hình ảnh đồi trụy rồi đăng lên các trang mạng xã hội để bôi nhọ Ngày 25-3, nguồn tin cho biết Cơ quan Cảnh sát điều tra Công an TP Hà Nội đang điều tra vụ án hình sự Cưỡng đoạt tài sản xảy ra trên địa bàn TP Hà Nội và một số tỉnh, TP trên cả nước.",2.1894,2,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay",0.25,0.0,0.5,0.2,15.0159,0.14580543651692962,0.1621,2,2
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","liên quan đến Công ty Tài chính TNHH MTV Mirae Asset Việt Nam, Công ty TNHH Mua bán nợ DSP đến Cơ quan Cảnh sát điều tra Công an TP Hà Nội để tố giác, cung cấp các thông tin, tài liệu liên quan đến vụ án.",1.5932,3,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay",0.25,0.0,0.5,0.2,15.0159,0.10610085934903274,0.1343,3,3
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","Sau khi có các thông tin khách hàng và các thông tin khoản nợ từ Công ty Mirae Asset, các đối tượng sử dụng nhiều số điện thoại khác nhau để nhắn tin, gọi điện chửi bới, đe dọa hoặc cắt ghép ảnh của khách vay, người thân, đồng nghiệp của khách vay vào các hình ảnh đồi trụy, các thông tin không đúng sự thật rồi đăng lên các trang mạng xã hội để bôi nhọ, gây sức ép buộc người vay phải trả tiền.",1.3851,4,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay",0.0,0.0,0.5,0.1,15.0159,0.09224221710039245,0.0946,4,4
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","Để phục vụ công tác điều tra, Cơ quan Cảnh sát điều tra Công an TP Hà Nội đề nghị các cá nhân đã từng vay tiền hoặc cá nhân không vay tiền nhưng bị các đối tượng gọi điện, nhắn tin, nhắc nợ, chửi bới, đe dọa...",1.0425,5,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay",0.0,0.0,0.5,0.1,15.0159,0.06942640338398608,0.0786,5,5
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Tuy nhiên, thạc sĩ Quỳnh Anh lưu ý: ""Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",36.8504,1,True,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",0.5,0.5,0.5,0.5,36.8504,0.9999999728632533,0.85,1,1
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới.",33.1628,2,True,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",0.5,0.5,0.5,0.5,36.8504,0.8999305055052182,0.78,2,2
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Vì vậy, họ có khả năng sử dụng công nghệ mới một cách tự nhiên hơn các thế hệ trước đó.",19.9968,3,True,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",0.5,0.5,0.5,0.5,36.8504,0.5426480976421397,0.5299,3,3
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Nhưng các bạn có thay đổi thế giới một cách tích cực hay không thì phụ thuộc vào sự hỗ trợ giúp đỡ của các thế hệ đi trước rất nhiều"".",16.7909,4,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",0.5,0.5,0.5,0.5,36.8504,0.455650401199162,0.469,4,4
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.",Gen Alpha (Thế hệ Alpha) được xem là những 'con người công nghệ' khi được sinh ra cùng thời điểm với sự xuất hiện của iPad và Instagram.,15.41,5,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",0.5,0.5,0.5,0.5,36.8504,0.418177267596084,0.4427,5,5
dev_4933,4933,Sức chứa của hệ thống kho khí hóa lỏng (LPG) của cả nước hiện tại có 10 kho dung tích 10.000 m3 nhưng chưa có kho được đưa vào hoạt động.,Hiện cả nước chỉ có 10 kho có dung tích từ 10.000 m3 trở lên và chưa có kho khí thiên nhiên hóa lỏng (LNG) được đưa vào hoạt động.,61.6382,1,True,0,Sức chứa của hệ thống kho khí hóa lỏng (LPG) còn hạn chế Hiện cả nước chỉ có 10 kho có dung tích từ 10.000 m3 trở lên và chưa có kho khí thiên nhiên hóa lỏng (LNG) được đưa vào hoạt động.,0.5,1.0,0.5,0.7,61.6382,0.9999999837762948,0.91,1,1
dev_4933,4933,Sức chứa của hệ thống kho khí hóa lỏng (LPG) của cả nước hiện tại có 10 kho dung tích 10.000 m3 nhưng chưa có kho được đưa vào hoạt động.,"Một số cơ sở vật chất được thiết kế theo các tiêu chuẩn cũ đã không đáp ứng được các tiêu chuẩn hiện tại, cần cải tạo, sửa chữa nhiều để đảm bảo phù hợp với yêu cầu thực tế và bảo đảm an toàn cho quá trình vận hành. Sức chứa của hệ thống kho khí hóa lỏng (LPG) còn hạn chế.",21.5242,2,False,0,Sức chứa của hệ thống kho khí hóa lỏng (LPG) còn hạn chế Hiện cả nước chỉ có 10 kho có dung tích từ 10.000 m3 trở lên và chưa có kho khí thiên nhiên hóa lỏng (LNG) được đưa vào hoạt động.,0.5,0.0,0.5,0.3,61.6382,0.3492022747386804,0.3344,2,2
dev_4933,4933,Sức chứa của hệ thống kho khí hóa lỏng (LPG) của cả nước hiện tại có 10 kho dung tích 10.000 m3 nhưng chưa có kho được đưa vào hoạt động.,"Tuy nhiên, hiện chưa có hệ thống kho riêng cho dự trữ quốc gia.",16.5203,3,False,0,Sức chứa của hệ thống kho khí hóa lỏng (LPG) còn hạn chế Hiện cả nước chỉ có 10 kho có dung tích từ 10.000 m3 trở lên và chưa có kho khí thiên nhiên hóa lỏng (LNG) được đưa vào hoạt động.,0.5,0.0,0.5,0.3,61.6382,0.26802047645744886,0.2776,3,3
dev_4933,4933,Sức chứa của hệ thống kho khí hóa lỏng (LPG) của cả nước hiện tại có 10 kho dung tích 10.000 m3 nhưng chưa có kho được đưa vào hoạt động.,"TS. Bùi Ngọc Bảo, Chủ tịch Hiệp hội Xăng dầu Việt Nam cho rằng, trong quá trình thực hiện Quy hoạch cần tiếp tục có sự điều chỉnh phù hợp, tránh quy hoạch cứng khi cơ cấu năng lượng sẽ có sự thay đổi trong thời gian tới - Ảnh: VGP/Minh Khôi Theo báo cáo của Bộ Công thương, hệ thống kho dự trữ xăng dầu được phân bố trên phạm vi cả nước.",11.968,4,False,0,Sức chứa của hệ thống kho khí hóa lỏng (LPG) còn hạn chế Hiện cả nước chỉ có 10 kho có dung tích từ 10.000 m3 trở lên và chưa có kho khí thiên nhiên hóa lỏng (LNG) được đưa vào hoạt động.,0.5,0.0,0.5,0.3,61.6382,0.19416530342928082,0.2259,4,4
dev_4933,4933,Sức chứa của hệ thống kho khí hóa lỏng (LPG) của cả nước hiện tại có 10 kho dung tích 10.000 m3 nhưng chưa có kho được đưa vào hoạt động.,"Quy hoạch hạ tầng dự trữ, cung ứng xăng dầu, khí đốt quốc gia thời kỳ 2021-2030, tầm nhìn đến năm 2050 đặt mục tiêu đảm bảo sức chứa dự trữ dầu thô và sản phẩm xăng dầu cả nước đạt 75-80 ngày nhập ròng, tiến tới đạt 90 ngày nhập ròng, đáp ứng tiêu chí của Tổ chức Năng lượng quốc tế; đảm bảo sức chứa dự trữ khí đốt tối thiểu đáp ứng 15 ngày tiêu thụ.",8.7959,5,False,0,Sức chứa của hệ thống kho khí hóa lỏng (LPG) còn hạn chế Hiện cả nước chỉ có 10 kho có dung tích từ 10.000 m3 trở lên và chưa có kho khí thiên nhiên hóa lỏng (LNG) được đưa vào hoạt động.,0.5,0.0,0.5,0.3,61.6382,0.142702088271525,0.1899,5,5
dev_4483,4483,Người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079.,"(PLO)- Sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079, người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam.",17.7435,1,True,0,"Sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079, người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam.",1.0,1.0,0.5,0.9,17.7435,0.9999999436413366,0.97,1,1
dev_4483,4483,Người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079.,"Sau khi BHXH Việt Nam dừng triển khai việc cung cấp các dịch vụ tra cứu qua tin nhắn nêu trên, người dân, doanh nghiệp có thể sử dụng các kênh cung cấp dịch vụ tra cứu thông tin miễn phí khác của ngành như: - “Tra cứu thời gian tham gia BHXH”,“Tra cứu thời hạn sử dụng thẻ BHYT” qua: Ứng dụng “VssID - Bảo hiểm xã hội số” hoặc chức năng tra cứu trực tuyến trên Cổng Thông tin điện tử BHXH Việt Nam (https://baohiemxahoi.gov.vn).",11.4992,2,True,0,"Sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079, người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam.",1.0,0.0,0.5,0.5,17.7435,0.6480795419122753,0.6037,2,3
dev_4483,4483,Người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079.,"Đến nay, ngoài việc tra cứu bằng cách nhắn tin nêu trên, người dân, doanh nghiệp đã có rất nhiều lựa chọn tra cứu miễn phí khác do BHXH Việt Nam cung cấp, như qua ứng dụng “VssID - Bảo hiểm xã hội số”, cổng Thông tin điện tử BHXH Việt Nam, cổng dịch vụ công BHXH Việt Nam.",9.754,3,False,0,"Sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079, người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam.",1.0,0.0,0.5,0.5,17.7435,0.5497224025856001,0.5348,3,5
dev_4483,4483,Người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079.,"Cuối năm 2018, BHXH Việt Nam triển khai cung cấp dịch vụ các tin nhắn tra cứu nêu trên qua đầu số 8079 với mức phí 1.000 đồng/tin nhắn.",8.7622,4,False,0,"Sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079, người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam.",1.0,1.0,0.5,0.9,17.7435,0.4938258802476467,0.6157,4,2
dev_4483,4483,Người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079.,"Theo đó, việc ngành BHXH Việt Nam tiếp tục cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079 là không còn cần thiết.",8.1565,5,False,0,"Sau khi dừng cung cấp dịch vụ tin nhắn tra cứu qua đầu số 8079, người dân có thể tra cứu thông tin trên nhiều kênh miễn phí của BHXH Việt Nam.",1.0,1.0,0.5,0.9,17.7435,0.4596894378398039,0.5918,5,4
dev_3857,3857,"Tháng 10/2020, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, đề cập đến tình trạng áp lực về thời gian học quá nhiều và tác động tiêu cực đến sức khỏe của mình. Sau khi tiếp nhận đơn từ nữ sinh, cơ quan này đã khuyến nghị các trường cần thay đổi chính sách về giờ học của học sinh, nhằm giảm bớt áp lực và đảm bảo sự cân bằng giữa học tập và sức khỏe.","Tháng 10/2022, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, cho rằng các quy định liên quan đến tóc mà trường đặt ra vi phạm quyền tự do của em.",51.8105,1,True,1,"Tháng 10/2022, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, cho rằng các quy định liên quan đến tóc mà trường đặt ra vi phạm quyền tự do của em. Cơ quan này sau đó khuyến nghị các trường cần thay đổi các chính sách về tóc của học sinh.",1.0,0.5,0.0,0.6,51.8105,0.9999999806988935,0.88,1,1
dev_3857,3857,"Tháng 10/2020, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, đề cập đến tình trạng áp lực về thời gian học quá nhiều và tác động tiêu cực đến sức khỏe của mình. Sau khi tiếp nhận đơn từ nữ sinh, cơ quan này đã khuyến nghị các trường cần thay đổi chính sách về giờ học của học sinh, nhằm giảm bớt áp lực và đảm bảo sự cân bằng giữa học tập và sức khỏe.",Cơ quan này sau đó khuyến nghị các trường cần thay đổi các chính sách về tóc của học sinh. Nhiều trường học Trung Quốc cũng áp dụng các quy định tương tự.,46.7149,2,True,1,"Tháng 10/2022, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, cho rằng các quy định liên quan đến tóc mà trường đặt ra vi phạm quyền tự do của em. Cơ quan này sau đó khuyến nghị các trường cần thay đổi các chính sách về tóc của học sinh.",0.0,0.5,0.0,0.2,51.8105,0.9016492621833555,0.6912,2,2
dev_3857,3857,"Tháng 10/2020, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, đề cập đến tình trạng áp lực về thời gian học quá nhiều và tác động tiêu cực đến sức khỏe của mình. Sau khi tiếp nhận đơn từ nữ sinh, cơ quan này đã khuyến nghị các trường cần thay đổi chính sách về giờ học của học sinh, nhằm giảm bớt áp lực và đảm bảo sự cân bằng giữa học tập và sức khỏe.","Theo SCMP, trường học Trung Quốc áp dụng quy tắc để tóc nghiêm ngặt để học sinh dành toàn bộ thời gian, sức lực cho việc học.",28.0268,3,False,1,"Tháng 10/2022, một nữ sinh THPT tại tỉnh Bắc Gyeongsang đã đệ đơn lên cơ quan chức năng, cho rằng các quy định liên quan đến tóc mà trường đặt ra vi phạm quyền tự do của em. Cơ quan này sau đó khuyến nghị các trường cần thay đổi các chính sách về tóc của học sinh.",0.0,0.5,0.0,0.2,51.8105,0.540948252942005,0.4387,3,3
