claim_id,claim_index,sentence_id,sentence_text
dev_5599,5599,dev_5599_s007,"Tổng Biên tập Báo Nhân dân Lê Quốc Minh trình bày báo cáo về việc thực hiện Chỉ thị 11 của Bộ Chính trị về việc mua, đọc, làm theo báo, tạp chí của Đảng - Ảnh: VGP/Vũ Phong Cũng theo ông Lê Quốc Minh, sau 3 năm triển khai thực hiện Thông báo Kết luận 173 của Ban Bí thư về tiếp tục thực hiện Chỉ thị số 11 của Bộ Chính trị khóa VIII về mua và đọc báo, tạp chí của Đảng, các tỉnh ủy, thành ủy, các cơ quan Trung ương đã có văn bản chỉ đạo các cấp, các ngành tại địa phương, đơn vị quán triệt, triển khai thực hiện công tác mua và đọc báo, tạp chí của Đảng."
dev_5599,5599,dev_5599_s008,"Đồng thời, xác định đây là một trong những nhiệm vụ quan trọng, là trách nhiệm của các cấp ủy và chính quyền."
dev_5599,5599,dev_5599_s009,"Nhờ đó, nhiều Đảng bộ, chi bộ, cán bộ, đảng viên đã nâng cao nhận thức, việc mua, đọc và làm theo báo, tạp chí của Đảng dần đi vào nền nếp. Đã xuất hiện những mô hình, cách làm hay, nhiều gương tập thể, cá nhân điển hình tiên tiến được biểu dương, nhân rộng thông qua những bài viết, trao đổi kinh nghiệm thực tiễn trên báo, tạp chí của Đảng."
dev_5599,5599,dev_5599_s010,"Công tác phát hành báo, tạp chí của Đảng tại các khu vực miền núi, vùng sâu, vùng xa ngày càng được chú trọng."
dev_5599,5599,dev_5599_s011,"Nhiều cách làm sáng tạo, hiệu quả, kết hợp hài hòa giữa mục tiêu kinh doanh và phục vụ nhiệm vụ chính trị."
dev_5599,5599,dev_5599_s012,"Tuy nhiên, ngoài những kết quả đạt được vẫn tồn tại những hạn chế, yếu kém."
dev_5599,5599,dev_5599_s013,"Việc tổ chức quán triệt và thực hiện Chỉ thị 11 của một số cấp ủy, tổ chức đảng, chính quyền các cấp chưa đầy đủ và thường xuyên."
dev_5599,5599,dev_5599_s014,"Một số tổ chức đảng chưa được quán triệt công tác mua và đọc báo, tạp chí của Đảng, chưa nhận thức đầy đủ về Chỉ thị 11 nên còn lúng túng trong công tác mua báo, tạp chí của Đảng, sử dụng kinh phí mua nhiều loại báo không đúng theo Chỉ thị."
dev_5599,5599,dev_5599_s015,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao."
dev_5599,5599,dev_5599_s016,"Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng, trong khi chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng vào việc lãnh đạo, chỉ đạo và hoạt động thực tiễn."
dev_5599,5599,dev_5599_s017,"Bên cạnh đó, chất lượng báo, tạp chí của Đảng đã được nâng cao nhưng hình thức thể hiện vẫn còn khô khan, chưa hấp dẫn, có lúc, có thời điểm thông tin còn chậm."
dev_5599,5599,dev_5599_s018,"Số bài viết mang tính chuyên sâu, luận giải những vấn đề mới, khó, vấn đề thực tiễn đang đặt ra còn ít; nhiều bài viết mang tính kinh viện, nặng về lý luận, chưa gắn với thực tiễn cuộc sống."
dev_5599,5599,dev_5599_s019,"Ngoài ra, có hiện tượng sử dụng sai mục đích kinh phí mua báo, tạp chí của Đảng."
dev_5599,5599,dev_5599_s020,"Một số cơ quan, đơn vị, nhất là khối cơ quan doanh nghiệp, đơn vị sự nghiệp, các nhà trường thực hiện chưa nghiêm việc đặt mua báo, tạp chí của Đảng, do đó, còn nhiều chi bộ, đảng bộ không có hoặc không bảo đảm số lượng báo theo quy định. Trưởng Ban Tuyên giáo Thành ủy TPHCM Phan Nguyễn Như Khuê trình bày tham luận tại Hội nghị - Ảnh: VGP/Vũ Phong Tham luận tại Hội nghị, Trưởng Ban Tuyên giáo Thành ủy TPHCM Phan Nguyễn Như Khuê bày tỏ, sinh thời, Chủ tịch Hồ Chí Minh không chỉ dành cho báo chí cách mạng Việt Nam sự quan tâm đặc biệt, mà Người còn là một tấm gương sáng về niềm say mê đọc và vận dụng báo đảng."
dev_5599,5599,dev_5599_s021,"Hằng ngày, Bác đọc báo, ghi chép lại gương người tốt, việc tốt, những việc chưa tốt được báo chí phản ánh, qua đó Người kịp thời có hình thức khen thưởng cũng như nhắc nhở phù hợp. Học tập và làm theo gương Bác, Thành ủy, Ban Thường vụ Thành ủy xác định báo, tạp chí của Đảng là phương tiện quan trọng để tuyên truyền chủ trương, đường lối của Đảng, chính sách, pháp luật của Nhà nước, định hướng dư luận xã hội, đấu tranh, phản bác các quan điểm sai trái, thù địch; là diễn đàn để cán bộ, đảng viên và các tầng lớp nhân dân địa phương tham gia xây dựng Đảng và hệ thống chính trị, góp phần nâng cao nhận thức, phản ánh kịp thời các vấn đề trong đời sống xã hội…"
dev_5599,5599,dev_5599_s022,"Theo ông Phan Nguyễn Như Khuê, để việc mua và đọc, làm theo báo, tạp chí của Đảng tại TPHCM tiếp tục đi vào chiều sâu, phát huy hiệu quả cụ thể, thực chất, thời gian tới, Đảng bộ Thành phố định hướng cấp ủy, người đứng đầu cấp ủy và các cơ quan, đơn vị cần nâng cao nhận thức về vai trò, ý nghĩa của việc mua, đọc, nghiên cứu báo, tạp chí của Đảng."
dev_5599,5599,dev_5599_s023,"Trong đó, từng cấp ủy sẽ có những giải pháp phù hợp, tích cực trong việc nâng cao hiệu quả công tác đăng ký, sử dụng báo và tạp chí của Đảng."
dev_5599,5599,dev_5599_s024,"Đồng thời, có giải pháp thực hiện chặt chẽ việc cấp và sử dụng kinh phí mua báo, tạp chí của Đảng, bảo đảm sử dụng kinh phí đúng nguyên tắc, mục đích. Ngoài ra, tiếp tục chỉ đạo các báo, tạp chí của Đảng thuộc Thành ủy không ngừng nâng cao chất lượng thông tin và cải tiến hình thức để tăng tính thuyết phục và hấp dẫn."
dev_5599,5599,dev_5599_s025,"Chú trọng xây dựng đội ngũ cán bộ, đảng viên, phóng viên, biên tập viên, kỹ thuật viên các cơ quan báo, tạp chí có bản lĩnh chính trị, phẩm chất, đạo đức của người làm báo cách mạng, có năng lực chuyên môn, trình độ nghiệp vụ vững vàng…"
dev_5599,5599,dev_5599_s026,"Toàn cảnh Hội nghị - Ảnh: VGP/Vũ Phong Phát biểu chỉ đạo Hội nghị, Trưởng Ban Tuyên giáo Trung ương Nguyễn Trọng Nghĩa khẳng định, báo chí ngày càng trở phong phú, đa dạng với nhiều kênh thông tin đa dạng, có tác động đến tầng lớp nhân dân và các đảng viên."
dev_5599,5599,dev_5599_s027,"Tuy nhiên, trong thời đại bùng nổ thông tin như hiện nay thì vai trò của báo giấy, của các tờ báo, tạp chí của Đảng vẫn giữ nguyên giá trị, thậm chí có giá trị cao hơn và phải phát huy giá trị ấy."
dev_5599,5599,dev_5599_s028,"Ông Nguyễn Trọng Nghĩa củng biểu dương các tờ báo, tạp chí của Đảng thời gian qua đã có sự sáng tạo nhằm phù hợp với tình hình mới."
dev_5599,5599,dev_5599_s029,"Điển hình là Báo Nhân dân có sự đổi mới rất lớn về hình thức, cách trình bày, nội dung, trong đó tài liệu tuyên truyền, tài liệu xây dựng Đảng ngày càng được nâng cao về chất lượng."
dev_5599,5599,dev_5599_s030,"Bên cạnh đó, Tạp chí Cộng sản cũng có nhiều sự thay đổi trong 2 năm qua với nhiều chuyên đề sâu, chuyên đề đặc biệt phục vụ cho Trung ương, cho Quốc hội."
dev_5599,5599,dev_5599_s031,"Từ đó, Trưởng Ban Tuyên giáo Trung ương đề nghị các báo, tạp chí của Đảng tiếp tục đầu tư có chiều sâu, đầu tư lực lượng, đổi mới công tác tuyên truyền nhằm nâng cao hiệu quả."
dev_5599,5599,dev_5599_s032,"""Không chỉ coi báo, tạp chí của Đảng là một tờ báo bình thường mà đó chính là tài liệu để sinh hoạt Đảng, để thi đua yêu nước, phát huy sức mạnh đại đoàn kết toàn dân tộc"", ông Nguyễn Trọng Nghĩa nhấn mạnh. Các báo, tạp chí của Đảng cần quán triệt sâu sắc vai trò, tính tiên phòng của mình, là phương tiện chiến đấu sắc bén của Đảng ta trong thời đại mới."
dev_5599,5599,dev_5599_s033,"Đồng thời, cũng phải bám sát thực tiễn cuộc sống, phản ánh chân thực, khách quan cuộc sống để tạo sự quan tâm của đông đảo người dân."
dev_5599,5599,dev_5599_s034,"Cũng theo Trưởng Ban Tuyên giáo Trung ương, vai trò của người đứng đầu các cơ quan báo Đảng cũng rất quan trọng."
dev_5599,5599,dev_5599_s035,"Người đứng đầu phải quan tâm đồng bộ, có định hướng, có tổ chức, có thu hoạch, đánh giá, làm sao tờ báo, tờ tạp chí được sử dụng đúng mục đích, tạo sự quan tâm của xã hội."
dev_5599,5599,dev_5599_s036,"Bên cạnh đó là phải phát huy giá trị của những bài viết đăng trên báo, tập chí của Đảng."
dev_5599,5599,dev_5599_s037,"Ngoài ra, ông Nguyễn Trọng Nghĩa cũng nhấn mạnh đến công tác kiểm tra, giám sát; gắn với đó là công tác lãnh đạo của cấp ủy các địa phương, các đơn vị."
dev_5599,5599,dev_5599_s038,"Báo Đảng cũng cần phải thích ứng với cuộc cách mạng 4.0, kết hợp với công nghệ để thúc đẩy truyền thông đạt hiệu quả cao hơn."
dev_1947,1947,dev_1947_s000,"(NLĐO)- Sau khi mua khoản nợ từ Công ty Mirae Asset, các đối tượng Công ty TNHH Mua bán nợ DSP đã nhắn tin, gọi điện chửi bới, đe dọa hoặc cắt ghép ảnh của khách vay, người thân, đồng nghiệp của khách vay vào các hình ảnh đồi trụy rồi đăng lên các trang mạng xã hội để bôi nhọ Ngày 25-3, nguồn tin cho biết Cơ quan Cảnh sát điều tra Công an TP Hà Nội đang điều tra vụ án hình sự Cưỡng đoạt tài sản xảy ra trên địa bàn TP Hà Nội và một số tỉnh, TP trên cả nước."
dev_1947,1947,dev_1947_s001,"Công an TP HCM khám xét Công ty Mirae Asset Cảnh sát xác định Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay của Công ty Tài chính TNHH MTV Mirae Asset Việt Nam (Mã số doanh nghiệp: 0311132506; địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM) và một số tổ chức tín dụng khác nhưng không có khả năng trả."
dev_1947,1947,dev_1947_s002,"Sau khi có các thông tin khách hàng và các thông tin khoản nợ từ Công ty Mirae Asset, các đối tượng sử dụng nhiều số điện thoại khác nhau để nhắn tin, gọi điện chửi bới, đe dọa hoặc cắt ghép ảnh của khách vay, người thân, đồng nghiệp của khách vay vào các hình ảnh đồi trụy, các thông tin không đúng sự thật rồi đăng lên các trang mạng xã hội để bôi nhọ, gây sức ép buộc người vay phải trả tiền."
dev_1947,1947,dev_1947_s003,"Để phục vụ công tác điều tra, Cơ quan Cảnh sát điều tra Công an TP Hà Nội đề nghị các cá nhân đã từng vay tiền hoặc cá nhân không vay tiền nhưng bị các đối tượng gọi điện, nhắn tin, nhắc nợ, chửi bới, đe dọa..."
dev_1947,1947,dev_1947_s004,"liên quan đến Công ty Tài chính TNHH MTV Mirae Asset Việt Nam, Công ty TNHH Mua bán nợ DSP đến Cơ quan Cảnh sát điều tra Công an TP Hà Nội để tố giác, cung cấp các thông tin, tài liệu liên quan đến vụ án."
dev_6753,6753,dev_6753_s000,Gen Alpha (Thế hệ Alpha) được xem là những 'con người công nghệ' khi được sinh ra cùng thời điểm với sự xuất hiện của iPad và Instagram.
dev_6753,6753,dev_6753_s001,Nhưng cha mẹ cần làm gì để thế hệ này không bị thay thế bởi máy móc và công nghệ?
dev_6753,6753,dev_6753_s002,"Những vấn đề về ""con người công nghệ"" được chia sẻ trong buổi nói chuyện với chủ đề ""Gen Z chưa qua Gen Alpha đã tới"" do VNPR, UAN phối hợp tổ chức vào sáng 28.3 tại TP.HCM."
dev_6753,6753,dev_6753_s003,"Bà Nguyễn Chi Lan chia sẻ về Gen Alpha trong chương trình B.h. Chia sẻ trong buổi nói chuyện, thạc sĩ Trần Lê Quỳnh Anh, giảng viên khoa Thiết kế truyền thông, Trường ĐH Kinh tế TP.HCM (UEH), cho biết ""lứa tuổi già nhất"" của Thế hệ Alpha là 12-13 tuổi, tức sinh năm 2010."
dev_6753,6753,dev_6753_s004,Thời điểm này cũng chính là sự xuất hiện của iPad và Instagram.
dev_6753,6753,dev_6753_s005,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới."
dev_6753,6753,dev_6753_s006,"""Thế hệ này được sinh ra và lớn lên trong một thế giới kết nối với sự phổ biến của các thiết bị di động và mạng internet."
dev_6753,6753,dev_6753_s007,"Vì vậy, họ có khả năng sử dụng công nghệ mới một cách tự nhiên hơn các thế hệ trước đó."
dev_6753,6753,dev_6753_s008,"Đồng thời, họ có xu hướng tiếp cận các nền tảng trực tuyến và học tập thông qua những ứng dụng và nền tảng trực tuyến hơn…""."
dev_6753,6753,dev_6753_s009,"Tuy nhiên, thạc sĩ Quỳnh Anh lưu ý: ""Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,dev_6753_s010,"Họ còn dễ dàng bị mất kết nối với thế giới thực, không sẵn sàng mở mình đón nhận những thứ bên ngoài, đánh mất mình trong một góc của chính các bạn..."
dev_6753,6753,dev_6753_s011,"nếu không có khả năng tương tác với những người xung quanh""."
dev_6753,6753,dev_6753_s012,"Từ khía cạnh giáo dục xã hội, bà Nguyễn Chi Lan, nhà đồng sáng lập kiêm CEO của Axiom Academy, nhìn nhận: ""Con người công nghệ - người sinh ra và lớn lên cùng công nghệ, là đặc trưng chung của cả Gen Z và Gen Alpha."
dev_6753,6753,dev_6753_s013,"Bởi các bạn đang sống trong xã hội kết nối đa thực tế và trên mạng xã hội, đó là một thực tế""."
dev_6753,6753,dev_6753_s014,"So sánh sự khác biệt của 2 thế hệ này, bà Chi Lan cho rằng thế hệ Z muốn được lắng nghe và muốn làm mọi thứ để được lắng nghe."
dev_6753,6753,dev_6753_s015,Đi tìm bản chất sự thật là động cơ của mọi hành vi của Gen Z.
dev_6753,6753,dev_6753_s016,"Trong khi đó, Gen Alpha có những điểm khác biệt bởi sự tiến bộ và cởi mở."
dev_6753,6753,dev_6753_s017,Nếu thế hệ xưa tìm kiếm thông tin qua việc đọc sách thì nay các bạn còn có khả năng kiểm tra chéo các nguồn thông tin khác nhau và có tính phản biện rất cao.
dev_6753,6753,dev_6753_s018,"Với công nghệ hiện có, các bạn có thể tự học, tự tìm hiểu thông tin nên rất tiến bộ và cởi mở, theo bà Chi Lan."
dev_6753,6753,dev_6753_s019,"""Tuy nhiên, cha mẹ cũng rất lo lắng cho những đứa con thuộc Gen Alpha."
dev_6753,6753,dev_6753_s020,"Chính vì mức độ tiếp cận công nghệ thông tin từ khi còn quá nhỏ nên các con chưa có khả năng sàng lọc, rủi ro sẽ là dễ bị tiếp cận và ảnh hưởng bởi những thông tin trái chiều quá sớm""."
dev_6753,6753,dev_6753_s021,"Bạn trẻ cởi mở chia sẻ suy nghĩ của mình về Gen Z, Alpha B.h. Cần thay đổi hệ thống giáo dục phù hợp với tương lai Đặt một câu hỏi trong buổi nói chuyện, bà Nguyễn Chi Lan nói: ""Chúng ta phải tham gia vào tương lai như thế nào?"
dev_6753,6753,dev_6753_s022,"Gen Alpha chắc chắn sẽ thay đổi thế giới, tôi tin như vậy."
dev_6753,6753,dev_6753_s023,"Nhưng các bạn có thay đổi thế giới một cách tích cực hay không thì phụ thuộc vào sự hỗ trợ giúp đỡ của các thế hệ đi trước rất nhiều""."
dev_6753,6753,dev_6753_s024,"Chuyên gia này phân tích, trong 5 năm nữa có nhiều nghề nghiệp biến mất và nhiều nghề nghiệp mới sẽ xuất hiện."
dev_6753,6753,dev_6753_s025,"""Chúng ta đang chuẩn bị cho một thế giới hoàn toàn mới với những nghề nghiệp chưa từng có."
dev_6753,6753,dev_6753_s026,"Vì thế, chúng ta cần thay đổi hệ thống giáo dục phù hợp với tương lai, chuẩn bị cho thế hệ sau khả năng tự định hướng và đưa ra quyết định. Muốn vậy, trẻ nhỏ cần được chuẩn bị khả năng tự nhận thức, tư duy phản biện, kỹ năng hợp tác"", bà Chi Lan nói."
dev_6753,6753,dev_6753_s027,Thạc sĩ Trần Lê Quỳnh Anh cho rằng thế hệ Gen Alpha có xu hướng thích học tập tương tác và trải nghiệm thực tế hơn.
dev_6753,6753,dev_6753_s028,"Họ cần được thúc đẩy để khám phá và tìm hiểu thế giới xung quanh mình thông qua các hoạt động, trải nghiệm và dự án học tập thực tế."
dev_6753,6753,dev_6753_s029,"""Ngoài ra, các chuyên ngành liên quan đến môi trường, y tế và công nghệ cũng sẽ nóng trong tương lai."
dev_6753,6753,dev_6753_s030,"Do đó, Gen Alpha cần được khuyến khích và đào tạo trong những lĩnh vực này để đáp ứng nhu cầu thị trường lao động tương lai"", thạc sĩ Quỳnh Anh bày tỏ ý kiến."
dev_6753,6753,dev_6753_s031,"Các diễn giả trao đổi trong buổi nói chuyện B.H Thạc sĩ Quỳnh Anh cũng đặt ra một vấn đề tương tự: ""Làm thế nào để Gen Alpha không bị thay thế bởi máy móc và công nghệ hiện đại và cần chuẩn bị những gì cho thế hệ này?""."
dev_6753,6753,dev_6753_s032,"Câu trả lời chuyên gia này đưa ra là giáo dục, kỹ năng sống chủ động, kỹ năng sống và thích nghi với môi trường thay đổi."
dev_6753,6753,dev_6753_s033,"Trong đó, giáo dục là yếu tố quan trọng giúp Gen Alpha phát triển tư duy phản biện, kỹ năng tư duy logic, sáng tạo, tư duy phân tích và kỹ năng giải quyết vấn đề."
dev_6753,6753,dev_6753_s034,"""Ngoài ra, chúng ta cần chú trọng giáo dục về giá trị đạo đức, tôn trọng và đa dạng hóa văn hóa, giúp trẻ phát triển đầy đủ các khả năng về nhân cách, tư duy, kỹ năng và sự đồng cảm"", thạc sĩ Quỳnh Anh nói."
dev_4933,4933,dev_4933_s000,"(Chinhphu.vn) - Đây là yêu cầu của Phó Thủ tướng Trần Hồng Hà nêu ra tại cuộc họp Hội đồng thẩm định Quy hoạch hạ tầng dự trữ, cung ứng xăng dầu, khí đốt quốc gia thời kỳ 2021-2030, tầm nhìn đến năm 2050 (Quy hoạch), sáng 30/3."
dev_4933,4933,dev_4933_s001,"Phó Thủ tướng Trần Hồng Hà: Xác định, phân định rõ cấp độ trong hệ thống cung ứng, dự trữ xăng dầu, khí đốt (tư nhân, doanh nghiệp, quốc gia) để có cơ chế vận hành tương ứng với các tình huống biến động trên thị trường xăng dầu - Ảnh: VGP/Minh Khôi Phó Thủ tướng nhấn mạnh tầm quan trọng, sự cần thiết của Quy hoạch trong bảo đảm an ninh năng lượng quốc gia."
dev_4933,4933,dev_4933_s002,"Trong thời gian qua, tình hình cung ứng xăng dầu có nhiều biến động, khó khăn, bất ổn, có thể gây ảnh hưởng lập tức đến thị trường trong nước."
dev_4933,4933,dev_4933_s003,"""Quy hoạch này đòi hỏi độ chính xác lớn, tính khả thi cao, sát với nhiệm vụ, mục tiêu đặt ra của thực tiễn và dự báo dài hạn, bảo đảm sự chủ động, ổn định về nguồn cung năng lượng cho nền kinh tế"", Phó Thủ tướng nêu rõ."
dev_4933,4933,dev_4933_s004,"Phó Thủ tướng đề nghị Bộ Công Thương, đơn vị tư vấn lập Quy hoạch, các chuyên gia, thành viên Hội đồng đánh giá kết quả thực hiện quy hoạch hạ tầng dự trữ, cung ứng xăng dầu, khí đốt giai đoạn trước đây, nguyên nhân những nhiệm vụ chưa thực hiện được, nhất là tình trạng bất ổn khi nguồn cung ngắt quãng."
dev_4933,4933,dev_4933_s005,"Tính khả thi của Quy hoạch về mặt kỹ thuật, công nghệ, nhu cầu thị trường trong nước hiện nay và dự báo trong tương lai."
dev_4933,4933,dev_4933_s006,"Mối quan hệ, tác động của Quy hoạch tới các quy hoạch về đất đai, môi trường, giao thông vận tải…Cơ chế, chính sách để thực hiện Quy hoạch, trong đó Nhà nước đóng vai trò chủ đạo ở khâu nào, phương án huy động xã hội hoá, có tính toán đến các cơ sở lọc hoá dầu trong nước, để bảo đảm chủ động chuỗi cung ứng."
dev_4933,4933,dev_4933_s007,"Trách nhiệm cụ thể của từng bộ, ngành, địa phương, doanh nghiệp khi thực hiện Quy hoạch. ""Những vấn đề đưa vào quy hoạch phải được tính toán, phân tích, so sánh với nhu cầu phát triển kinh tế, khả năng tiêu thụ của thị trường, thời gian dự trữ, yêu cầu chất lượng sản phẩm, công nghệ dự trữ, an toàn phòng cháy, chữa cháy và vệ sinh môi trường…"", Phó Thủ tướng nêu rõ và đề nghị các thành viên Hội đồng thẩm định, uỷ viên phản biện trao đổi thẳng thắn, khoa học."
