claim_id,claim_index,claim,retrieved_evidence,bm25_score,sbert_sim,hybrid_score,retrieval_rank,is_gold,label,gold_evidence
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng, trong khi chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng vào việc lãnh đạo, chỉ đạo và hoạt động thực tiễn.",44.5533,0.7392,0.9844,1,True,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao.",26.8718,0.7005,0.7596,2,True,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Một số tổ chức đảng chưa được quán triệt công tác mua và đọc báo, tạp chí của Đảng, chưa nhận thức đầy đủ về Chỉ thị 11 nên còn lúng túng trong công tác mua báo, tạp chí của Đảng, sử dụng kinh phí mua nhiều loại báo không đúng theo Chỉ thị.",21.7675,0.7619,0.7443,3,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Theo ông Phan Nguyễn Như Khuê, để việc mua và đọc, làm theo báo, tạp chí của Đảng tại TPHCM tiếp tục đi vào chiều sâu, phát huy hiệu quả cụ thể, thực chất, thời gian tới, Đảng bộ Thành phố định hướng cấp ủy, người đứng đầu cấp ủy và các cơ quan, đơn vị cần nâng cao nhận thức về vai trò, ý nghĩa của việc mua, đọc, nghiên cứu báo, tạp chí của Đảng.",24.296,0.5407,0.6212,4,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Nhờ đó, nhiều Đảng bộ, chi bộ, cán bộ, đảng viên đã nâng cao nhận thức, việc mua, đọc và làm theo báo, tạp chí của Đảng dần đi vào nền nếp. Đã xuất hiện những mô hình, cách làm hay, nhiều gương tập thể, cá nhân điển hình tiên tiến được biểu dương, nhân rộng thông qua những bài viết, trao đổi kinh nghiệm thực tiễn trên báo, tạp chí của Đảng.",18.1511,0.5426,0.5536,5,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Một số cơ quan, đơn vị, nhất là khối cơ quan doanh nghiệp, đơn vị sự nghiệp, các nhà trường thực hiện chưa nghiêm việc đặt mua báo, tạp chí của Đảng, do đó, còn nhiều chi bộ, đảng bộ không có hoặc không bảo đảm số lượng báo theo quy định. Trưởng Ban Tuyên giáo Thành ủy TPHCM Phan Nguyễn Như Khuê trình bày tham luận tại Hội nghị - Ảnh: VGP/Vũ Phong Tham luận tại Hội nghị, Trưởng Ban Tuyên giáo Thành ủy TPHCM Phan Nguyễn Như Khuê bày tỏ, sinh thời, Chủ tịch Hồ Chí Minh không chỉ dành cho báo chí cách mạng Việt Nam sự quan tâm đặc biệt, mà Người còn là một tấm gương sáng về niềm say mê đọc và vận dụng báo đảng.",18.7464,0.4778,0.516,6,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Đồng thời, có giải pháp thực hiện chặt chẽ việc cấp và sử dụng kinh phí mua báo, tạp chí của Đảng, bảo đảm sử dụng kinh phí đúng nguyên tắc, mục đích. Ngoài ra, tiếp tục chỉ đạo các báo, tạp chí của Đảng thuộc Thành ủy không ngừng nâng cao chất lượng thông tin và cải tiến hình thức để tăng tính thuyết phục và hấp dẫn.",14.7902,0.5327,0.5091,7,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Tổng Biên tập Báo Nhân dân Lê Quốc Minh trình bày báo cáo về việc thực hiện Chỉ thị 11 của Bộ Chính trị về việc mua, đọc, làm theo báo, tạp chí của Đảng - Ảnh: VGP/Vũ Phong Cũng theo ông Lê Quốc Minh, sau 3 năm triển khai thực hiện Thông báo Kết luận 173 của Ban Bí thư về tiếp tục thực hiện Chỉ thị số 11 của Bộ Chính trị khóa VIII về mua và đọc báo, tạp chí của Đảng, các tỉnh ủy, thành ủy, các cơ quan Trung ương đã có văn bản chỉ đạo các cấp, các ngành tại địa phương, đơn vị quán triệt, triển khai thực hiện công tác mua và đọc báo, tạp chí của Đảng.",19.3907,0.3875,0.4614,8,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Trong đó, từng cấp ủy sẽ có những giải pháp phù hợp, tích cực trong việc nâng cao hiệu quả công tác đăng ký, sử dụng báo và tạp chí của Đảng.",15.895,0.4307,0.4517,9,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_5599,5599,"Nhiều chi bộ chỉ mua báo đảng mà không quan tâm đến việc đọc, nghiên cứu và áp dụng các nội dung của báo vào thực tiển nhưng việc công tác mua váo và đọc báo Đảng vẫn đạt hiệu quả cao.","Bên cạnh đó, chất lượng báo, tạp chí của Đảng đã được nâng cao nhưng hình thức thể hiện vẫn còn khô khan, chưa hấp dẫn, có lúc, có thời điểm thông tin còn chậm.",10.9472,0.4788,0.4291,10,False,1,"Việc mua, đọc, sử dụng báo, tạp chí của Đảng tại một số chi bộ, đảng bộ chưa đạt hiệu quả cao Nhiều chi bộ mới chỉ dừng ở việc mua báo đảng chưa thực sự quan tâm đến việc đọc, nghiên cứu, áp dụng nội dung báo, đảng thực tiễn."
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","Công an TP HCM khám xét Công ty Mirae Asset Cảnh sát xác định Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay của Công ty Tài chính TNHH MTV Mirae Asset Việt Nam (Mã số doanh nghiệp: 0311132506; địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM) và một số tổ chức tín dụng khác nhưng không có khả năng trả.",15.0159,0.5218,1.0,1,True,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay"
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","liên quan đến Công ty Tài chính TNHH MTV Mirae Asset Việt Nam, Công ty TNHH Mua bán nợ DSP đến Cơ quan Cảnh sát điều tra Công an TP Hà Nội để tố giác, cung cấp các thông tin, tài liệu liên quan đến vụ án.",1.5932,0.4751,0.4929,2,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay"
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","(NLĐO)- Sau khi mua khoản nợ từ Công ty Mirae Asset, các đối tượng Công ty TNHH Mua bán nợ DSP đã nhắn tin, gọi điện chửi bới, đe dọa hoặc cắt ghép ảnh của khách vay, người thân, đồng nghiệp của khách vay vào các hình ảnh đồi trụy rồi đăng lên các trang mạng xã hội để bôi nhọ Ngày 25-3, nguồn tin cho biết Cơ quan Cảnh sát điều tra Công an TP Hà Nội đang điều tra vụ án hình sự Cưỡng đoạt tài sản xảy ra trên địa bàn TP Hà Nội và một số tỉnh, TP trên cả nước.",2.1894,0.4399,0.4676,3,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay"
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","Để phục vụ công tác điều tra, Cơ quan Cảnh sát điều tra Công an TP Hà Nội đề nghị các cá nhân đã từng vay tiền hoặc cá nhân không vay tiền nhưng bị các đối tượng gọi điện, nhắn tin, nhắc nợ, chửi bới, đe dọa...",1.0425,0.1533,0.0607,4,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay"
dev_1947,1947,"Công ty TNHH Mua bán nợ DSP, địa chỉ 91 Pasteur, phường Bến Nghé, quận 1, TP HCM mua các khoản nợ mà khách hàng đã vay.","Sau khi có các thông tin khách hàng và các thông tin khoản nợ từ Công ty Mirae Asset, các đối tượng sử dụng nhiều số điện thoại khác nhau để nhắn tin, gọi điện chửi bới, đe dọa hoặc cắt ghép ảnh của khách vay, người thân, đồng nghiệp của khách vay vào các hình ảnh đồi trụy, các thông tin không đúng sự thật rồi đăng lên các trang mạng xã hội để bôi nhọ, gây sức ép buộc người vay phải trả tiền.",1.3851,0.1331,0.0461,5,False,1,"Công ty TNHH Mua bán nợ DSP, địa chỉ: Tầng 4, Chung cư Lữ Gia, số 70 Lữ Gia, phường 15, quận 11, TP HCM, mua các khoản nợ mà khách hàng đã vay"
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Tuy nhiên, thạc sĩ Quỳnh Anh lưu ý: ""Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý.",36.8504,0.7856,1.0,1,True,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới.",33.1628,0.674,0.8773,2,True,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Vì vậy, họ có khả năng sử dụng công nghệ mới một cách tự nhiên hơn các thế hệ trước đó.",19.9968,0.5319,0.6062,3,True,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Chính vì mức độ tiếp cận công nghệ thông tin từ khi còn quá nhỏ nên các con chưa có khả năng sàng lọc, rủi ro sẽ là dễ bị tiếp cận và ảnh hưởng bởi những thông tin trái chiều quá sớm"".",13.9247,0.4193,0.4505,4,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.",Nhưng cha mẹ cần làm gì để thế hệ này không bị thay thế bởi máy móc và công nghệ?,11.915,0.4172,0.4219,5,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Với công nghệ hiện có, các bạn có thể tự học, tự tìm hiểu thông tin nên rất tiến bộ và cởi mở, theo bà Chi Lan.",8.7117,0.4692,0.4123,6,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","""Thế hệ này được sinh ra và lớn lên trong một thế giới kết nối với sự phổ biến của các thiết bị di động và mạng internet.",7.653,0.4352,0.3758,7,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.","Họ còn dễ dàng bị mất kết nối với thế giới thực, không sẵn sàng mở mình đón nhận những thứ bên ngoài, đánh mất mình trong một góc của chính các bạn...",11.2587,0.3588,0.375,8,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
dev_6753,6753,"Bởi được sinh ra trong thời đại công nghệ nên những người trẻ thuộc thế hệ này bên cạnh khả năng thích nghi linh hoạt với công nghệ mới, thì còn có nguy cơ dễ phụ thuộc vào công nghệ nếu không sử dụng dúng cách.",Gen Alpha (Thế hệ Alpha) được xem là những 'con người công nghệ' khi được sinh ra cùng thời điểm với sự xuất hiện của iPad và Instagram.,15.41,0.258,0.3657,9,False,0,"Đây là thế hệ được sinh ra trong thời đại công nghệ và số hóa hoàn toàn nên có sự sáng tạo, linh hoạt và khả năng thích nghi với các công nghệ mới Những người trẻ của thế hệ này có nguy cơ dễ dàng phụ thuộc vào công nghệ nếu không được giáo dục cách sử dụng nó một cách hợp lý."
